"ark","titre"
"cb327852902","
 Guignol (Le) : Journal-programme du Théâtre de Saumur"
"cb32680602p","
Abeille (L')"
"cb32693097g","
Angers-artiste"
"cb32767471d","
Entracte (L') : gazette populaire des théâtres d'Angers, Saumur et Cholet "
