n,annee,mois,jour
7599,1944,12,19
8272,1944,12,20
8503,1944,12,21
8518,1944,12,22
8846,1944,12,23
8692,1944,12,25
9175,1944,12,26
7929,1944,12,27
8097,1944,12,28
8774,1944,12,29
8667,1944,12,30
8888,1945,1,1
9228,1945,1,2
8503,1945,1,3
8562,1945,1,4
7869,1945,1,5
8023,1945,1,6
8066,1945,1,7
8401,1945,1,9
8675,1945,1,10
8622,1945,1,11
7439,1945,1,12
7257,1945,1,13
8641,1945,1,14
4634,1945,1,16
4442,1945,1,17
4329,1945,1,18
4916,1945,1,19
4528,1945,1,20
4354,1945,1,22
4675,1945,1,23
7778,1945,1,24
8014,1945,1,25
7919,1945,1,26
7826,1945,1,27
9288,1945,1,29
7094,1945,1,30
6989,1945,1,31
7481,1945,2,1
6991,1945,2,2
7420,1945,2,3
10017,1945,2,5
7034,1945,2,6
7535,1945,2,7
7747,1945,2,8
7819,1945,2,9
7556,1945,2,10
8297,1945,2,12
8030,1945,2,13
7998,1945,2,14
7505,1945,2,15
7607,1945,2,16
7911,1945,2,17
8844,1945,2,19
7726,1945,2,20
8302,1945,2,21
7795,1945,2,22
7843,1945,2,23
7859,1945,2,24
8600,1945,2,26
8068,1945,2,27
8234,1945,2,28
8478,1945,3,1
7725,1945,3,2
7321,1945,3,3
18372,1945,3,5
7477,1945,3,6
7995,1945,3,7
7412,1945,3,8
7821,1945,3,9
7546,1945,3,10
9488,1945,3,12
7676,1945,3,13
7320,1945,3,14
7597,1945,3,15
8032,1945,3,16
7739,1945,3,17
9145,1945,3,19
7541,1945,3,20
7204,1945,3,21
7428,1945,3,22
7259,1945,3,23
8038,1945,3,24
8423,1945,3,26
7207,1945,3,27
7514,1945,3,28
7691,1945,3,29
7752,1945,3,30
21060,1945,3,31
10166,1945,4,2
9517,1945,4,3
8608,1945,4,4
6832,1945,4,5
7932,1945,4,6
7984,1945,4,7
8276,1945,4,9
7412,1945,4,10
8033,1945,4,11
7339,1945,4,12
7171,1945,4,13
18768,1945,4,14
7552,1945,4,16
8451,1945,4,17
7605,1945,4,18
7705,1945,4,19
7913,1945,4,20
7292,1945,4,21
8484,1945,4,23
19513,1945,4,24
7894,1945,4,25
7167,1945,4,26
7919,1945,4,27
7592,1945,4,28
8969,1945,4,30
12124,1945,5,2
7207,1945,5,3
17682,1945,5,4
6904,1945,5,5
8480,1945,5,7
6902,1945,5,8
16640,1945,5,9
8834,1945,5,10
8777,1945,5,11
7803,1945,5,12
9185,1945,5,14
13829,1945,5,15
7108,1945,5,16
8629,1945,5,17
7533,1945,5,18
7490,1945,5,19
9085,1945,5,21
8359,1945,5,22
7439,1945,5,23
7905,1945,5,24
7467,1945,5,25
17239,1945,5,26
7365,1945,5,28
7908,1945,5,29
7566,1945,5,30
8239,1945,5,31
7754,1945,6,1
7250,1945,6,2
8859,1945,6,4
18869,1945,6,5
8757,1945,6,6
19041,1945,6,7
7651,1945,6,8
7473,1945,6,9
8967,1945,6,11
7930,1945,6,12
7375,1945,6,13
7465,1945,6,14
7221,1945,6,15
8246,1945,6,16
7924,1945,6,18
18676,1945,6,19
8089,1945,6,20
18038,1945,6,21
7483,1945,6,22
7927,1945,6,23
7936,1945,6,25
7399,1945,6,26
7970,1945,6,27
16681,1945,6,28
7207,1945,6,29
7481,1945,6,30
8018,1945,7,2
17992,1945,7,3
7707,1945,7,4
6998,1945,7,5
7074,1945,7,6
7353,1945,7,7
8872,1945,7,9
7255,1945,7,10
6925,1945,7,11
16499,1945,7,12
7038,1945,7,13
17085,1945,7,14
10164,1945,7,16
18337,1945,7,17
7317,1945,7,18
6870,1945,7,19
7975,1945,7,20
7923,1945,7,21
9413,1945,7,23
18336,1945,7,24
9505,1945,7,25
5763,1945,7,26
8557,1945,7,27
18186,1945,7,28
10888,1945,7,29
9538,1945,7,30
19338,1945,7,31
8921,1945,8,1
8942,1945,8,2
9479,1945,8,3
17272,1945,8,4
6507,1945,8,6
8196,1945,8,7
17968,1945,8,8
8608,1945,8,9
8020,1945,8,10
4263,1945,8,11
19765,1945,8,13
21566,1945,8,14
8712,1945,8,15
11115,1945,8,16
8396,1945,8,17
7975,1945,8,18
8480,1945,8,20
10554,1945,8,21
8185,1945,8,22
8092,1945,8,23
8303,1945,8,24
19831,1945,8,25
8574,1945,8,27
8312,1945,8,28
8136,1945,8,29
7624,1945,8,30
8005,1945,8,31
17992,1945,9,1
8723,1945,9,3
7224,1945,9,4
7789,1945,9,5
18391,1945,9,6
7911,1945,9,7
18528,1945,9,8
8191,1945,9,10
7772,1945,9,11
18745,1945,9,12
7259,1945,9,13
7817,1945,9,14
17682,1945,9,15
8098,1945,9,17
7594,1945,9,18
18580,1945,9,19
7400,1945,9,20
7484,1945,9,21
17759,1945,9,22
8316,1945,9,24
6738,1945,9,25
7068,1945,9,26
17850,1945,9,27
7809,1945,9,28
17979,1945,9,29
7501,1945,10,1
8671,1945,10,2
7556,1945,10,3
17913,1945,10,4
8322,1945,10,5
16270,1945,10,6
7774,1945,10,8
8030,1945,10,9
17855,1945,10,10
8087,1945,10,11
7467,1945,10,12
15879,1945,10,13
18747,1945,10,15
7659,1945,10,16
17818,1945,10,17
7227,1945,10,18
7349,1945,10,19
17211,1945,10,20
7257,1945,10,22
4376,1945,10,23
14596,1945,10,24
7358,1945,10,25
7265,1945,10,26
16638,1945,10,27
7474,1945,10,29
17069,1945,10,30
7063,1945,10,31
15815,1945,11,1
8217,1945,11,2
17283,1945,11,3
7174,1945,11,5
17494,1945,11,6
7235,1945,11,7
16297,1945,11,8
7703,1945,11,9
16646,1945,11,10
7246,1945,11,12
16669,1945,11,13
7604,1945,11,14
16878,1945,11,15
7152,1945,11,16
16471,1945,11,17
7221,1945,11,19
17984,1945,11,20
6899,1945,11,21
16028,1945,11,22
7150,1945,11,23
17762,1945,11,24
15971,1945,11,26
17771,1945,11,27
7074,1945,11,28
16969,1945,11,29
7134,1945,11,30
16676,1945,12,1
6992,1945,12,3
17956,1945,12,4
7345,1945,12,5
16573,1945,12,6
7247,1945,12,7
16710,1945,12,8
6664,1945,12,10
16714,1945,12,11
17340,1945,12,12
15486,1945,12,13
6876,1945,12,14
16607,1945,12,15
7006,1945,12,17
16532,1945,12,18
