"ark","titre"
"cb32680641k","
Abeille de Fontainebleau (L')"
"cb45542129b","
Abeille du Gâtinais (L') Supplément littéraire"
"cb32708498f","
Avenir de Seine-et-Marne (L')"
"cb327132021","
Bloc républicain du Gâtinais (Le)"
"cb32750057v","
Courrier briard (Le)"
"cb32755495q","
Démocratie de Seine-et-Marne"
"cb32761722k","
Écho des patronages de Provins (L')"
"cb327640273","
Eclaireur de Seine-et-Marne (L')"
"cb32791429s","
Informateur (L'). Journal républicain régional"
