"ark","titre"
"cb32715912r","
Brest illustré"
"cb32762136v","
Écho du Finistère (L')"
"cb32765900s","
Électeur socialiste de Morlaix (L')"
"cb32773924h","
Feiz ha Breiz ar vugale "
"cb32775599s","
Finistère (Le). Supplément-album"
"cb328361905","
Petit douarneniste (Le). Journal hebdomadaire"
"cb32880803x","
Tribune (La). Journal républicain de Morlaix"
