n,annee,mois,jour
10258,1944,12,19
11287,1944,12,20
11525,1944,12,21
11366,1944,12,22
11914,1944,12,23
12064,1944,12,25
12584,1944,12,26
10791,1944,12,27
10700,1944,12,28
11702,1944,12,29
11591,1944,12,30
11965,1945,1,1
12463,1945,1,2
11474,1945,1,3
11392,1945,1,4
10595,1945,1,5
10861,1945,1,6
10907,1945,1,7
11159,1945,1,9
11628,1945,1,10
11422,1945,1,11
9926,1945,1,12
9782,1945,1,13
11497,1945,1,14
6152,1945,1,16
5937,1945,1,17
5696,1945,1,18
6694,1945,1,19
6310,1945,1,20
5787,1945,1,22
6338,1945,1,23
10663,1945,1,24
10786,1945,1,25
10656,1945,1,26
10615,1945,1,27
12428,1945,1,29
9470,1945,1,30
9528,1945,1,31
10140,1945,2,1
9639,1945,2,2
9762,1945,2,3
13339,1945,2,5
9386,1945,2,6
10321,1945,2,7
10422,1945,2,8
10486,1945,2,9
10429,1945,2,10
11167,1945,2,12
11010,1945,2,13
10580,1945,2,14
10029,1945,2,15
10302,1945,2,16
10437,1945,2,17
12021,1945,2,19
10419,1945,2,20
11147,1945,2,21
10541,1945,2,22
10770,1945,2,23
10423,1945,2,24
11462,1945,2,26
10782,1945,2,27
11096,1945,2,28
10897,1945,3,1
10318,1945,3,2
9816,1945,3,3
24657,1945,3,5
10402,1945,3,6
10918,1945,3,7
9980,1945,3,8
10586,1945,3,9
10251,1945,3,10
12702,1945,3,12
10097,1945,3,13
9801,1945,3,14
10306,1945,3,15
10898,1945,3,16
10439,1945,3,17
12251,1945,3,19
10371,1945,3,20
9604,1945,3,21
9939,1945,3,22
9610,1945,3,23
10558,1945,3,24
11231,1945,3,26
9493,1945,3,27
10241,1945,3,28
10027,1945,3,29
10276,1945,3,30
28137,1945,3,31
13827,1945,4,2
12938,1945,4,3
11638,1945,4,4
9304,1945,4,5
10441,1945,4,6
10632,1945,4,7
11200,1945,4,9
10161,1945,4,10
10865,1945,4,11
10207,1945,4,12
9608,1945,4,13
25786,1945,4,14
10024,1945,4,16
11456,1945,4,17
10275,1945,4,18
10322,1945,4,19
10761,1945,4,20
9810,1945,4,21
11425,1945,4,23
26103,1945,4,24
10429,1945,4,25
9964,1945,4,26
10537,1945,4,27
10201,1945,4,28
12058,1945,4,30
16729,1945,5,2
9637,1945,5,3
24225,1945,5,4
9226,1945,5,5
11549,1945,5,7
9406,1945,5,8
23041,1945,5,9
11697,1945,5,10
11790,1945,5,11
10233,1945,5,12
12223,1945,5,14
18681,1945,5,15
9610,1945,5,16
11276,1945,5,17
10132,1945,5,18
9830,1945,5,19
12183,1945,5,21
11171,1945,5,22
10035,1945,5,23
10418,1945,5,24
10120,1945,5,25
22921,1945,5,26
10026,1945,5,28
10646,1945,5,29
10106,1945,5,30
11006,1945,5,31
10330,1945,6,1
9731,1945,6,2
11550,1945,6,4
25256,1945,6,5
11685,1945,6,6
25055,1945,6,7
10112,1945,6,8
9946,1945,6,9
11938,1945,6,11
10650,1945,6,12
9918,1945,6,13
10074,1945,6,14
9538,1945,6,15
11085,1945,6,16
10710,1945,6,18
25639,1945,6,19
10737,1945,6,20
24189,1945,6,21
9935,1945,6,22
