n,annee
180264,1704
139929,1716
38185,1718
129255,1719
52423,1722
158342,1724
53982,1725
29807,1733
52529,1743
208168,1749
10987,1756
15982,1759
183281,1760
220060,1762
38688,1763
8393,1764
239999,1767
38853,1768
145640,1771
27104,1774
2990,1777
6787,1778
37965,1779
24194,1781
118742,1782
16155,1783
15615,1785
22570,1787
164334,1788
209169,1790
19998,1791
65632,1792
41477,1794
27264,1795
46583,1796
65144,1798
3155,1799
894,1800
105289,1801
13114,1804
8471,1805
166711,1808
17349,1810
91641,1811
96465,1814
183061,1815
38273,1817
58178,1818
2648,1819
165920,1820
86587,1822
99373,1824
56924,1825
125313,1826
151881,1827
6853,1830
24446,1831
53746,1832
54508,1833
54368,1834
290894,1835
154407,1836
23894,1837
266069,1838
297943,1839
167401,1840
227753,1841
116886,1842
475673,1843
221616,1844
72847,1845
1032324,1846
324228,1847
271918,1848
130684,1849
74099,1850
164816,1851
102947,1852
167108,1853
245549,1854
166539,1855
116958,1856
534105,1857
15000,1858
310758,1859
53299,1860
394432,1861
28776,1862
263519,1863
216636,1864
46722,1865
327676,1866
260364,1867
253962,1868
295098,1869
405464,1870
157997,1871
394572,1872
120596,1873
397169,1874
786148,1875
367805,1876
687450,1877
176000,1878
192811,1879
455927,1880
451556,1881
286439,1882
270049,1883
815999,1884
243198,1885
470466,1886
500145,1887
239352,1888
567782,1889
174851,1890
566538,1891
195645,1892
492679,1893
574401,1894
330902,1895
204480,1896
248054,1897
252040,1898
593833,1899
1116838,1900
237622,1901
519442,1902
427158,1903
563888,1904
703887,1905
520147,1906
1014010,1907
1222928,1908
444317,1909
806738,1910
504855,1911
550737,1912
595817,1913
754077,1914
414345,1915
306721,1916
304519,1917
504064,1918
518361,1919
1728921,1920
1239014,1921
1795297,1922
636014,1923
992460,1924
1372688,1925
1259650,1926
1865266,1927
1089297,1928
1418148,1929
1313143,1930
1371827,1931
1751863,1932
1221065,1933
2501836,1934
1602636,1935
2490904,1936
2034460,1937
1539036,1938
1659461,1939
2008061,1940
2684835,1941
2201167,1942
1409988,1943
975943,1944
1660105,1945
2500207,1946
2710383,1947
1828481,1948
3019333,1949
1652693,1950
3661600,1951
2227390,1952
4139875,1953
3737981,1954
3166601,1955
2770233,1956
4756983,1957
3113291,1958
4086058,1959
3918477,1960
4741863,1961
4180848,1962
3771614,1963
5560448,1964
4605950,1965
5066627,1966
5838746,1967
4980740,1968
6196647,1969
4938514,1970
6291454,1971
6065396,1972
6623713,1973
5588001,1974
7076540,1975
7540007,1976
8516054,1977
8439238,1978
8588210,1979
9089894,1980
8609385,1981
10149069,1982
11155468,1983
10856252,1984
10311114,1985
12301049,1986
14110246,1987
16740762,1988
15420098,1989
18041712,1990
17884145,1991
18927955,1992
19371470,1993
21759356,1994
21839138,1995
21543125,1996
24813689,1997
26808301,1998
33906804,1999
35765449,2000
36413149,2001
37882421,2002
38758158,2003
47159627,2004
51899853,2005
57459133,2006
66074704,2007
57222913,2008
63859272,2009
77089617,2010
88134318,2011
104561978,2012
100036013,2013
107874622,2014
94550370,2015
63812879,2016
58101360,2017
63499596,2018
64402238,2019
57994260,2020
62640456,2021
42834784,2022
20726697,2023
11529650,2024
177546,2025
