n,annee,mois,jour
10057,1876,10,15
10857,1876,10,16
10934,1876,10,17
12217,1876,10,18
11653,1876,10,19
11386,1876,10,20
11966,1876,10,21
12395,1876,10,22
11999,1876,10,23
12581,1876,10,24
10215,1876,10,25
12488,1876,10,26
11186,1876,10,27
12127,1876,10,28
11356,1876,10,29
11551,1876,10,30
11360,1876,11,1
10588,1876,11,2
11221,1876,11,3
10738,1876,11,4
11531,1876,11,5
10826,1876,11,6
10105,1876,11,7
11336,1876,11,8
11209,1876,11,9
10226,1876,11,10
9496,1876,11,11
10344,1876,11,12
10852,1876,11,13
11336,1876,11,14
10537,1876,11,15
9717,1876,11,16
9514,1876,11,17
9647,1876,11,18
9292,1876,11,19
9820,1876,11,20
11460,1876,11,21
9186,1876,11,22
9709,1876,11,23
10506,1876,11,24
10553,1876,11,25
14365,1876,11,26
16094,1876,11,27
16271,1876,11,28
16044,1876,11,29
16109,1876,11,30
16143,1876,12,1
16956,1876,12,2
16100,1876,12,3
16682,1876,12,4
16293,1876,12,5
15449,1876,12,6
15526,1876,12,7
15767,1876,12,8
15979,1876,12,9
16357,1876,12,10
15761,1876,12,11
16090,1876,12,12
15253,1876,12,13
14146,1876,12,14
15226,1876,12,15
15121,1876,12,16
15236,1876,12,17
14856,1876,12,18
16139,1876,12,19
16680,1876,12,20
16561,1876,12,21
15899,1876,12,22
16109,1876,12,23
15474,1876,12,24
15844,1876,12,25
16966,1876,12,26
14406,1876,12,28
14600,1876,12,29
14524,1876,12,30
14519,1876,12,31
12852,1877,1,1
16460,1877,1,2
17024,1877,1,3
16363,1877,1,4
16156,1877,1,5
16433,1877,1,6
15861,1877,1,7
15695,1877,1,8
16249,1877,1,9
15412,1877,1,10
14893,1877,1,11
15248,1877,1,12
15655,1877,1,13
15464,1877,1,14
16486,1877,1,15
16003,1877,1,16
15773,1877,1,17
15947,1877,1,18
15205,1877,1,19
16076,1877,1,20
15310,1877,1,21
15991,1877,1,22
16535,1877,1,23
16019,1877,1,24
16086,1877,1,25
15651,1877,1,26
15471,1877,1,27
14181,1877,1,28
16220,1877,1,29
16824,1877,1,30
15143,1877,1,31
15392,1877,2,1
15778,1877,2,2
15225,1877,2,3
15409,1877,2,4
14637,1877,2,5
16863,1877,2,6
15601,1877,2,7
14822,1877,2,8
15259,1877,2,9
15214,1877,2,10
15484,1877,2,11
15800,1877,2,12
15941,1877,2,13
15266,1877,2,14
14610,1877,2,15
14515,1877,2,16
15337,1877,2,17
15103,1877,2,18
15392,1877,2,19
16548,1877,2,20
14625,1877,2,21
16213,1877,2,22
17752,1877,2,23
16881,1877,2,24
16878,1877,2,25
17032,1877,2,26
15845,1877,2,27
16010,1877,2,28
16897,1877,3,1
16055,1877,3,2
15803,1877,3,3
16426,1877,3,4
15427,1877,3,5
17133,1877,3,6
16574,1877,3,7
15842,1877,3,8
15495,1877,3,9
16830,1877,3,10
18008,1877,3,11
16814,1877,3,12
17284,1877,3,13
16238,1877,3,14
16080,1877,3,15
17374,1877,3,16
18642,1877,3,17
17085,1877,3,18
15994,1877,3,19
16141,1877,3,20
16185,1877,3,21
16224,1877,3,22
16499,1877,3,23
17324,1877,3,24
16805,1877,3,25
17229,1877,3,26
17397,1877,3,27
16722,1877,3,28
17136,1877,3,29
16269,1877,3,30
16097,1877,3,31
17218,1877,4,1
16984,1877,4,2
16528,1877,4,3
16479,1877,4,4
16418,1877,4,5
15629,1877,4,6
16133,1877,4,7
16646,1877,4,8
15782,1877,4,9
16969,1877,4,10
16267,1877,4,11
15345,1877,4,12
16732,1877,4,13
16136,1877,4,14
15992,1877,4,15
15569,1877,4,16
15696,1877,4,17
16297,1877,4,18
17185,1877,4,19
16827,1877,4,20
14835,1877,4,21
15479,1877,4,22
16807,1877,4,23
16115,1877,4,24
15924,1877,4,25
17164,1877,4,26
17047,1877,4,27
16401,1877,4,28
15321,1877,4,29
16060,1877,4,30
16797,1877,5,1
15791,1877,5,2
16993,1877,5,3
16164,1877,5,4
15934,1877,5,5
17014,1877,5,6
14311,1877,5,7
17830,1877,5,8
16774,1877,5,9
15511,1877,5,10
16431,1877,5,11
17160,1877,5,12
16421,1877,5,13
16366,1877,5,14
17142,1877,5,15
17522,1877,5,16
15905,1877,5,17
15629,1877,5,18
16204,1877,5,19
12972,1877,5,20
15558,1877,5,21
16670,1877,5,22
16011,1877,5,23
16111,1877,5,24
15348,1877,5,25
16196,1877,5,26
12892,1877,5,27
12401,1877,5,28
16897,1877,5,29
15699,1877,5,30
16328,1877,5,31
15208,1877,6,1
15349,1877,6,2
14774,1877,6,3
14817,1877,6,4
15836,1877,6,5
14756,1877,6,6
16315,1877,6,7
14926,1877,6,8
15837,1877,6,9
14028,1877,6,10
15590,1877,6,11
16469,1877,6,12
15134,1877,6,13
15796,1877,6,14
13856,1877,6,15
16684,1877,6,16
15712,1877,6,17
16694,1877,6,18
16032,1877,6,19
16512,1877,6,20
16066,1877,6,21
16714,1877,6,22
18638,1877,6,23
17627,1877,6,24
16382,1877,6,25
16967,1877,6,26
17410,1877,6,27
16905,1877,6,28
15895,1877,6,29
16768,1877,6,30
14695,1877,7,1
16391,1877,7,2
16792,1877,7,3
17643,1877,7,4
16949,1877,7,5
15627,1877,7,6
16554,1877,7,7
16836,1877,7,8
15616,1877,7,9
17338,1877,7,10
14156,1877,7,11
16800,1877,7,12
15110,1877,7,13
16920,1877,7,14
16735,1877,7,15
15100,1877,7,16
16922,1877,7,17
15752,1877,7,18
16679,1877,7,19
14747,1877,7,20
17036,1877,7,21
15577,1877,7,22
15214,1877,7,23
17149,1877,7,24
19144,1877,7,25
18100,1877,7,26
17857,1877,7,27
16762,1877,7,28
16415,1877,7,29
15477,1877,7,30
16909,1877,7,31
15295,1877,8,1
12674,1877,8,2
15828,1877,8,3
16015,1877,8,4
16193,1877,8,5
17409,1877,8,6
17150,1877,8,7
16389,1877,8,8
16548,1877,8,9
15870,1877,8,10
16901,1877,8,11
16651,1877,8,12
16379,1877,8,13
17049,1877,8,14
15970,1877,8,15
16589,1877,8,16
16806,1877,8,17
16370,1877,8,18
18136,1877,8,19
16549,1877,8,20
17727,1877,8,21
15642,1877,8,22
15971,1877,8,23
16758,1877,8,24
15650,1877,8,25
15512,1877,8,26
15179,1877,8,27
15983,1877,8,28
15239,1877,8,29
15141,1877,8,30
14745,1877,8,31
15676,1877,9,1
15646,1877,9,2
14335,1877,9,3
16591,1877,9,4
15169,1877,9,5
16067,1877,9,6
16598,1877,9,7
16455,1877,9,8
15816,1877,9,9
15686,1877,9,10
17122,1877,9,11
15670,1877,9,12
16239,1877,9,13
15801,1877,9,14
16287,1877,9,15
16058,1877,9,16
16439,1877,9,17
16051,1877,9,18
15293,1877,9,19
15552,1877,9,20
14973,1877,9,21
15145,1877,9,22
15778,1877,9,23
14287,1877,9,24
17554,1877,9,25
17754,1877,9,26
14432,1877,9,27
14547,1877,9,28
15527,1877,9,29
15898,1877,9,30
14628,1877,10,1
16595,1877,10,2
14660,1877,10,3
15061,1877,10,4
13961,1877,10,5
15415,1877,10,6
15143,1877,10,7
14157,1877,10,8
16006,1877,10,9
14979,1877,10,10
14763,1877,10,11
14263,1877,10,12
14262,1877,10,13
14899,1877,10,14
14724,1877,10,15
13927,1877,10,16
11076,1877,10,17
15372,1877,10,18
15176,1877,10,19
15132,1877,10,20
14227,1877,10,21
14501,1877,10,22
15907,1877,10,23
14993,1877,10,24
14620,1877,10,25
15738,1877,10,26
16327,1877,10,27
15085,1877,10,28
15639,1877,10,29
16175,1877,10,30
14965,1877,10,31
15345,1877,11,1
16249,1877,11,2
16349,1877,11,3
11531,1877,11,4
15791,1877,11,5
15352,1877,11,6
14995,1877,11,7
14571,1877,11,8
15078,1877,11,9
16241,1877,11,10
14992,1877,11,11
15660,1877,11,12
15906,1877,11,13
15804,1877,11,14
16549,1877,11,15
15244,1877,11,16
16574,1877,11,17
15169,1877,11,18
14197,1877,11,19
15154,1877,11,20
13800,1877,11,21
14230,1877,11,22
15074,1877,11,23
15620,1877,11,24
15070,1877,11,25
14347,1877,11,26
15545,1877,11,27
16278,1877,11,28
14726,1877,11,29
14900,1877,11,30
14464,1877,12,1
14511,1877,12,2
15605,1877,12,3
15653,1877,12,4
13472,1877,12,5
14940,1877,12,6
14078,1877,12,7
14994,1877,12,8
12600,1877,12,9
13833,1877,12,10
15038,1877,12,11
14524,1877,12,12
14409,1877,12,13
14171,1877,12,14
13994,1877,12,15
14409,1877,12,16
14389,1877,12,17
15122,1877,12,18
13162,1877,12,19
14897,1877,12,20
13842,1877,12,21
14795,1877,12,22
12906,1877,12,23
14963,1877,12,24
16294,1877,12,25
13069,1877,12,26
15000,1877,12,27
14927,1877,12,28
14205,1877,12,29
13604,1877,12,30
15301,1877,12,31
15560,1878,1,1
13910,1878,1,2
15077,1878,1,3
14553,1878,1,4
14507,1878,1,5
14355,1878,1,6
14062,1878,1,7
12362,1878,1,8
14688,1878,1,9
13785,1878,1,10
14735,1878,1,11
14972,1878,1,12
14100,1878,1,13
13676,1878,1,14
15514,1878,1,15
14514,1878,1,16
13613,1878,1,17
15546,1878,1,18
13560,1878,1,19
14534,1878,1,20
13814,1878,1,21
14970,1878,1,22
14382,1878,1,23
14128,1878,1,24
14173,1878,1,25
14563,1878,1,26
14504,1878,1,27
15119,1878,1,28
15109,1878,1,29
14998,1878,1,30
15231,1878,1,31
15046,1878,2,1
13886,1878,2,2
13311,1878,2,3
13007,1878,2,4
15337,1878,2,5
14232,1878,2,6
13766,1878,2,7
13772,1878,2,8
14174,1878,2,9
13351,1878,2,10
13651,1878,2,11
15437,1878,2,12
15155,1878,2,13
14007,1878,2,14
13789,1878,2,15
14555,1878,2,16
13263,1878,2,17
14179,1878,2,18
15163,1878,2,19
14170,1878,2,20
14351,1878,2,21
13412,1878,2,22
14692,1878,2,23
13693,1878,2,24
14794,1878,2,25
15391,1878,2,26
14317,1878,2,27
14478,1878,2,28
14714,1878,3,1
11380,1878,3,2
15314,1878,3,3
14873,1878,3,4
16174,1878,3,5
13975,1878,3,6
13967,1878,3,7
13132,1878,3,8
13928,1878,3,9
10172,1878,4,1
10934,1878,4,2
10157,1878,4,3
11077,1878,4,4
10468,1878,4,5
10877,1878,4,6
9531,1878,4,7
9681,1878,4,8
10881,1878,4,9
10977,1878,4,10
11893,1878,4,11
11706,1878,4,12
10808,1878,4,13
11140,1878,4,14
11037,1878,4,15
11381,1878,4,16
10219,1878,4,17
10938,1878,4,18
8659,1878,4,19
9248,1878,4,20
11176,1878,4,21
11161,1878,4,22
11802,1878,4,23
11578,1878,4,24
11533,1878,4,25
11097,1878,4,26
11294,1878,4,27
10771,1878,4,28
11031,1878,4,29
10635,1878,4,30
4147,1878,5,1
10355,1878,5,2
9925,1878,5,3
11020,1878,5,4
9756,1878,5,5
10582,1878,5,6
10399,1878,5,7
10665,1878,5,8
11273,1878,5,9
11087,1878,5,10
12117,1878,5,11
10008,1878,5,12
10273,1878,5,13
10010,1878,5,14
11000,1878,5,15
10695,1878,5,16
10729,1878,5,17
9669,1878,5,18
11067,1878,5,19
11073,1878,5,20
11601,1878,5,21
10914,1878,5,22
11581,1878,5,23
10786,1878,5,24
10868,1878,5,25
11062,1878,5,26
11121,1878,5,27
11532,1878,5,28
11337,1878,5,29
10599,1878,5,30
10605,1878,5,31
10374,1878,6,1
10541,1878,6,2
10392,1878,6,3
10869,1878,6,4
10554,1878,6,5
10338,1878,6,6
10107,1878,6,7
10955,1878,6,8
8873,1878,6,9
8590,1878,6,10
9840,1878,6,11
10525,1878,6,12
10380,1878,6,13
10597,1878,6,14
10274,1878,6,15
10078,1878,6,16
10044,1878,6,17
9126,1878,6,18
10821,1878,6,19
10859,1878,6,20
7849,1878,6,21
10972,1878,6,22
10268,1878,6,23
10120,1878,6,24
11080,1878,6,25
11030,1878,6,26
10869,1878,6,27
10826,1878,6,28
10957,1878,6,29
11130,1878,6,30
11598,1878,7,1
11818,1878,7,2
10869,1878,7,3
11211,1878,7,4
10697,1878,7,5
10963,1878,7,6
10504,1878,7,7
10625,1878,7,8
11422,1878,7,9
10845,1878,7,10
11313,1878,7,11
10218,1878,7,12
10774,1878,7,13
11094,1878,7,14
10677,1878,7,15
11598,1878,7,16
11284,1878,7,17
11084,1878,7,18
10575,1878,7,19
11253,1878,7,20
10837,1878,7,21
10611,1878,7,22
10467,1878,7,23
10648,1878,7,24
10805,1878,7,26
9208,1878,7,27
11404,1878,7,28
10743,1878,7,29
11377,1878,7,30
11687,1878,7,31
10438,1878,8,1
10434,1878,8,2
10804,1878,8,3
10845,1878,8,4
10695,1878,8,5
11058,1878,8,6
10559,1878,8,7
10590,1878,8,8
11383,1878,8,9
11181,1878,8,10
10803,1878,8,11
10494,1878,8,12
10853,1878,8,13
10688,1878,8,14
9912,1878,8,15
10497,1878,8,16
10703,1878,8,17
9593,1878,8,18
10463,1878,8,19
10468,1878,8,20
10472,1878,8,21
9862,1878,8,22
10302,1878,8,23
9973,1878,8,24
9588,1878,8,25
9812,1878,8,26
9758,1878,8,27
11224,1878,8,28
11196,1878,8,29
10997,1878,8,30
10931,1878,8,31
11080,1878,9,1
10823,1878,9,2
11130,1878,9,3
10730,1878,9,4
10796,1878,9,5
10492,1878,9,6
10892,1878,9,7
10475,1878,9,8
10302,1878,9,9
11208,1878,9,10
10414,1878,9,11
11343,1878,9,12
10701,1878,9,13
10769,1878,9,14
10898,1878,9,15
9708,1878,9,16
11340,1878,9,17
10802,1878,9,18
10371,1878,9,19
10527,1878,9,20
11055,1878,9,21
10267,1878,9,22
10788,1878,9,23
11459,1878,9,24
10962,1878,9,25
10546,1878,9,26
10757,1878,9,27
10776,1878,9,28
10769,1878,9,29
11288,1878,9,30
10618,1878,10,1
10133,1878,10,2
10447,1878,10,3
10115,1878,10,4
10774,1878,10,5
9824,1878,10,6
9365,1878,10,7
10715,1878,10,8
10393,1878,10,9
11013,1878,10,10
11112,1878,10,11
10592,1878,10,12
10498,1878,10,13
10612,1878,10,14
9884,1878,10,15
11460,1878,10,16
10741,1878,10,17
10338,1878,10,18
10177,1878,10,19
10279,1878,10,20
9688,1878,10,21
10982,1878,10,22
10045,1878,10,23
10703,1878,10,24
11000,1878,10,25
10011,1878,10,26
10524,1878,10,27
10205,1878,10,28
11489,1878,10,29
9582,1878,10,30
10827,1878,10,31
10989,1878,11,1
10369,1878,11,2
11038,1878,11,3
10228,1878,11,4
11084,1878,11,5
10662,1878,11,6
10516,1878,11,7
10281,1878,11,8
9894,1878,11,9
11029,1878,11,10
10320,1878,11,11
11032,1878,11,12
10287,1878,11,13
10667,1878,11,14
10173,1878,11,15
9393,1878,11,16
9878,1878,11,17
11041,1878,11,18
10126,1878,11,19
10736,1878,11,20
10686,1878,11,21
10247,1878,11,22
10270,1878,11,23
10454,1878,11,24
10109,1878,11,25
11251,1878,11,26
10042,1878,11,27
11080,1878,11,28
10635,1878,11,29
9323,1878,11,30
10258,1878,12,1
9255,1878,12,2
11311,1878,12,3
10871,1878,12,4
10714,1878,12,5
10591,1878,12,6
10329,1878,12,7
10153,1878,12,8
9907,1878,12,9
11196,1878,12,10
10660,1878,12,11
10821,1878,12,12
10502,1878,12,13
10332,1878,12,14
8527,1878,12,15
9798,1878,12,16
10461,1878,12,17
10088,1878,12,18
8799,1878,12,19
9732,1878,12,20
9987,1878,12,21
10988,1878,12,22
9151,1878,12,23
11295,1878,12,24
10616,1878,12,25
10112,1878,12,26
10966,1878,12,27
10827,1878,12,28
10902,1878,12,29
10204,1878,12,30
10050,1878,12,31
10791,1879,1,1
11116,1879,1,2
10959,1879,1,3
11133,1879,1,4
11312,1879,1,5
10994,1879,1,6
7738,1879,1,7
10854,1879,1,8
9552,1879,1,9
10915,1879,1,10
10606,1879,1,11
11146,1879,1,12
9985,1879,1,13
10777,1879,1,14
10414,1879,1,15
10263,1879,1,16
10225,1879,1,17
10250,1879,1,18
10588,1879,1,19
10500,1879,1,20
10872,1879,1,21
8884,1879,1,22
10221,1879,1,23
9846,1879,1,24
10422,1879,1,25
10957,1879,1,26
10147,1879,1,27
8830,1879,1,28
7866,1879,1,29
12885,1879,1,30
11211,1879,1,31
11912,1879,2,1
7425,1879,2,2
9089,1879,2,3
9042,1879,2,4
