"date","base"
"1818",2
"1819",0
"1820",0
"1821",0
"1822",0
"1823",0
"1824",0
"1825",0
"1826",0
"1827",1
"1828",2
"1829",0
"1830",0
"1831",0
"1832",0
"1833",0
"1834",1
"1835",46
"1836",50
"1837",45
"1838",46
"1839",48
"1840",58
"1841",44
"1842",1
"1843",1
"1844",1
"1845",0
"1846",0
"1847",0
"1848",0
"1849",125
"1850",288
"1851",239
"1852",0
"1853",0
"1854",2
"1855",2
"1856",6
"1857",37
"1858",3
"1859",2
"1860",1
"1861",1
"1862",2
"1863",1
"1864",2
"1865",2
"1866",35
"1867",59
"1868",169
"1869",177
"1870",175
"1871",169
"1872",221
"1873",236
"1874",226
"1875",225
"1876",230
"1877",585
"1878",437
"1879",375
"1880",406
"1881",398
"1882",714
"1883",715
"1884",744
"1885",459
"1886",442
"1887",492
"1888",450
"1889",461
"1890",458
"1891",492
"1892",547
"1893",559
"1894",577
"1895",594
"1896",518
"1897",450
"1898",458
"1899",514
"1900",493
"1901",427
"1902",407
"1903",392
"1904",349
"1905",253
"1906",330
"1907",336
"1908",341
"1909",345
"1910",342
"1911",339
"1912",180
"1913",335
"1914",333
"1915",321
"1916",320
"1917",317
"1918",316
"1919",318
"1920",323
"1921",317
"1922",317
"1923",317
"1924",316
"1925",316
"1926",317
"1927",323
"1928",360
"1929",359
"1930",362
"1931",361
"1932",362
"1933",361
"1934",361
"1935",343
"1936",317
"1937",321
"1938",318
"1939",322
"1940",307
"1941",233
"1942",301
"1943",322
"1944",202
"1945",17
"1946",12
"1947",10
"1948",6
"1949",4
"1950",3
"1951",2
"1952",2
"1953",0
"1954",0
"1955",0
"1956",0
"1957",0
"1958",0
"1959",0
"1960",0
"1961",0
"1962",0
"1963",0
"1964",0
"1965",0
"1966",0
"1967",0
"1968",0
"1969",0
"1970",0
"1971",0
"1972",0
"1973",0
"1974",0
"1975",0
"1976",0
"1977",0
"1978",0
"1979",0
"1980",0
"1981",0
"1982",0
"1983",0
"1984",0
"1985",0
"1986",0
"1987",0
"1988",0
"1989",0
"1990",0
"1991",0
"1992",0
"1993",0
"1994",0
"1995",0
"1996",0
"1997",0
"1998",0
"1999",0
"2000",0
"2001",0
"2002",0
"2003",0
"2004",0
"2005",0
"2006",0
"2007",0
"2008",0
"2009",0
"2010",0
"2011",0
"2012",0
"2013",0
"2014",0
"2015",0
"2016",0
"2017",0
"2018",0
"2019",0
"2020",0
"2021",0
