n,annee
277,1915
431,1916
3596,1919
739,1921
302,1924
129,1925
217,1926
1941,1928
1488,1929
6293,1930
10387,1931
17240,1932
8354,1933
21157,1934
18459,1935
51847,1936
40281,1937
52750,1938
21732,1939
9017,1940
21261,1941
37183,1942
35307,1943
18581,1944
42516,1945
26586,1946
39011,1947
19403,1948
24514,1949
33478,1950
61382,1951
55375,1952
53854,1953
30045,1954
62765,1955
63393,1956
53372,1957
87076,1958
59025,1959
41973,1960
50974,1961
74627,1962
89204,1963
79995,1964
66229,1965
42718,1966
71666,1967
45139,1968
56059,1969
64664,1970
60494,1971
72147,1972
61435,1973
66558,1974
66712,1975
85332,1976
62798,1977
72056,1978
66635,1979
61224,1980
94823,1981
62361,1982
81454,1983
72050,1984
59600,1985
67165,1986
45723,1987
55515,1988
37847,1989
59990,1990
54668,1991
52816,1992
51475,1993
55263,1994
53402,1995
52519,1996
63715,1997
84008,1998
73955,1999
65801,2000
101079,2001
92818,2002
140534,2003
160979,2004
164390,2005
173691,2006
147559,2007
208348,2008
198891,2009
174415,2010
206468,2011
224354,2012
279445,2013
241089,2014
209531,2015
250854,2016
187706,2017
200927,2018
205177,2019
96133,2020
