n,annee
28955,1716
103574,1719
95953,1722
58706,1748
389452,1749
26863,1755
124423,1764
36482,1772
28163,1773
39572,1774
58483,1776
31119,1780
47386,1781
31104,1784
158688,1785
52963,1786
98516,1788
176009,1790
77313,1791
97738,1795
97162,1796
179816,1797
342020,1798
40850,1799
336940,1800
64385,1802
23897,1803
47031,1804
194005,1807
225739,1808
270164,1809
201699,1810
39168,1811
427264,1812
28412,1813
64081,1816
81596,1817
77213,1818
370938,1819
46375,1820
24304,1821
223488,1826
114146,1827
22624,1828
44845,1829
174034,1830
5280,1831
154766,1832
255732,1833
80175,1834
200856,1835
314573,1836
484572,1837
680041,1838
364531,1839
57649,1840
223036,1841
468393,1842
483097,1843
196398,1844
21398,1845
323583,1846
373150,1847
309083,1848
159358,1849
208126,1851
409159,1853
171117,1854
21964,1855
319459,1856
349847,1857
1290320,1859
548367,1860
48972,1861
244039,1862
83066,1863
343240,1864
302453,1865
23950,1866
185671,1867
85613,1869
55519,1870
232262,1871
286129,1873
407952,1874
80609,1875
373091,1876
110367,1877
144952,1878
117021,1879
1104051,1880
126775,1881
81176,1882
348061,1883
350906,1884
229140,1885
370894,1886
434259,1887
182086,1888
617099,1889
519019,1890
205537,1891
747211,1892
663720,1893
600810,1894
341777,1895
418127,1896
607601,1897
218367,1898
360096,1899
362839,1900
187769,1901
208819,1902
595998,1903
579963,1904
552194,1905
433187,1906
191720,1907
410327,1908
389726,1909
257348,1910
463517,1911
945114,1912
404033,1913
903712,1914
616051,1915
65670,1916
502560,1917
668870,1918
482223,1919
507201,1920
664767,1921
1348006,1922
1649794,1923
1138669,1924
1734727,1925
1147257,1926
1405823,1927
917866,1928
1445592,1929
1892910,1930
2448693,1931
2170008,1932
1451869,1933
2332720,1934
2150094,1935
2433486,1936
2269600,1937
2697364,1938
1391194,1939
1943561,1940
1378705,1941
713065,1942
964745,1943
313623,1944
1164767,1945
2009033,1946
1756060,1947
1645116,1948
2789908,1949
3046108,1950
2316749,1951
2246898,1952
2128337,1953
1706663,1954
3728847,1955
2629670,1956
2260702,1957
2819836,1958
2975160,1959
2934949,1960
3064267,1961
4418843,1962
3359715,1963
1995067,1964
3832562,1965
3975556,1966
4215324,1967
4213018,1968
4156871,1969
4693387,1970
4915140,1971
5137998,1972
5214115,1973
4891973,1974
7144629,1975
7583371,1976
8894635,1977
10089414,1978
10010672,1979
11224170,1980
11654699,1981
12258285,1982
12022814,1983
15402072,1984
15531582,1985
12925046,1986
17671119,1987
17920237,1988
19219317,1989
23882326,1990
22313199,1991
28043819,1992
26449779,1993
29463560,1994
29534054,1995
39255575,1996
34905393,1997
37567903,1998
41648832,1999
47713044,2000
50947815,2001
54218261,2002
55265017,2003
62787032,2004
66421926,2005
74179554,2006
92636577,2007
98010243,2008
123943558,2009
133978382,2010
170783120,2011
197402155,2012
230568663,2013
234503902,2014
182652509,2015
85650088,2016
68651596,2017
59094502,2018
62878262,2019
53309760,2020
50349239,2021
41793976,2022
23014131,2023
10981314,2024
134815,2025
