n,annee,mois,jour
1579,1777,1,1
1264,1777,1,2
1251,1777,1,3
1381,1777,1,4
1901,1777,1,5
1847,1777,1,6
1616,1777,1,7
1786,1777,1,8
1594,1777,1,9
1431,1777,1,10
1577,1777,1,11
1627,1777,1,12
1459,1777,1,13
1827,1777,1,14
1711,1777,1,15
1733,1777,1,16
1887,1777,1,17
1709,1777,1,18
1628,1777,1,19
1831,1777,1,20
1614,1777,1,21
2020,1777,1,22
161,1777,1,25
1154,1777,1,29
1249,1777,1,30
1392,1777,1,31
1321,1777,2,1
1369,1777,2,2
1664,1777,2,3
1596,1777,2,4
1638,1777,2,5
1427,1777,2,6
1485,1777,2,7
1626,1777,2,8
1650,1777,2,9
2083,1777,2,10
1384,1777,2,11
1782,1777,2,12
1714,1777,2,13
1703,1777,2,14
1800,1777,2,15
1386,1777,2,16
1841,1777,2,17
1740,1777,2,18
1859,1777,2,19
1470,1777,2,20
1554,1777,2,21
1707,1777,2,22
1594,1777,2,23
1981,1777,2,24
2194,1777,2,25
1533,1777,2,26
1475,1777,2,27
1608,1777,2,28
1759,1777,3,1
1646,1777,3,2
2045,1777,3,3
1647,1777,3,4
1688,1777,3,5
1509,1777,3,6
1913,1777,3,7
1718,1777,3,8
1628,1777,3,9
2038,1777,3,10
1735,1777,3,11
1730,1777,3,12
1833,1777,3,13
1665,1777,3,14
1792,1777,3,15
1396,1777,3,16
2306,1777,3,17
1964,1777,3,18
1649,1777,3,19
1481,1777,3,20
1818,1777,3,21
1569,1777,3,22
1735,1777,3,23
1994,1777,3,24
1688,1777,3,25
1670,1777,3,26
1860,1777,3,27
1840,1777,3,28
2379,1777,3,29
1720,1777,3,30
2187,1777,3,31
1925,1777,4,1
2118,1777,4,2
1867,1777,4,3
1896,1777,4,4
1888,1777,4,5
1744,1777,4,6
2182,1777,4,7
1817,1777,4,8
1816,1777,4,9
2600,1777,4,10
2378,1777,4,11
4087,1777,4,12
1540,1777,4,13
2260,1777,4,14
1607,1777,4,15
1868,1777,4,16
1888,1777,4,17
1962,1777,4,18
1944,1777,4,19
1627,1777,4,20
2070,1777,4,21
1974,1777,4,22
1682,1777,4,23
1614,1777,4,24
1734,1777,4,25
1838,1777,4,26
1729,1777,4,27
1860,1777,4,28
1887,1777,4,29
1945,1777,4,30
1824,1777,5,1
2188,1777,5,2
1817,1777,5,3
1792,1777,5,4
1950,1777,5,5
1892,1777,5,6
2250,1777,5,7
1821,1777,5,8
2049,1777,5,9
1776,1777,5,10
1828,1777,5,11
1987,1777,5,12
1922,1777,5,13
1859,1777,5,14
1624,1777,5,15
1810,1777,5,16
1742,1777,5,17
1672,1777,5,18
2335,1777,5,19
2004,1777,5,20
2012,1777,5,21
1912,1777,5,22
1951,1777,5,23
1784,1777,5,24
1966,1777,5,25
1920,1777,5,26
1635,1777,5,27
1858,1777,5,28
1520,1777,5,29
2002,1777,5,30
1760,1777,5,31
1977,1777,6,1
2117,1777,6,2
1891,1777,6,3
1698,1777,6,4
1904,1777,6,5
1979,1777,6,6
1833,1777,6,7
1782,1777,6,8
1991,1777,6,9
2219,1777,6,10
1863,1777,6,11
1967,1777,6,12
1912,1777,6,13
1899,1777,6,14
1843,1777,6,15
3120,1777,6,16
1947,1777,6,18
1891,1777,6,19
2007,1777,6,20
2128,1777,6,21
1974,1777,6,22
2214,1777,6,23
1887,1777,6,24
1870,1777,6,25
1763,1777,6,26
1788,1777,6,27
1847,1777,6,28
1722,1777,6,29
1987,1777,6,30
1694,1777,7,1
2059,1777,7,2
1332,1777,7,3
1010,1777,7,4
2255,1777,7,5
1392,1777,7,6
1636,1777,7,7
2039,1777,7,8
1189,1777,7,9
1386,1777,7,10
3790,1777,7,11
1183,1777,7,12
1710,1777,7,13
1805,1777,7,14
1849,1777,7,15
1615,1777,7,16
1277,1777,7,17
1922,1777,7,18
1653,1777,7,19
2021,1777,7,20
2237,1777,7,21
1836,1777,7,22
1945,1777,7,23
2026,1777,7,24
2111,1777,7,25
2146,1777,7,26
1949,1777,7,27
2097,1777,7,28
1399,1777,7,29
1724,1777,7,30
1928,1777,7,31
1829,1777,8,1
1909,1777,8,2
1927,1777,8,3
2056,1777,8,4
2133,1777,8,5
1879,1777,8,6
1567,1777,8,7
1908,1777,8,8
1947,1777,8,9
1813,1777,8,10
1669,1777,8,11
2026,1777,8,12
1831,1777,8,13
2109,1777,8,14
1710,1777,8,15
1948,1777,8,16
2129,1777,8,17
1872,1777,8,18
1699,1777,8,19
1853,1777,8,20
1996,1777,8,21
1977,1777,8,22
1944,1777,8,23
1973,1777,8,24
1894,1777,8,25
2093,1777,8,26
2067,1777,8,27
1862,1777,8,28
1973,1777,8,29
1841,1777,8,30
1731,1777,8,31
2021,1777,9,1
1800,1777,9,2
1367,1777,9,3
1918,1777,9,4
1716,1777,9,5
1956,1777,9,6
1798,1777,9,7
1940,1777,9,8
1893,1777,9,9
2044,1777,9,10
2008,1777,9,11
2100,1777,9,12
1889,1777,9,13
1703,1777,9,14
1984,1777,9,15
2060,1777,9,16
2119,1777,9,17
2130,1777,9,18
2030,1777,9,19
1973,1777,9,20
1821,1777,9,21
2154,1777,9,22
2050,1777,9,23
2025,1777,9,24
1984,1777,9,25
1930,1777,9,26
1988,1777,9,27
1788,1777,9,28
1957,1777,9,29
2116,1777,9,30
2121,1777,10,1
2026,1777,10,2
2291,1777,10,3
1828,1777,10,4
2053,1777,10,5
2185,1777,10,6
1928,1777,10,7
2030,1777,10,8
2082,1777,10,9
1694,1777,10,10
2048,1777,10,11
1930,1777,10,12
2125,1777,10,13
1899,1777,10,14
2121,1777,10,15
2022,1777,10,16
1922,1777,10,17
1996,1777,10,18
1760,1777,10,19
1318,1777,10,20
1769,1777,10,21
1984,1777,10,22
3439,1777,10,23
3619,1777,10,24
3430,1777,10,25
3307,1777,10,26
1701,1777,10,27
3536,1777,10,28
3470,1777,10,29
2138,1777,10,30
2060,1777,10,31
1923,1777,11,1
1505,1777,11,2
2284,1777,11,3
1580,1777,11,4
2041,1777,11,5
1889,1777,11,6
2070,1777,11,7
1895,1777,11,8
3178,1777,11,9
3644,1777,11,10
2235,1777,11,11
1968,1777,11,12
1906,1777,11,13
2005,1777,11,14
1907,1777,11,15
2039,1777,11,16
1840,1777,11,17
1917,1777,11,18
2011,1777,11,19
2175,1777,11,20
1871,1777,11,21
1885,1777,11,22
1482,1777,11,23
1890,1777,11,24
1984,1777,11,25
2021,1777,11,26
1816,1777,11,27
1931,1777,11,28
