n,annee
7374,1798
130270,1799
3434,1800
9913,1801
192002,1802
99351,1803
13290,1804
323412,1805
271207,1806
37144,1807
9124,1808
53288,1809
183182,1810
12818,1811
7974,1812
36687,1813
46425,1814
22547,1815
64561,1816
55027,1817
171976,1818
350106,1819
83300,1820
45873,1821
36585,1822
308036,1823
782276,1824
944960,1825
1558946,1826
1750524,1827
1545629,1828
608631,1829
1279896,1830
2560918,1831
1486140,1832
994501,1833
1068918,1834
1355875,1835
1565508,1836
3216539,1837
2104564,1838
1870891,1839
1917939,1840
5828287,1841
3873983,1842
7553303,1843
11977345,1844
19966541,1845
11921001,1846
4864728,1847
6624868,1848
8109162,1849
11676302,1850
19404677,1851
10019140,1852
7990364,1853
22599065,1854
17274992,1855
28340267,1856
22830276,1857
32614174,1858
26643303,1859
24137701,1860
32367492,1861
34250055,1862
29364936,1863
18614033,1864
19988177,1865
27055188,1866
32216894,1867
30856920,1868
35927033,1869
36959549,1870
30894949,1871
36507838,1872
45764318,1873
42961282,1874
48077774,1875
58160599,1876
48178658,1877
57671175,1878
57089507,1879
44342556,1880
44331198,1881
51210756,1882
62937617,1883
49289043,1884
52373055,1885
64394470,1886
73193113,1887
84240229,1888
83825684,1889
84773556,1890
95803305,1891
77884934,1892
96134773,1893
117474272,1894
132103366,1895
184716869,1896
186151976,1897
190765311,1898
174067726,1899
157817705,1900
220130905,1901
203375278,1902
184622139,1903
179947079,1904
229861428,1905
239919689,1906
242427280,1907
260267394,1908
271050587,1909
232745599,1910
205365409,1911
235793703,1912
233115867,1913
251142012,1914
244391868,1915
235160673,1916
231216650,1917
260845163,1918
264162349,1919
273427164,1920
328311635,1921
344786630,1922
116659834,1923
115182090,1924
86261476,1925
80974630,1926
66033169,1927
64466260,1928
51903688,1929
62377024,1930
62847935,1931
91981972,1932
91332978,1933
92358733,1934
87953788,1935
88691134,1936
89020393,1937
87894908,1938
75277427,1939
67489615,1940
85442414,1941
72912843,1942
65277578,1943
64274455,1944
85164592,1945
77376299,1946
68626669,1947
65723393,1948
61405484,1949
58574408,1950
59374808,1951
57612802,1952
53764517,1953
38330224,1954
38999070,1955
12097425,1956
11937640,1957
12170807,1958
16047173,1959
43057264,1960
42585193,1961
33012543,1962
28166386,1963
