annee,mois,jour,total_n
2000,5,7,29382
2000,5,8,45129
2000,5,9,33399
2000,5,10,42915
2000,5,11,47143
2000,5,12,47989
2000,5,14,49798
2000,5,15,43232
2000,5,16,43115
2000,5,17,45923
2000,5,18,52026
2000,5,19,45256
2000,5,21,50982
2000,5,22,40532
2000,5,23,39634
2000,5,24,49340
2000,5,25,39441
2000,5,26,46120
2000,5,28,44813
2000,5,29,37679
2000,5,30,42731
2000,5,31,45522
2000,6,1,48428
2000,6,2,43601
2000,6,4,40212
2000,6,5,36890
2000,6,6,38606
2000,6,8,47547
2000,6,9,41874
2000,6,10,46642
2000,6,12,35398
2000,6,13,42426
2000,6,14,40407
2000,6,15,50977
2000,6,16,43733
2000,6,18,46395
2000,6,19,38885
2000,6,20,41634
2000,6,21,46639
2000,6,22,44320
2000,6,23,42143
2000,6,25,48123
2000,6,26,50850
2000,6,27,44674
2000,6,28,51246
2000,6,29,35202
2000,6,30,6578
2000,7,1,43241
2000,7,3,44463
2000,7,4,38861
2000,7,5,42556
2000,7,6,49763
2000,7,7,50065
2000,7,8,43327
2000,7,10,48029
2000,7,11,42765
2000,7,12,42238
2000,7,13,44581
2000,7,14,32743
2000,7,15,39850
2000,7,17,40155
2000,7,18,37501
2000,7,19,37748
2000,7,20,38778
2000,7,21,39034
2000,7,22,35543
2000,7,24,38817
2000,7,25,31378
2000,7,26,35702
2000,7,27,37541
2000,7,28,33726
2000,7,29,34853
2000,7,31,32111
2000,8,1,30734
2000,8,2,29447
2000,8,3,31527
2000,8,4,32307
2000,8,5,28026
2000,8,7,29961
2000,8,8,33017
2000,8,9,27976
2000,8,10,30990
2000,8,11,32847
2000,8,12,30468
2000,8,14,24186
2000,8,15,19968
2000,8,16,31835
2000,8,17,29795
2000,8,18,31702
2000,8,19,37555
2000,8,21,32423
2000,8,22,31881
2000,8,23,33337
2000,8,24,44980
2000,8,25,38065
2000,8,26,39127
2000,8,28,36065
2000,8,29,36481
2000,8,30,39155
2000,8,31,43386
2000,9,1,41250
2000,9,2,43285
2000,9,4,42306
2000,9,5,37975
2000,9,6,44449
2000,9,7,47824
2000,9,8,52257
2000,9,9,47295
2000,9,11,44674
2000,9,12,50140
2000,9,13,41080
2000,9,14,49821
2000,9,15,43512
2000,9,16,43405
2000,9,18,44559
2000,9,19,38985
2000,9,20,40685
2000,9,21,49869
2000,9,22,42711
2000,9,23,48471
2000,9,25,44061
2000,9,26,49708
2000,9,27,50335
2000,9,28,48641
2000,9,29,45289
2000,9,30,44484
2000,10,2,51511
2000,10,3,38530
2000,10,4,45067
2000,10,5,49559
2000,10,6,42223
2000,10,7,47986
2000,10,9,44658
2000,10,10,43549
2000,10,11,47943
2000,10,12,48431
2000,10,13,49321
2000,10,14,49056
2000,10,16,45210
2000,10,17,42980
2000,10,18,45605
2000,10,19,52923
2000,10,20,46357
2000,10,21,45672
2000,10,23,46506
2000,10,24,39577
2000,10,25,44606
2000,10,26,49413
2000,10,27,46810
2000,10,28,44723
2000,10,30,43637
2000,10,31,39207
2000,11,1,39702
2000,11,2,46540
2000,11,3,38171
2000,11,4,48987
2000,11,6,45159
2000,11,7,51290
2000,11,8,48217
2000,11,9,42030
2000,11,10,47385
2000,11,11,44640
2000,11,13,46593
2000,11,14,43256
2000,11,15,43406
2000,11,16,49857
2000,11,17,42303
2000,11,18,43362
2000,11,20,46324
2000,11,21,42055
2000,11,22,43074
2000,11,23,46373
2000,11,24,47759
2000,11,25,45393
2000,11,27,50561
2000,11,28,44332
2000,11,29,45304
2000,11,30,51331
2000,12,1,45287
2000,12,2,44402
2000,12,4,43104
2000,12,5,43207
2000,12,6,41050
2000,12,7,46122
2000,12,8,45729
2000,12,9,45960
2000,12,11,47147
2000,12,12,39275
2000,12,13,41438
2000,12,14,45547
2000,12,15,50848
2000,12,16,45848
2000,12,18,47423
2000,12,19,41595
2000,12,20,39036
2000,12,21,44307
2000,12,22,43643
2000,12,23,44918
2000,12,25,26261
2000,12,26,31530
2000,12,27,31491
2000,12,28,35668
2000,12,29,28789
2000,12,30,28204
2001,1,1,24114
2001,1,2,30564
2001,1,3,42385
2001,1,4,36594
2001,1,5,37974
2001,1,6,40918
2001,1,8,41767
2001,1,9,40825
2001,1,10,41969
2001,1,11,45235
2001,1,12,43476
2001,1,13,43086
2001,1,15,45756
2001,1,16,38430
2001,1,17,48384
2001,1,18,44555
2001,1,19,41655
2001,1,20,51046
2001,1,22,47154
2001,1,23,38577
2001,1,24,44472
2001,1,25,49086
2001,1,26,47469
2001,1,27,42214
2001,1,29,43793
2001,1,30,41639
2001,1,31,46281
2001,2,1,48804
2001,2,2,49978
2001,2,3,47678
2001,2,5,46751
2001,2,6,50744
2001,2,7,44203
2001,2,8,43818
2001,2,9,41807
2001,2,10,48253
2001,2,12,42350
2001,2,13,44669
2001,2,14,42176
2001,2,15,46050
2001,2,16,42767
2001,2,17,49369
2001,2,19,45649
2001,2,20,47914
2001,2,21,39800
2001,2,22,45138
2001,2,23,42670
2001,2,24,45714
2001,2,26,46622
2001,2,27,40215
2001,2,28,40951
2001,3,1,47388
2001,3,2,44029
2001,3,3,52836
2001,3,5,47937
2001,3,6,42092
2001,3,7,43318
2001,3,8,48450
2001,3,9,42488
2001,3,10,45870
2001,3,11,3156
2001,3,12,47491
2001,3,13,40884
2001,3,14,53062
2001,3,16,47394
2001,3,18,37364
2001,3,19,43265
2001,3,20,47038
2001,3,21,47818
2001,3,22,45953
2001,3,23,49042
2001,3,25,49137
2001,3,26,41404
2001,3,27,45452
2001,3,28,39986
2001,3,29,42455
2001,3,30,46101
2001,4,1,47681
2001,4,2,39646
2001,4,3,46227
2001,4,4,44924
2001,4,5,46177
2001,4,6,43201
2001,4,8,41018
2001,4,9,36732
2001,4,10,40876
2001,4,11,43136
2001,4,12,40664
2001,4,13,45240
2001,4,15,26531
2001,4,16,36675
2001,4,17,39240
2001,4,18,45489
2001,4,19,37493
2001,4,20,43630
2001,4,22,42118
2001,4,23,39921
2001,4,24,38492
2001,4,25,50108
2001,4,26,47294
2001,4,27,45722
2001,4,29,45722
2001,5,1,37828
2001,5,2,43958
2001,5,3,33956
2001,5,4,45678
2001,5,6,42083
2001,5,7,31781
2001,5,8,45263
2001,5,9,43820
2001,5,10,40590
2001,5,11,43919
2001,5,13,45747
2001,5,14,44530
2001,5,15,39784
2001,5,16,46737
2001,5,17,40155
2001,5,18,53186
2001,5,20,49494
2001,5,21,38019
2001,5,22,40614
2001,5,23,38962
2001,5,24,35637
2001,5,25,37985
2001,5,27,43030
2001,5,28,36548
2001,5,29,41995
2001,5,30,49783
2001,5,31,37915
2001,6,1,48011
2001,6,3,29892
2001,6,4,40823
2001,6,5,38815
2001,6,6,36398
2001,6,7,38313
2001,6,8,44392
2001,6,10,46317
2001,6,11,42305
2001,6,12,30608
2001,6,13,48464
2001,6,14,33711
2001,6,15,47819
2001,6,17,42474
2001,6,18,34849
2001,6,19,37885
2001,6,20,40582
2001,6,21,42014
2001,6,22,45420
2001,6,24,46591
2001,6,25,35204
2001,6,26,40123
2001,6,27,46577
2001,6,28,39134
2001,6,29,49020
2001,7,2,44053
2001,7,3,35863
2001,7,4,34680
2001,7,5,47094
2001,7,6,38364
2001,7,8,52128
2001,7,9,38907
2001,7,10,41317
2001,7,11,39446
2001,7,12,34039
2001,7,13,38941
2001,7,15,42548
2001,7,16,38123
2001,7,17,37135
2001,7,18,36292
2001,7,19,36477
2001,7,20,36045
2001,7,22,38737
2001,7,23,33510
2001,7,24,35849
2001,7,25,34860
2001,7,26,37358
2001,7,27,38522
2001,7,29,37217
2001,7,30,32268
2001,7,31,28584
2001,8,1,29508
2001,8,2,25761
2001,8,3,33487
2001,8,5,33271
2001,8,6,27813
2001,8,7,30708
2001,8,8,28050
2001,8,9,24556
2001,8,10,31744
2001,8,12,27625
2001,8,13,27445
2001,8,14,23140
2001,8,15,23145
2001,8,16,20467
2001,8,17,26701
2001,8,19,27255
2001,8,20,25371
2001,8,21,31863
2001,8,22,39450
2001,8,23,33444
2001,8,24,33653
2001,8,26,27586
2001,8,27,29790
2001,8,28,32562
2001,8,29,37899
2001,8,30,40178
2001,8,31,45354
2001,9,2,39027
2001,9,3,39860
2001,9,4,40628
2001,9,5,47448
2001,9,6,39261
2001,9,7,53094
2001,9,9,38668
2001,9,10,37584
2001,9,11,34017
2001,9,12,33394
2001,9,13,39101
2001,9,14,43021
2001,9,16,38553
2001,9,17,31763
2001,9,18,35746
2001,9,19,40562
2001,9,20,44564
2001,9,21,38783
2001,9,23,41833
2001,9,24,36265
2001,9,25,37039
2001,9,26,48458
2001,9,27,37989
2001,9,28,44510
2001,9,30,39950
2001,10,1,38085
2001,10,2,43163
2001,10,3,47299
2001,10,4,43149
2001,10,5,43671
2001,10,7,45914
2001,10,8,35055
2001,10,9,37792
2001,10,10,47420
2001,10,11,41618
2001,10,12,45552
2001,10,14,37739
2001,10,15,35144
2001,10,16,43482
2001,10,17,51774
2001,10,18,44074
2001,10,19,52614
2001,10,21,42816
2001,10,22,36526
2001,10,23,40863
2001,10,24,47383
2001,10,25,38529
2001,10,26,44343
2001,10,29,37157
2001,10,30,34507
2001,10,31,36221
2001,11,1,38606
2001,11,2,37296
2001,11,3,38906
2001,11,5,42721
2001,11,6,32383
2001,11,7,40239
2001,11,8,46205
2001,11,9,42197
2001,11,10,43974
2001,11,12,42950
2001,11,13,34873
2001,11,14,42621
2001,11,15,52067
2001,11,16,43220
2001,11,17,53886
2001,11,19,44176
2001,11,20,38101
2001,11,21,38335
2001,11,22,46504
2001,11,23,42690
2001,11,24,42035
2001,11,26,40512
2001,11,27,40430
2001,11,28,41195
2001,11,29,45299
2001,11,30,42449
2001,12,1,45180
2001,12,3,46677
2001,12,4,38186
2001,12,5,43398
2001,12,6,47746
2001,12,7,42289
2001,12,8,46918
2001,12,10,43098
2001,12,11,35098
2001,12,12,45983
2001,12,13,43370
2001,12,14,42374
2001,12,15,68447
2001,12,17,46693
2001,12,18,37963
2001,12,19,39982
2001,12,20,46793
2001,12,21,42622
2001,12,22,40196
2001,12,24,33432
2001,12,25,23361
2001,12,26,28144
2001,12,27,32643
2001,12,28,28376
2001,12,29,30841
2001,12,31,30102
2002,1,1,24656
2002,1,2,31519
2002,1,3,51001
2002,1,4,31683
2002,1,5,32725
2002,1,7,43426
2002,1,8,32652
2002,1,9,42523
2002,1,10,47198
2002,1,11,34304
2002,1,12,46507
2002,1,14,45984
2002,1,15,40260
2002,1,16,43326
2002,1,17,48822
2002,1,18,38821
2002,1,19,44677
2002,1,21,47318
2002,1,22,39567
2002,1,23,44621
2002,1,24,46994
2002,1,25,42793
2002,1,26,48937
2002,1,28,47938
2002,1,29,41125
2002,1,30,46520
2002,1,31,46642
2002,2,1,44280
2002,2,2,46793
2002,2,4,41112
2002,2,5,35105
2002,2,6,41245
2002,2,7,48865
2002,2,8,41556
2002,2,9,44105
2002,2,11,45753
2002,2,12,41369
2002,2,13,42778
2002,2,14,46909
2002,2,15,44786
2002,2,16,46216
2002,2,18,44115
2002,2,19,38480
2002,2,20,41317
2002,2,21,44818
2002,2,22,42752
2002,2,23,45788
2002,2,25,47684
2002,2,26,34257
2002,2,27,43323
2002,2,28,40413
2002,3,1,45596
2002,3,2,45724
2002,3,4,41113
2002,3,5,37334
2002,3,6,40686
2002,3,7,50127
2002,3,8,42173
2002,3,9,45431
2002,3,11,44954
2002,3,12,42939
2002,3,13,41960
2002,3,14,40160
2002,3,15,46400
2002,3,16,46622
2002,3,18,41971
2002,3,19,41003
2002,3,20,41045
2002,3,21,49626
2002,3,22,44014
2002,3,23,45208
2002,3,25,42732
2002,3,26,42467
2002,3,27,42726
2002,3,28,43866
2002,3,29,48281
2002,3,30,44498
2002,4,1,34750
2002,4,2,42365
2002,4,3,38493
2002,4,4,41610
2002,4,5,39163
2002,4,6,42470
2002,4,8,42516
2002,4,9,38959
2002,4,10,47684
2002,4,11,47655
2002,4,12,45445
2002,4,13,44324
2002,4,15,46157
2002,4,16,40206
2002,4,17,43464
2002,4,18,47202
2002,4,19,39578
2002,4,20,42396
2002,4,22,36174
2002,4,23,33098
2002,4,24,43513
2002,4,25,50138
2002,4,26,49379
2002,4,27,49011
2002,4,29,48811
2002,4,30,44127
2002,5,1,1362
2002,5,2,41280
2002,5,3,48994
2002,5,4,49358
2002,5,5,825
2002,5,6,35808
2002,5,7,38687
2002,5,8,41804
2002,5,9,34738
2002,5,10,40423
2002,5,11,46285
2002,5,13,42870
2002,5,14,39121
2002,5,15,45992
2002,5,16,46658
2002,5,17,45568
2002,5,18,48087
2002,5,20,35446
2002,5,21,42035
2002,5,22,39170
2002,5,23,50692
2002,5,24,42095
2002,5,25,50646
2002,5,27,46483
2002,5,28,40236
2002,5,29,42833
2002,5,30,48121
2002,5,31,45230
2002,6,1,49276
2002,6,3,47631
2002,6,4,39285
2002,6,5,41354
2002,6,6,51051
2002,6,7,44760
2002,6,8,49368
2002,6,10,28670
2002,6,11,41109
2002,6,12,45496
2002,6,13,45194
2002,6,14,45579
2002,6,15,52611
2002,6,17,42427
2002,6,18,48100
2002,6,19,50398
2002,6,20,42699
2002,6,21,48727
