n,annee,mois,jour
6503,1944,12,19
7032,1944,12,20
7264,1944,12,21
7327,1944,12,22
7582,1944,12,23
7320,1944,12,25
7761,1944,12,26
6727,1944,12,27
6998,1944,12,28
7546,1944,12,29
7455,1944,12,30
7601,1945,1,1
7872,1945,1,2
7271,1945,1,3
7384,1945,1,4
6772,1945,1,5
6845,1945,1,6
6889,1945,1,7
7216,1945,1,9
7419,1945,1,10
7439,1945,1,11
6381,1945,1,12
6182,1945,1,13
7433,1945,1,14
4003,1945,1,16
3817,1945,1,17
3747,1945,1,18
4189,1945,1,19
3798,1945,1,20
3748,1945,1,22
3991,1945,1,23
6625,1945,1,24
6875,1945,1,25
6747,1945,1,26
6655,1945,1,27
7989,1945,1,29
6090,1945,1,30
5947,1945,1,31
6396,1945,2,1
5902,1945,2,2
6421,1945,2,3
8594,1945,2,5
6041,1945,2,6
6402,1945,2,7
6640,1945,2,8
6727,1945,2,9
6398,1945,2,10
7097,1945,2,12
6802,1945,2,13
6905,1945,2,14
6439,1945,2,15
6501,1945,2,16
6857,1945,2,17
7531,1945,2,19
6615,1945,2,20
7098,1945,2,21
6682,1945,2,22
6661,1945,2,23
6783,1945,2,24
7444,1945,2,26
6934,1945,2,27
7037,1945,2,28
7424,1945,3,1
6653,1945,3,2
6258,1945,3,3
15778,1945,3,5
6303,1945,3,6
6799,1945,3,7
6353,1945,3,8
6704,1945,3,9
6409,1945,3,10
8181,1945,3,12
6651,1945,3,13
6284,1945,3,14
6486,1945,3,15
6855,1945,3,16
6589,1945,3,17
7845,1945,3,19
6395,1945,3,20
6176,1945,3,21
6356,1945,3,22
6268,1945,3,23
6970,1945,3,24
7255,1945,3,26
6242,1945,3,27
6359,1945,3,28
6697,1945,3,29
6728,1945,3,30
18065,1945,3,31
8678,1945,4,2
8090,1945,4,3
7340,1945,4,4
5823,1945,4,5
6881,1945,4,6
6871,1945,4,7
7100,1945,4,9
6287,1945,4,10
6844,1945,4,11
6169,1945,4,12
6165,1945,4,13
15850,1945,4,14
6510,1945,4,16
7217,1945,4,17
6486,1945,4,18
6636,1945,4,19
6739,1945,4,20
6208,1945,4,21
7295,1945,4,23
16781,1945,4,24
6848,1945,4,25
6071,1945,4,26
6838,1945,4,27
6485,1945,4,28
7683,1945,4,30
10273,1945,5,2
6176,1945,5,3
14967,1945,5,4
5956,1945,5,5
7208,1945,5,7
5891,1945,5,8
13924,1945,5,9
7623,1945,5,10
7534,1945,5,11
6790,1945,5,12
7938,1945,5,14
11748,1945,5,15
6086,1945,5,16
7513,1945,5,17
6444,1945,5,18
6521,1945,5,19
7801,1945,5,21
7188,1945,5,22
6374,1945,5,23
6844,1945,5,24
6365,1945,5,25
14827,1945,5,26
6291,1945,5,28
6793,1945,5,29
6492,1945,5,30
7099,1945,5,31
6687,1945,6,1
6240,1945,6,2
7737,1945,6,4
16197,1945,6,5
7549,1945,6,6
16563,1945,6,7
6603,1945,6,8
6441,1945,6,9
7734,1945,6,11
6790,1945,6,12
6291,1945,6,13
6401,1945,6,14
6255,1945,6,15
7064,1945,6,16
6805,1945,6,18
15789,1945,6,19
6966,1945,6,20
15487,1945,6,21
6467,1945,6,22
6813,1945,6,23
6835,1945,6,25
6347,1945,6,26
6810,1945,6,27
14549,1945,6,28
