n,annee
1065,1716
1881,1719
2117,1722
957,1748
9086,1749
183,1755
2807,1764
420,1772
168,1773
240,1774
1889,1776
913,1780
721,1781
226,1784
4289,1785
1516,1786
3139,1788
3121,1790
556,1791
1436,1795
2169,1796
8238,1797
5422,1798
580,1799
6793,1800
1664,1802
168,1803
669,1804
8335,1807
10539,1808
4245,1809
3747,1810
336,1811
16552,1812
104,1813
342,1816
1005,1817
720,1818
8746,1819
241,1820
232,1821
4066,1826
1611,1827
289,1828
222,1829
2132,1830
750,1831
1101,1832
3085,1833
647,1834
3822,1835
6616,1836
9209,1837
16177,1838
4913,1839
648,1840
3123,1841
9049,1842
10830,1843
2820,1844
155,1845
5099,1846
7323,1847
6263,1848
1986,1849
4959,1851
9907,1853
2773,1854
172,1855
14603,1856
6624,1857
52526,1859
7972,1860
243,1861
4764,1862
1201,1863
5692,1864
15273,1865
208,1866
2958,1867
898,1869
708,1870
13603,1871
6428,1873
7444,1874
1434,1875
5677,1876
551,1877
5180,1878
1789,1879
38276,1880
1590,1881
1100,1882
6192,1883
5508,1884
4942,1885
7761,1886
9102,1887
3253,1888
11831,1889
10411,1890
2753,1891
19980,1892
42306,1893
15991,1894
7736,1895
8542,1896
14695,1897
4351,1898
7330,1899
7433,1900
3197,1901
4504,1902
19194,1903
14216,1904
10625,1905
9370,1906
4304,1907
9283,1908
8521,1909
5449,1910
10460,1911
24206,1912
7903,1913
27060,1914
18198,1915
1045,1916
12683,1917
12865,1918
12296,1919
7640,1920
15414,1921
49972,1922
50516,1923
26742,1924
62638,1925
39131,1926
37341,1927
23120,1928
45868,1929
59411,1930
125922,1931
80446,1932
40286,1933
86888,1934
79907,1935
81427,1936
88506,1937
165696,1938
42955,1939
77204,1940
45145,1941
16597,1942
22576,1943
8169,1944
32952,1945
81598,1946
62913,1947
58693,1948
108684,1949
137760,1950
356889,1951
91014,1952
92419,1953
58263,1954
183108,1955
102369,1956
93381,1957
108593,1958
139118,1959
121702,1960
133254,1961
211729,1962
151464,1963
81335,1964
201120,1965
172198,1966
261589,1967
251843,1968
190815,1969
249304,1970
248044,1971
252803,1972
278399,1973
262101,1974
438910,1975
526423,1976
781739,1977
983427,1978
687606,1979
800220,1980
848756,1981
973727,1982
939297,1983
1294270,1984
1360431,1985
1004961,1986
1564482,1987
1575964,1988
1749724,1989
2285309,1990
2171999,1991
2926989,1992
2919302,1993
3069846,1994
3158571,1995
4652445,1996
3843748,1997
4379015,1998
4880605,1999
5821363,2000
6319836,2001
6869213,2002
7113805,2003
8326214,2004
9048154,2005
10300180,2006
13824225,2007
14541277,2008
19268963,2009
21230813,2010
28038744,2011
33331665,2012
41057229,2013
41617159,2014
30280777,2015
12540913,2016
9472126,2017
8125368,2018
8292434,2019
7118655,2020
6596344,2021
5187420,2022
2512950,2023
1005873,2024
3735,2025
