"date","base"
"1840",52
"1841",52
"1842",52
"1843",52
"1844",52
"1845",52
"1846",52
"1847",52
"1848",53
"1849",52
"1850",52
"1851",52
"1852",52
"1853",52
"1854",52
"1855",52
"1856",109
"1857",157
"1858",154
"1859",156
"1860",158
"1861",79
"1862",194
"1863",203
"1864",201
"1865",205
"1866",192
"1867",200
"1868",205
"1869",217
"1870",383
"1871",375
"1872",407
"1873",409
"1874",408
"1875",414
"1876",408
"1877",407
"1878",399
"1879",396
"1880",393
"1881",407
"1882",403
"1883",408
"1884",407
"1885",405
"1886",407
"1887",407
"1888",438
"1889",769
"1890",768
"1891",977
"1892",769
"1893",770
"1894",767
"1895",1013
"1896",1097
"1897",1130
"1898",1124
"1899",1130
"1900",813
"1901",1216
"1902",1540
"1903",1452
"1904",1543
"1905",1540
"1906",1261
"1907",1490
"1908",1490
"1909",1037
"1910",1488
"1911",1484
"1912",1489
"1913",1270
"1914",982
"1915",0
"1916",0
"1917",0
"1918",74
"1919",441
"1920",725
"1921",713
"1922",728
"1923",726
"1924",730
"1925",379
"1926",562
"1927",727
"1928",729
"1929",728
"1930",728
"1931",727
"1932",729
"1933",727
"1934",728
"1935",728
"1936",714
"1937",726
"1938",726
"1939",728
"1940",427
"1941",720
"1942",712
"1943",706
"1944",467
"1945",0
