"","year","month","count","n_page","mot","base","date","ratio"
"1758",1926,6,1312475,NA,"und",1202347,1926-06-01,1.09159419036268
"1759",1926,7,1376449,NA,"und",1266296,1926-07-01,1.08698835027513
"1760",1926,8,1281658,NA,"und",1174239,1926-08-01,1.09147967321814
"1761",1926,9,1269243,NA,"und",1164756,1926-09-01,1.08970720047804
"1762",1926,10,1281044,NA,"und",1170526,1926-10-01,1.09441738158742
"1763",1926,11,1183842,NA,"und",1094331,1926-11-01,1.08179517897236
"1764",1926,12,1310978,NA,"und",1220316,1926-12-01,1.07429387142347
"1765",1927,1,1328914,NA,"und",1221707,1927-01-01,1.08775180955827
"1766",1927,2,1274324,NA,"und",1170929,1927-02-01,1.08830168182699
"1767",1927,3,1464610,NA,"und",1344861,1927-03-01,1.08904191585599
"1768",1927,4,1326938,NA,"und",1202886,1927-04-01,1.10312864228198
"1769",1927,5,1404906,NA,"und",1290609,1927-05-01,1.08856051677929
"1770",1927,6,1329328,NA,"und",1222626,1927-06-01,1.08727280460255
"1771",1927,7,1413648,NA,"und",1306950,1927-07-01,1.08163893033398
"1772",1927,8,1373134,NA,"und",1267654,1927-08-01,1.08320882512105
"1773",1927,9,1360140,NA,"und",1253271,1927-09-01,1.0852720600732
"1774",1927,10,1427142,NA,"und",1316319,1927-10-01,1.08419159793333
"1775",1927,11,1329480,NA,"und",1225028,1927-11-01,1.08526498986146
"1776",1927,12,1438103,NA,"und",1326820,1927-12-01,1.08387196454681
"1777",1928,1,1422942,NA,"und",1306080,1928-01-01,1.08947537669974
"1778",1928,2,1349654,NA,"und",1238043,1928-02-01,1.0901511498389
"1779",1928,3,1508010,NA,"und",1382740,1928-03-01,1.09059548432822
"1780",1928,4,1316054,NA,"und",1198943,1928-04-01,1.09767853851267
"1781",1928,5,1411085,NA,"und",1289705,1928-05-01,1.09411454557438
"1782",1928,6,1481357,NA,"und",1349982,1928-06-01,1.09731611236298
"1783",1928,7,1493387,NA,"und",1349428,1928-07-01,1.10668149764196
"1784",1928,8,1515497,NA,"und",1368222,1928-08-01,1.1076396958973
"1785",1928,9,1476751,NA,"und",1337711,1928-09-01,1.10393874312165
"1786",1928,10,1514463,NA,"und",1380217,1928-10-01,1.09726441566797
"1787",1928,11,1487853,NA,"und",1357828,1928-11-01,1.09575955128337
"1788",1928,12,1529513,NA,"und",1397927,1928-12-01,1.09412937871577
"1789",1929,1,1453700,NA,"und",1321556,1929-01-01,1.09999122246806
"1790",1929,2,1338340,NA,"und",1216333,1929-02-01,1.10030723494306
"1791",1929,3,1443031,NA,"und",1312710,1929-03-01,1.09927630626719
"1792",1929,4,1322105,NA,"und",1197653,1929-04-01,1.10391323697265
"1793",1929,5,1382576,NA,"und",1256746,1929-05-01,1.10012365267126
"1794",1929,6,1398771,NA,"und",1257864,1929-06-01,1.11202085440079
"1795",1929,7,1484300,NA,"und",1312196,1929-07-01,1.13115723565687
"1796",1929,8,1497461,NA,"und",1313438,1929-08-01,1.14010786957588
"1797",1929,9,1433115,NA,"und",1261961,1929-09-01,1.1356254274102
"1798",1929,10,1494201,NA,"und",1338395,1929-10-01,1.11641256878575
"1799",1929,11,1425115,NA,"und",1255874,1929-11-01,1.13475953797913
"1800",1929,12,1455580,NA,"und",1289893,1929-12-01,1.12845018927927
"1801",1930,1,1330702,NA,"und",1186759,1930-01-01,1.12129084338101
"1802",1930,2,1258808,NA,"und",1124269,1930-02-01,1.11966797981622
"1803",1930,3,1409293,NA,"und",1259186,1930-03-01,1.1192095528381
"1804",1930,4,1366774,NA,"und",1208310,1930-04-01,1.13114515314778
"1805",1930,5,1481128,NA,"und",1309138,1930-05-01,1.13137652409448
"1806",1930,6,1370326,NA,"und",1211293,1930-06-01,1.13129193349586
"1807",1930,7,1456588,NA,"und",1302336,1930-07-01,1.11844255245958
"1808",1930,8,1374575,NA,"und",1224887,1930-08-01,1.12220555855356
"1809",1930,9,1297101,NA,"und",1156063,1930-09-01,1.12199854160197
"1810",1930,10,1464343,NA,"und",1314833,1930-10-01,1.11371025826094
"1811",1930,11,1342365,NA,"und",1211333,1930-11-01,1.10817174137913
"1812",1930,12,1395942,NA,"und",1248064,1930-12-01,1.11848591097892
"1813",1931,1,1324644,NA,"und",1196372,1931-01-01,1.10721748753732
"1814",1931,2,1215998,NA,"und",1108384,1931-02-01,1.09709089990473
"1815",1931,3,1348742,NA,"und",1234241,1931-03-01,1.09277037466751
"1816",1931,4,1252060,NA,"und",1137785,1931-04-01,1.10043637418317
"1817",1931,5,1344675,NA,"und",1200294,1931-05-01,1.12028802943279
"1818",1931,6,1341208,NA,"und",1203236,1931-06-01,1.11466744678517
"1819",1931,7,1380880,NA,"und",1247107,1931-07-01,1.10726665795317
"1820",1931,8,1332496,NA,"und",1190745,1931-08-01,1.11904395987386
"1821",1931,9,1283970,NA,"und",1149715,1931-09-01,1.11677241751217
"1822",1931,10,1359407,NA,"und",1221938,1931-10-01,1.11250079791282
"1823",1931,11,1205207,NA,"und",1090107,1931-11-01,1.1055859654144
"1824",1931,12,1286673,NA,"und",1167168,1931-12-01,1.10238885918737
"1825",1932,1,1300096,NA,"und",1158895,1932-01-01,1.12184106411711
"1826",1932,2,1294588,NA,"und",1148845,1932-02-01,1.12686045550096
"1827",1932,3,1341682,NA,"und",1187443,1932-03-01,1.12989170848622
"1828",1932,4,1301148,NA,"und",1153621,1932-04-01,1.12788168731325
"1829",1932,5,1210086,NA,"und",1071224,1932-05-01,1.1296292838846
"1830",1932,6,1281800,NA,"und",1137199,1932-06-01,1.1271554055183
"1831",1932,7,1410653,NA,"und",1256741,1932-07-01,1.12246914837663
"1832",1932,8,1311857,NA,"und",1166442,1932-08-01,1.12466543557245
"1833",1932,9,1291432,NA,"und",1153004,1932-09-01,1.12005856007438
"1834",1932,10,1298769,NA,"und",1168989,1932-10-01,1.11101900873319
"1835",1932,11,1241997,NA,"und",1112474,1932-11-01,1.11642788955068
"1836",1932,12,1314717,NA,"und",1171844,1932-12-01,1.1219215185639
"1837",1933,1,1327220,NA,"und",1196989,1933-01-01,1.10879882772523
"1838",1933,2,1233534,NA,"und",1110630,1933-02-01,1.11066151643662
"1839",1933,3,1324883,NA,"und",1210315,1933-03-01,1.09465965471799
"1840",1933,4,1297790,NA,"und",1178024,1933-04-01,1.10166685907927
"1841",1933,5,1352642,NA,"und",1218490,1933-05-01,1.11009692324106
"1842",1933,6,1294372,NA,"und",1176621,1933-06-01,1.10007555534025
"1843",1933,7,1408894,NA,"und",1258941,1933-07-01,1.1191104269382
"1844",1933,8,1380977,NA,"und",1229667,1933-08-01,1.12304957358374
"1845",1933,9,1408819,NA,"und",1251866,1933-09-01,1.12537523984196
"1846",1933,10,1478967,NA,"und",1356290,1933-10-01,1.09045041989545
"1847",1933,11,1386894,NA,"und",1266425,1933-11-01,1.09512525416033
"1848",1933,12,1462626,NA,"und",1359774,1933-12-01,1.07563904001694
"1849",1934,1,1393934,NA,"und",1283994,1934-01-01,1.0856234530691
"1850",1934,2,1292538,NA,"und",1191292,1934-02-01,1.08498839914983
"1851",1934,3,1432467,NA,"und",1319015,1934-03-01,1.08601266854433
"1852",1934,4,1322924,NA,"und",1224333,1934-04-01,1.08052629472537
"1853",1934,5,1359581,NA,"und",1254987,1934-05-01,1.08334269598012
"1854",1934,6,1438365,NA,"und",1329184,1934-06-01,1.08214137395575
"1855",1934,7,1433606,NA,"und",1338787,1934-07-01,1.0708245598441
"1856",1934,8,1408379,NA,"und",1324026,1934-08-01,1.06370947398314
"1857",1934,9,1338150,NA,"und",1256287,1934-09-01,1.06516265789585
"1858",1934,10,1395386,NA,"und",1310190,1934-10-01,1.06502568329784
"1859",1934,11,1305964,NA,"und",1228177,1934-11-01,1.06333533358791
"1860",1934,12,1374992,NA,"und",1295121,1934-12-01,1.06167068559617
"1861",1935,1,1289517,NA,"und",1210725,1935-01-01,1.06507836213839
"1862",1935,2,1163528,NA,"und",1090100,1935-02-01,1.06735895789377
"1863",1935,3,1327693,NA,"und",1242842,1935-03-01,1.06827175135697
"1864",1935,4,1281957,NA,"und",1206063,1935-04-01,1.06292706102418
"1865",1935,5,1359060,NA,"und",1277278,1935-05-01,1.06402834778333
"1866",1935,6,1275757,NA,"und",1194724,1935-06-01,1.06782570702522
"1867",1935,7,1383698,NA,"und",1299692,1935-07-01,1.06463531359738
"1868",1935,8,1380124,NA,"und",1292069,1935-08-01,1.06815038515745
"1869",1935,9,1347880,NA,"und",1262003,1935-09-01,1.06804817421195
"1870",1935,10,1392597,NA,"und",1301522,1935-10-01,1.06997576683298
"1871",1935,11,1293199,NA,"und",1208600,1935-11-01,1.06999751778918
"1872",1935,12,1311729,NA,"und",1227913,1935-12-01,1.06825890759362
"1873",1936,1,1292945,NA,"und",1186488,1936-01-01,1.0897244641328
"1874",1936,2,1229122,NA,"und",1128535,1936-02-01,1.08913059851932
"1875",1936,3,1293837,NA,"und",1180748,1936-03-01,1.09577742244747
"1876",1936,4,1231466,NA,"und",1126086,1936-04-01,1.09358077447016
"1877",1936,5,1262129,NA,"und",1159237,1936-05-01,1.08875838159065
"1878",1936,6,1232751,NA,"und",1121482,1936-06-01,1.09921603735058
"1879",1936,7,1363077,NA,"und",1249829,1936-07-01,1.09061079555683
"1880",1936,8,1308773,NA,"und",1201710,1936-08-01,1.08909221026704
"1881",1936,9,1322202,NA,"und",1210269,1936-09-01,1.0924860506218
"1882",1936,10,1346101,NA,"und",1229975,1936-10-01,1.09441330108336
"1883",1936,11,1294772,NA,"und",1190108,1936-11-01,1.08794495961711
"1884",1936,12,1322411,NA,"und",1213479,1936-12-01,1.08976834374554
"1885",1937,1,1262371,NA,"und",1176023,1937-01-01,1.07342373405962
"1886",1937,2,1147890,NA,"und",1072671,1937-02-01,1.07012308527032
"1887",1937,3,1208450,NA,"und",1127145,1937-03-01,1.07213357642539
"1888",1937,4,1262503,NA,"und",1177369,1937-04-01,1.07230868147539
"1889",1937,5,1233611,NA,"und",1149096,1937-05-01,1.073549120352
"1890",1937,6,1285423,NA,"und",1197345,1937-06-01,1.07356108723885
"1891",1937,7,1299393,NA,"und",1207822,1937-07-01,1.07581497935954
"1892",1937,8,1243169,NA,"und",1160823,1937-08-01,1.07093760202891
"1893",1937,9,1247356,NA,"und",1159348,1937-09-01,1.07591163309032
"1894",1937,10,1235006,NA,"und",1149752,1937-10-01,1.07414990363139
"1895",1937,11,1183493,NA,"und",1099591,1937-11-01,1.07630291626614
"1896",1937,12,1223919,NA,"und",1136277,1937-12-01,1.07713084045528
"1897",1938,1,1245874,NA,"und",1162769,1938-01-01,1.07147163366068
"1898",1938,2,1220387,NA,"und",1142819,1938-02-01,1.0678742653036
"1899",1938,3,1354718,NA,"und",1270893,1938-03-01,1.06595755897625
"1900",1938,4,1220248,NA,"und",1136509,1938-04-01,1.07368089473994
"1901",1938,5,1253246,NA,"und",1170100,1938-05-01,1.07105888385608
"1902",1938,6,1163080,NA,"und",1080668,1938-06-01,1.07626023903734
"1903",1938,7,1345200,NA,"und",1261227,1938-07-01,1.06658040146619
"1904",1938,8,1300258,NA,"und",1215974,1938-08-01,1.06931398204238
"1905",1938,9,1355751,NA,"und",1270494,1938-09-01,1.06710539365003
"1906",1938,10,1272040,NA,"und",1190383,1938-10-01,1.06859724979271
"1907",1938,11,1251223,NA,"und",1169217,1938-11-01,1.07013753648809
"1908",1938,12,1294901,NA,"und",1210863,1938-12-01,1.06940339245645
"1909",1939,1,1262203,NA,"und",1179943,1939-01-01,1.06971523200697
"1910",1939,2,1147775,NA,"und",1070685,1939-02-01,1.07200063510743
"1911",1939,3,1312150,NA,"und",1222485,1939-03-01,1.07334650322908
"1912",1939,4,1253974,NA,"und",1175565,1939-04-01,1.06669899154874
"1913",1939,5,1163737,NA,"und",1088446,1939-05-01,1.06917293094926
"1914",1939,6,1170658,NA,"und",1089438,1939-06-01,1.07455220030878
"1915",1939,7,1085180,NA,"und",1004347,1939-07-01,1.08048313979133
"1916",1939,8,1124893,NA,"und",1043406,1939-08-01,1.07809711655866
"1917",1939,9,808073,NA,"und",747163,1939-09-01,1.08152170276098
"1918",1939,10,786038,NA,"und",740882,1939-10-01,1.06094897703008
"1919",1939,11,758947,NA,"und",711475,1939-11-01,1.06672335640746
"1920",1939,12,766646,NA,"und",721015,1939-12-01,1.06328717155676
"1921",1940,1,784096,NA,"und",732771,1940-01-01,1.07004234610813
"1922",1940,2,641284,NA,"und",599637,1940-02-01,1.06945368614679
"1923",1940,3,658370,NA,"und",618592,1940-03-01,1.0643040970462
"1924",1940,4,781363,NA,"und",729523,1940-04-01,1.07106013107195
"1925",1940,5,761445,NA,"und",717541,1940-05-01,1.06118674751687
"1926",1940,6,776191,NA,"und",727941,1940-06-01,1.0662828443514
"1927",1940,7,859361,NA,"und",752098,1940-07-01,1.14261838217892
"1928",1940,8,858286,NA,"und",751185,1940-08-01,1.14257606315355
"1929",1940,9,867194,NA,"und",765267,1940-09-01,1.13319142207883
"1930",1940,10,919102,NA,"und",815240,1940-10-01,1.12740052009224
"1931",1940,11,881700,NA,"und",774804,1940-11-01,1.13796521442842
"1932",1940,12,926235,NA,"und",816142,1940-12-01,1.13489441788316
"1933",1941,1,944004,NA,"und",834161,1941-01-01,1.13168081461492
"1934",1941,2,832216,NA,"und",736566,1941-02-01,1.12985937444845
"1935",1941,3,874673,NA,"und",773324,1941-03-01,1.13105632309355
"1936",1941,4,773109,NA,"und",689165,1941-04-01,1.12180537316898
"1937",1941,5,744127,NA,"und",652068,1941-05-01,1.14118006097524
"1938",1941,6,541102,NA,"und",471912,1941-06-01,1.14661631829663
"1939",1941,7,579166,NA,"und",518985,1941-07-01,1.11595903542492
"1940",1941,8,571976,NA,"und",512464,1941-08-01,1.11612913297324
"1941",1941,9,528530,NA,"und",474008,1941-09-01,1.11502337513291
"1942",1941,10,506525,NA,"und",463686,1941-10-01,1.09238795219178
"1943",1941,11,534123,NA,"und",485595,1941-11-01,1.09993513112779
"1944",1941,12,549917,NA,"und",494618,1941-12-01,1.11180143059897
"1945",1942,1,573419,NA,"und",495544,1942-01-01,1.15715052548311
"1946",1942,2,510355,NA,"und",438502,1942-02-01,1.163860142029
"1947",1942,3,556497,NA,"und",479399,1942-03-01,1.16082219612473
"1948",1942,4,527048,NA,"und",453115,1942-04-01,1.16316608366529
"1949",1942,5,564111,NA,"und",488891,1942-05-01,1.15385842652043
"1950",1942,6,529523,NA,"und",458939,1942-06-01,1.15379821719226
"1951",1942,7,533974,NA,"und",458643,1942-07-01,1.16424757382103
"1952",1942,8,517818,NA,"und",450204,1942-08-01,1.15018524935363
"1953",1942,9,623045,NA,"und",557548,1942-09-01,1.11747329377919
"1954",1942,10,644552,NA,"und",575518,1942-10-01,1.11995107016635
"1955",1942,11,590033,NA,"und",524066,1942-11-01,1.12587536684311
"1956",1942,12,611738,NA,"und",546752,1942-12-01,1.11885827578134
"1957",1943,1,671888,NA,"und",599018,1943-01-01,1.1216490990254
"1958",1943,2,636485,NA,"und",565436,1943-02-01,1.12565347802404
"1959",1943,3,662242,NA,"und",587148,1943-03-01,1.12789620334226
"1960",1943,4,573551,NA,"und",520943,1943-04-01,1.10098609636755
"1961",1943,5,597163,NA,"und",549842,1943-05-01,1.08606290534372
"1962",1943,6,589221,NA,"und",537173,1943-06-01,1.09689243502559
"1963",1943,7,590455,NA,"und",529930,1943-07-01,1.11421319796954
"1964",1943,8,573761,NA,"und",513328,1943-08-01,1.11772784652308
"1965",1943,9,530935,NA,"und",473710,1943-09-01,1.12080175634882
"1966",1943,10,562709,NA,"und",504984,1943-10-01,1.11431055241354
"1967",1943,11,546652,NA,"und",488087,1943-11-01,1.11998885444603
"1968",1943,12,586613,NA,"und",525701,1943-12-01,1.11586814558085
"1969",1944,1,375848,NA,"und",326472,1944-01-01,1.15124114778603
"1970",1944,2,372693,NA,"und",318531,1944-02-01,1.17003682530115
"1971",1944,3,396872,NA,"und",345599,1944-03-01,1.14835980428184
"1972",1944,4,361625,NA,"und",303999,1944-04-01,1.1895598340784
"1973",1944,5,375243,NA,"und",312898,1944-05-01,1.19925023490083
"1974",1944,6,384120,NA,"und",318746,1944-06-01,1.20509747573303
"1975",1944,7,384301,NA,"und",316204,1944-07-01,1.21535780698536
"1976",1944,8,372824,NA,"und",307583,1944-08-01,1.21210860158071
"1977",1944,9,350981,NA,"und",308396,1944-09-01,1.1380854485791
"1978",1944,10,333283,NA,"und",299688,1944-10-01,1.11209991724727
"1979",1944,11,291377,NA,"und",258004,1944-11-01,1.12935070774097
"1980",1944,12,242224,NA,"und",215232,1944-12-01,1.12540886113589
"1981",1945,1,180216,NA,"und",163816,1945-01-01,1.10011232114079
"1982",1945,2,123992,NA,"und",111960,1945-02-01,1.10746695248303
"1983",1945,3,90772,NA,"und",85349,1945-03-01,1.06353911586545
"1984",1945,4,28325,NA,"und",28317,1945-04-01,1.00028251580323
"1985",1945,5,16439,NA,"und",16439,1945-05-01,1
"1986",1945,6,21455,NA,"und",21455,1945-06-01,1
"1987",1945,7,17844,NA,"und",17844,1945-07-01,1
"1988",1945,8,14194,NA,"und",14194,1945-08-01,1
"1989",1945,9,15028,NA,"und",15028,1945-09-01,1
"1990",1945,10,18559,NA,"und",18559,1945-10-01,1
"1991",1945,11,19944,NA,"und",19944,1945-11-01,1
"1992",1945,12,18715,NA,"und",18715,1945-12-01,1
"1993",1946,1,20076,NA,"und",20076,1946-01-01,1
"1994",1946,2,18111,NA,"und",18111,1946-02-01,1
"1995",1946,3,24046,NA,"und",24046,1946-03-01,1
"1996",1946,4,23568,NA,"und",23568,1946-04-01,1
"1997",1946,5,26910,NA,"und",26910,1946-05-01,1
"1998",1946,6,24167,NA,"und",24167,1946-06-01,1
"1999",1946,7,29141,NA,"und",29141,1946-07-01,1
"2000",1946,8,31240,NA,"und",31240,1946-08-01,1
"2001",1946,9,29035,NA,"und",29035,1946-09-01,1
"2002",1946,10,31870,NA,"und",31870,1946-10-01,1
"2003",1946,11,26308,NA,"und",26308,1946-11-01,1
"2004",1946,12,23823,NA,"und",23823,1946-12-01,1
"2005",1947,1,31992,NA,"und",31992,1947-01-01,1
"2006",1947,2,25623,NA,"und",25623,1947-02-01,1
"2007",1947,3,24143,NA,"und",24143,1947-03-01,1
"2008",1947,4,26497,NA,"und",26497,1947-04-01,1
"2009",1947,5,34715,NA,"und",34715,1947-05-01,1
"2010",1947,6,27084,NA,"und",27084,1947-06-01,1
"2011",1947,7,31875,NA,"und",31875,1947-07-01,1
"2012",1947,8,29180,NA,"und",29180,1947-08-01,1
"2013",1947,9,26471,NA,"und",26471,1947-09-01,1
"2014",1947,10,27116,NA,"und",27116,1947-10-01,1
"2015",1947,11,21495,NA,"und",21495,1947-11-01,1
"2016",1947,12,23728,NA,"und",23728,1947-12-01,1
"2017",1948,1,21576,NA,"und",21576,1948-01-01,1
"2018",1948,2,22450,NA,"und",22450,1948-02-01,1
"2019",1948,3,25002,NA,"und",25002,1948-03-01,1
"2020",1948,4,26638,NA,"und",26638,1948-04-01,1
"2021",1948,5,24933,NA,"und",24933,1948-05-01,1
"2022",1948,6,24293,NA,"und",24293,1948-06-01,1
"2023",1948,7,28242,NA,"und",28242,1948-07-01,1
"2024",1948,8,34248,NA,"und",34248,1948-08-01,1
"2025",1948,9,37098,NA,"und",37098,1948-09-01,1
"2026",1948,10,41067,NA,"und",41067,1948-10-01,1
"2027",1948,11,35468,NA,"und",35468,1948-11-01,1
"2028",1948,12,38725,NA,"und",38725,1948-12-01,1
"2029",1949,1,28670,NA,"und",28670,1949-01-01,1
"2030",1949,2,28983,NA,"und",28983,1949-02-01,1
"2031",1949,3,32321,NA,"und",32321,1949-03-01,1
"2032",1949,4,35282,NA,"und",35282,1949-04-01,1
"2033",1949,5,44095,NA,"und",44095,1949-05-01,1
"2034",1949,6,40955,NA,"und",40955,1949-06-01,1
"2035",1949,7,52926,NA,"und",52926,1949-07-01,1
"2036",1949,8,56536,NA,"und",56536,1949-08-01,1
"2037",1949,9,80138,NA,"und",65541,1949-09-01,1.22271555209716
"2038",1949,10,95915,NA,"und",72496,1949-10-01,1.32303851246965
"2039",1949,11,142128,NA,"und",111273,1949-11-01,1.27729098703189
"2040",1949,12,168310,NA,"und",147960,1949-12-01,1.13753717220871
"2041",1950,1,125633,NA,"und",125633,1950-01-01,1
"2042",1950,2,111339,NA,"und",111339,1950-02-01,1
"2043",1950,3,157922,NA,"und",157922,1950-03-01,1
"2044",1950,4,148386,NA,"und",148386,1950-04-01,1
"2045",1950,5,154021,NA,"und",154021,1950-05-01,1
"2046",1950,6,140973,NA,"und",140973,1950-06-01,1
"2047",1950,7,128953,NA,"und",128953,1950-07-01,1
"2048",1950,8,119385,NA,"und",119385,1950-08-01,1
"2049",1950,9,120321,NA,"und",120321,1950-09-01,1
"2050",1950,10,118738,NA,"und",118738,1950-10-01,1
"2051",1950,11,114537,NA,"und",114537,1950-11-01,1
"2052",1950,12,113887,NA,"und",113887,1950-12-01,1
