"","year","month","count","n_page","mot","base","date","ratio"
"1376",1894,8,762871,NA,"und",713713,1894-08-01,1.06887642511766
"1377",1894,9,762953,NA,"und",715081,1894-09-01,1.06694626203185
"1378",1894,10,785565,NA,"und",735625,1894-10-01,1.06788785046729
"1379",1894,11,745182,NA,"und",696018,1894-11-01,1.07063610423868
"1380",1894,12,778499,NA,"und",728940,1894-12-01,1.0679877630532
"1381",1895,1,751540,NA,"und",710535,1895-01-01,1.05771003539586
"1382",1895,2,678925,NA,"und",642259,1895-02-01,1.05708911825292
"1383",1895,3,794814,NA,"und",753785,1895-03-01,1.05443064003662
"1384",1895,4,745777,NA,"und",709583,1895-04-01,1.05100742266937
"1385",1895,5,801673,NA,"und",759669,1895-05-01,1.05529250239249
"1386",1895,6,777560,NA,"und",738550,1895-06-01,1.05281971430506
"1387",1895,7,793584,NA,"und",749954,1895-07-01,1.05817690151663
"1388",1895,8,819235,NA,"und",774068,1895-08-01,1.05835017078603
"1389",1895,9,782487,NA,"und",743213,1895-09-01,1.05284353206954
"1390",1895,10,840255,NA,"und",797595,1895-10-01,1.05348579166118
"1391",1895,11,782151,NA,"und",742178,1895-11-01,1.05385904729054
"1392",1895,12,786123,NA,"und",748351,1895-12-01,1.05047364137951
"1393",1896,1,764460,NA,"und",723552,1896-01-01,1.05653774711424
"1394",1896,2,754225,NA,"und",710700,1896-02-01,1.06124243703391
"1395",1896,3,824709,NA,"und",778527,1896-03-01,1.05931971530852
"1396",1896,4,768572,NA,"und",719606,1896-04-01,1.06804556938102
"1397",1896,5,799586,NA,"und",748659,1896-05-01,1.06802429410453
"1398",1896,6,812174,NA,"und",758030,1896-06-01,1.07142725221957
"1399",1896,7,816943,NA,"und",770618,1896-07-01,1.06011409024964
"1400",1896,8,801870,NA,"und",754550,1896-08-01,1.06271287522364
"1401",1896,9,854383,NA,"und",806910,1896-09-01,1.05883307927774
"1402",1896,10,871197,NA,"und",818749,1896-10-01,1.06405870419384
"1403",1896,11,773241,NA,"und",719778,1896-11-01,1.07427706876287
"1404",1896,12,832788,NA,"und",771734,1896-12-01,1.07911275128477
"1405",1897,1,775953,NA,"und",729167,1897-01-01,1.06416362781091
"1406",1897,2,749984,NA,"und",701531,1897-02-01,1.06906751091541
"1407",1897,3,860614,NA,"und",803904,1897-03-01,1.07054324894515
"1408",1897,4,803998,NA,"und",755445,1897-04-01,1.06427072784915
"1409",1897,5,827248,NA,"und",775544,1897-05-01,1.06666804204533
"1410",1897,6,796304,NA,"und",747833,1897-06-01,1.06481527292858
"1411",1897,7,841441,NA,"und",788449,1897-07-01,1.0672104346635
"1412",1897,8,818670,NA,"und",766309,1897-08-01,1.06832883340793
"1413",1897,9,847053,NA,"und",796333,1897-09-01,1.06369194796649
"1414",1897,10,871042,NA,"und",816752,1897-10-01,1.0664706055204
"1415",1897,11,805726,NA,"und",757397,1897-11-01,1.06380933645103
"1416",1897,12,894762,NA,"und",840285,1897-12-01,1.06483157500134
"1417",1898,1,798386,NA,"und",743975,1898-01-01,1.07313552202695
"1418",1898,2,771475,NA,"und",719641,1898-02-01,1.07202758041857
"1419",1898,3,888727,NA,"und",828324,1898-03-01,1.07292194841632
"1420",1898,4,845885,NA,"und",790880,1898-04-01,1.06954910985232
"1421",1898,5,856823,NA,"und",803409,1898-05-01,1.06648419422735
"1422",1898,6,834359,NA,"und",779210,1898-06-01,1.07077552906149
"1423",1898,7,885749,NA,"und",818772,1898-07-01,1.08180177143332
"1424",1898,8,882915,NA,"und",808287,1898-08-01,1.09232859120585
"1425",1898,9,887535,NA,"und",815464,1898-09-01,1.08838035768593
"1426",1898,10,923445,NA,"und",853541,1898-10-01,1.08189881915456
"1427",1898,11,862241,NA,"und",796721,1898-11-01,1.08223706918733
"1428",1898,12,944521,NA,"und",871325,1898-12-01,1.08400539408372
"1429",1899,1,836703,NA,"und",781165,1899-01-01,1.07109637528563
"1430",1899,2,789034,NA,"und",734342,1899-02-01,1.07447755950225
"1431",1899,3,892584,NA,"und",833895,1899-03-01,1.07037936430846
"1432",1899,4,849358,NA,"und",777968,1899-04-01,1.09176469983341
"1433",1899,5,838855,NA,"und",782835,1899-05-01,1.07156041822351
"1434",1899,6,843987,NA,"und",785430,1899-06-01,1.07455406592567
"1435",1899,7,832411,NA,"und",758647,1899-07-01,1.0972309914888
"1436",1899,8,839750,NA,"und",764222,1899-08-01,1.09882992114857
"1437",1899,9,817145,NA,"und",749884,1899-09-01,1.08969520619189
"1438",1899,10,932502,NA,"und",845689,1899-10-01,1.10265357595996
"1439",1899,11,881691,NA,"und",800132,1899-11-01,1.10193193123135
"1440",1899,12,930128,NA,"und",844095,1899-12-01,1.10192336170692
"1441",1900,1,907576,NA,"und",833961,1900-01-01,1.08827151389573
"1442",1900,2,870130,NA,"und",799149,1900-02-01,1.08882073305479
"1443",1900,3,1008166,NA,"und",928271,1900-03-01,1.08606861573829
"1444",1900,4,901707,NA,"und",828088,1900-04-01,1.0889023871859
"1445",1900,5,965126,NA,"und",899856,1900-05-01,1.07253382763464
"1446",1900,6,912252,NA,"und",850286,1900-06-01,1.0728766556194
"1447",1900,7,897990,NA,"und",833409,1900-07-01,1.07749016389312
"1448",1900,8,912914,NA,"und",848571,1900-08-01,1.0758251224706
"1449",1900,9,884425,NA,"und",833367,1900-09-01,1.06126712480816
"1450",1900,10,913337,NA,"und",861160,1900-10-01,1.06058920525802
"1451",1900,11,854870,NA,"und",803915,1900-11-01,1.06338356667061
"1452",1900,12,891703,NA,"und",840877,1900-12-01,1.06044403640485
"1453",1901,1,895630,NA,"und",839309,1901-01-01,1.06710401056107
"1454",1901,2,804845,NA,"und",755847,1901-02-01,1.06482528871584
"1455",1901,3,930153,NA,"und",874935,1901-03-01,1.06311097395807
"1456",1901,4,855031,NA,"und",803434,1901-04-01,1.06422058314684
"1457",1901,5,862597,NA,"und",811616,1901-05-01,1.06281418799038
"1458",1901,6,870756,NA,"und",820572,1901-06-01,1.06115733902692
"1459",1901,7,894759,NA,"und",824579,1901-07-01,1.0851100986079
"1460",1901,8,920633,NA,"und",849634,1901-08-01,1.08356421706288
"1461",1901,9,875158,NA,"und",808466,1901-09-01,1.0824920281125
"1462",1901,10,966935,NA,"und",882431,1901-10-01,1.09576272819065
"1463",1901,11,908895,NA,"und",830897,1901-11-01,1.09387204430874
"1464",1901,12,938523,NA,"und",861781,1901-12-01,1.0890504664178
"1465",1902,1,829190,NA,"und",777430,1902-01-01,1.06657834145839
"1466",1902,2,766620,NA,"und",715833,1902-02-01,1.07094811219935
"1467",1902,3,872600,NA,"und",818091,1902-03-01,1.06662950698639
"1468",1902,4,897850,NA,"und",841390,1902-04-01,1.06710324581942
"1469",1902,5,903304,NA,"und",847985,1902-05-01,1.06523582374688
"1470",1902,6,896739,NA,"und",840474,1902-06-01,1.06694436710713
"1471",1902,7,920866,NA,"und",856739,1902-07-01,1.07485010020555
"1472",1902,8,900854,NA,"und",836193,1902-08-01,1.07732784177815
"1473",1902,9,867982,NA,"und",809416,1902-09-01,1.0723558713937
"1474",1902,10,925196,NA,"und",863601,1902-10-01,1.07132344682324
"1475",1902,11,867813,NA,"und",817244,1902-11-01,1.06187748089922
"1476",1902,12,880728,NA,"und",826662,1902-12-01,1.06540278856413
"1477",1903,1,923609,NA,"und",868071,1903-01-01,1.06397863769208
"1478",1903,2,867743,NA,"und",806977,1903-02-01,1.07530078304586
"1479",1903,3,987403,NA,"und",919719,1903-03-01,1.07359204278698
"1480",1903,4,921611,NA,"und",849998,1903-04-01,1.08425078647244
"1481",1903,5,988904,NA,"und",916076,1903-05-01,1.07949995415228
"1482",1903,6,927838,NA,"und",858443,1903-06-01,1.08083821523386
"1483",1903,7,979193,NA,"und",905093,1903-07-01,1.08187003987436
"1484",1903,8,969873,NA,"und",896320,1903-08-01,1.08206109425205
"1485",1903,9,975269,NA,"und",915453,1903-09-01,1.06534032877712
"1486",1903,10,1032559,NA,"und",968845,1903-10-01,1.06576284132137
"1487",1903,11,906472,NA,"und",851818,1903-11-01,1.06416159320418
"1488",1903,12,905532,NA,"und",845613,1903-12-01,1.07085865520043
"1489",1904,1,918077,NA,"und",872949,1904-01-01,1.05169603264337
"1490",1904,2,916713,NA,"und",854032,1904-02-01,1.07339420536935
"1491",1904,3,1026639,NA,"und",957831,1904-03-01,1.07183730741644
"1492",1904,4,933835,NA,"und",870437,1904-04-01,1.07283467959197
"1493",1904,5,945138,NA,"und",884945,1904-05-01,1.06801891642983
"1494",1904,6,974599,NA,"und",908890,1904-06-01,1.0722958773889
"1495",1904,7,996680,NA,"und",923175,1904-07-01,1.07962195683375
"1496",1904,8,964958,NA,"und",889380,1904-08-01,1.08497829948953
"1497",1904,9,964801,NA,"und",897400,1904-09-01,1.0751069757076
"1498",1904,10,1018750,NA,"und",949284,1904-10-01,1.07317725780694
"1499",1904,11,974130,NA,"und",907901,1904-11-01,1.07294738082676
"1500",1904,12,1051348,NA,"und",979549,1904-12-01,1.07329801776124
"1501",1905,1,1023434,NA,"und",946002,1905-01-01,1.08185183540838
"1502",1905,2,956403,NA,"und",886989,1905-02-01,1.07825801672851
"1503",1905,3,1078113,NA,"und",998490,1905-03-01,1.07974341255296
"1504",1905,4,1038369,NA,"und",965170,1905-04-01,1.07584052550328
"1505",1905,5,1144160,NA,"und",1067420,1905-05-01,1.07189297558599
"1506",1905,6,1043389,NA,"und",973998,1905-06-01,1.0712434727792
"1507",1905,7,1048413,NA,"und",974459,1905-07-01,1.07589236694412
"1508",1905,8,1050921,NA,"und",978202,1905-08-01,1.07433945136076
"1509",1905,9,1035365,NA,"und",963641,1905-09-01,1.07443020793013
"1510",1905,10,1077291,NA,"und",1001381,1905-10-01,1.07580531286294
"1511",1905,11,1023287,NA,"und",951920,1905-11-01,1.07497163627196
"1512",1905,12,1033752,NA,"und",960199,1905-12-01,1.07660182941244
"1513",1906,1,981591,NA,"und",916944,1906-01-01,1.07050266973774
"1514",1906,2,945783,NA,"und",884730,1906-02-01,1.06900749381167
"1515",1906,3,1075987,NA,"und",1005248,1906-03-01,1.07036969981537
"1516",1906,4,958723,NA,"und",897174,1906-04-01,1.06860319180003
"1517",1906,5,1051443,NA,"und",986494,1906-05-01,1.06583821087609
"1518",1906,6,987529,NA,"und",922134,1906-06-01,1.07091702507445
"1519",1906,7,1020843,NA,"und",954983,1906-07-01,1.06896457842705
"1520",1906,8,1005697,NA,"und",935184,1906-08-01,1.07540013516057
"1521",1906,9,964887,NA,"und",898372,1906-09-01,1.07403948475687
"1522",1906,10,1114841,NA,"und",1048393,1906-10-01,1.06338081234804
"1523",1906,11,1038561,NA,"und",977565,1906-11-01,1.06239585091528
"1524",1906,12,1096760,NA,"und",1024956,1906-12-01,1.07005569019548
"1525",1907,1,1073379,NA,"und",1000398,1907-01-01,1.07295196511788
"1526",1907,2,964211,NA,"und",899751,1907-02-01,1.0716420431875
"1527",1907,3,1115863,NA,"und",1040979,1907-03-01,1.07193612935516
"1528",1907,4,1037148,NA,"und",966100,1907-04-01,1.07354104130007
"1529",1907,5,1059260,NA,"und",990570,1907-05-01,1.06934391310054
"1530",1907,6,1074020,NA,"und",1009240,1907-06-01,1.06418691292458
"1531",1907,7,1049803,NA,"und",981462,1907-07-01,1.06963183495642
"1532",1907,8,1071857,NA,"und",1000543,1907-08-01,1.07127529751345
"1533",1907,9,1053641,NA,"und",987958,1907-09-01,1.06648359545649
"1534",1907,10,1146117,NA,"und",1077202,1907-10-01,1.06397593023407
"1535",1907,11,1073848,NA,"und",1011881,1907-11-01,1.06123941451613
"1536",1907,12,1031584,NA,"und",963291,1907-12-01,1.07089550302037
"1537",1908,1,1080357,NA,"und",1010685,1908-01-01,1.06893542498405
"1538",1908,2,1099830,NA,"und",1031348,1908-02-01,1.06640047782126
"1539",1908,3,1126743,NA,"und",1055984,1908-03-01,1.06700764405521
"1540",1908,4,1113828,NA,"und",1043617,1908-04-01,1.0672765966825
"1541",1908,5,1174098,NA,"und",1101389,1908-05-01,1.06601573104507
"1542",1908,6,1087687,NA,"und",1018314,1908-06-01,1.06812535229801
"1543",1908,7,1103132,NA,"und",1026021,1908-07-01,1.07515538180992
"1544",1908,8,1077826,NA,"und",1000615,1908-08-01,1.07716354442018
"1545",1908,9,1026491,NA,"und",951973,1908-09-01,1.0782774301372
"1546",1908,10,1078826,NA,"und",1001180,1908-10-01,1.07755448570687
"1547",1908,11,1057041,NA,"und",987491,1908-11-01,1.07043102164982
"1548",1908,12,1127059,NA,"und",1049719,1908-12-01,1.0736768601883
"1549",1909,1,1141388,NA,"und",1065259,1909-01-01,1.07146524929618
"1550",1909,2,1075354,NA,"und",1004264,1909-02-01,1.07078815928879
"1551",1909,3,1218008,NA,"und",1137165,1909-03-01,1.07109170612884
"1552",1909,4,1137824,NA,"und",1062450,1909-04-01,1.07094357381524
"1553",1909,5,1158480,NA,"und",1090833,1909-05-01,1.06201407548176
"1554",1909,6,1138112,NA,"und",1070441,1909-06-01,1.06321787001806
"1555",1909,7,1163548,NA,"und",1100242,1909-07-01,1.05753825067576
"1556",1909,8,1078722,NA,"und",1019579,1909-08-01,1.05800727555197
"1557",1909,9,1129713,NA,"und",1069398,1909-09-01,1.05640089096856
"1558",1909,10,1172490,NA,"und",1109632,1909-10-01,1.0566476092975
"1559",1909,11,1060787,NA,"und",1001068,1909-11-01,1.05965528815225
"1560",1909,12,1188502,NA,"und",1124592,1909-12-01,1.05682949905388
"1561",1910,1,1059096,NA,"und",982799,1910-01-01,1.07763235412327
"1562",1910,2,1034276,NA,"und",963495,1910-02-01,1.07346275798006
"1563",1910,3,1169602,NA,"und",1089837,1910-03-01,1.07318984398584
"1564",1910,4,1151990,NA,"und",1073972,1910-04-01,1.07264435199428
"1565",1910,5,1074865,NA,"und",999665,1910-05-01,1.07522520044215
"1566",1910,6,1107253,NA,"und",1027027,1910-06-01,1.07811479152934
"1567",1910,7,1049022,NA,"und",968452,1910-07-01,1.08319462399789
"1568",1910,8,1104317,NA,"und",1017297,1910-08-01,1.08554040757026
"1569",1910,9,1104072,NA,"und",1022948,1910-09-01,1.07930412885112
"1570",1910,10,1133929,NA,"und",1048421,1910-10-01,1.08155883943568
"1571",1910,11,1071996,NA,"und",990621,1910-11-01,1.08214544210147
"1572",1910,12,1083709,NA,"und",995887,1910-12-01,1.08818470368626
"1573",1911,1,1058961,NA,"und",978306,1911-01-01,1.08244352993849
"1574",1911,2,968736,NA,"und",895173,1911-02-01,1.0821774115171
"1575",1911,3,1161629,NA,"und",1077381,1911-03-01,1.07819703521781
"1576",1911,4,1065497,NA,"und",985151,1911-04-01,1.0815570404943
"1577",1911,5,1117673,NA,"und",1034565,1911-05-01,1.08033134699125
"1578",1911,6,1060018,NA,"und",981616,1911-06-01,1.07987033626184
"1579",1911,7,1076681,NA,"und",992337,1911-07-01,1.0849953191305
"1580",1911,8,1067290,NA,"und",980983,1911-08-01,1.08798011790215
"1581",1911,9,1065960,NA,"und",984838,1911-09-01,1.08237090770259
"1582",1911,10,1102707,NA,"und",1020713,1911-10-01,1.0803301221793
"1583",1911,11,997481,NA,"und",921131,1911-11-01,1.08288723319484
"1584",1911,12,1107301,NA,"und",1025237,1911-12-01,1.08004393130564
"1585",1912,1,1051672,NA,"und",989310,1912-01-01,1.06303585327147
"1586",1912,2,1103134,NA,"und",1035444,1912-02-01,1.06537292214741
"1587",1912,3,1208483,NA,"und",1137311,1912-03-01,1.06257918898173
"1588",1912,4,1075396,NA,"und",1009504,1912-04-01,1.06527165816084
"1589",1912,5,1150544,NA,"und",1079245,1912-05-01,1.06606377606568
"1590",1912,6,1120767,NA,"und",1051942,1912-06-01,1.06542661097285
"1591",1912,7,1096466,NA,"und",1024051,1912-07-01,1.0707142515363
"1592",1912,8,1108362,NA,"und",1029550,1912-08-01,1.07654994900685
"1593",1912,9,1025663,NA,"und",945894,1912-09-01,1.08433185959526
"1594",1912,10,1068944,NA,"und",982462,1912-10-01,1.08802579641757
"1595",1912,11,1009575,NA,"und",930931,1912-11-01,1.08447887115157
"1596",1912,12,1086303,NA,"und",1001556,1912-12-01,1.08461533853324
"1597",1913,1,1068047,NA,"und",988413,1913-01-01,1.0805675360401
"1598",1913,2,1009920,NA,"und",933777,1913-02-01,1.08154302365554
"1599",1913,3,1120198,NA,"und",1038966,1913-03-01,1.07818542666459
"1600",1913,4,1131496,NA,"und",1046409,1913-04-01,1.08131332968275
"1601",1913,5,1100661,NA,"und",1019429,1913-05-01,1.07968382300288
"1602",1913,6,1092851,NA,"und",1007439,1913-06-01,1.08478131182136
"1603",1913,7,1107638,NA,"und",1017562,1913-07-01,1.08852138739458
"1604",1913,8,1091693,NA,"und",1001878,1913-08-01,1.08964664360331
"1605",1913,9,1105008,NA,"und",1018466,1913-09-01,1.08497289060214
"1606",1913,10,1191374,NA,"und",1098882,1913-10-01,1.0841691828604
"1607",1913,11,1077955,NA,"und",997125,1913-11-01,1.08106305628682
"1608",1913,12,1141672,NA,"und",1053094,1913-12-01,1.08411214953271
"1609",1914,1,1108813,NA,"und",1033747,1914-01-01,1.07261544652608
"1610",1914,2,1060759,NA,"und",994873,1914-02-01,1.06622553833504
"1611",1914,3,1214354,NA,"und",1139076,1914-03-01,1.0660868985037
"1612",1914,4,1123307,NA,"und",1052737,1914-04-01,1.06703478646614
"1613",1914,5,1223259,NA,"und",1141375,1914-05-01,1.07174153980944
"1614",1914,6,1095307,NA,"und",1020920,1914-06-01,1.07286271206363
"1615",1914,7,1201605,NA,"und",1114780,1914-07-01,1.07788532266456
"1616",1914,8,915281,NA,"und",842563,1914-08-01,1.08630571245118
"1617",1914,9,906253,NA,"und",831524,1914-09-01,1.08986992558242
"1618",1914,10,990521,NA,"und",912146,1914-10-01,1.08592374466368
"1619",1914,11,932383,NA,"und",861707,1914-11-01,1.08201859796892
"1620",1914,12,976979,NA,"und",903555,1914-12-01,1.08126124032295
"1621",1915,1,923736,NA,"und",853534,1915-01-01,1.0822486274712
"1622",1915,2,854822,NA,"und",785767,1915-02-01,1.08788228571574
"1623",1915,3,950694,NA,"und",874385,1915-03-01,1.08727162519943
"1624",1915,4,886058,NA,"und",818185,1915-04-01,1.08295556628391
"1625",1915,5,915026,NA,"und",847609,1915-05-01,1.07953785294871
"1626",1915,6,926521,NA,"und",853503,1915-06-01,1.08555095881327
"1627",1915,7,998398,NA,"und",923241,1915-07-01,1.08140561348554
"1628",1915,8,984247,NA,"und",910401,1915-08-01,1.08111370703679
"1629",1915,9,930755,NA,"und",858436,1915-09-01,1.08424506893933
"1630",1915,10,962704,NA,"und",884392,1915-10-01,1.08854896923536
"1631",1915,11,906638,NA,"und",832531,1915-11-01,1.08901410277815
"1632",1915,12,993913,NA,"und",914782,1915-12-01,1.08650257657016
"1633",1916,1,882130,NA,"und",812909,1916-01-01,1.08515221260928
"1634",1916,2,855452,NA,"und",792239,1916-02-01,1.07979031580117
"1635",1916,3,919764,NA,"und",852211,1916-03-01,1.07926792777845
"1636",1916,4,833020,NA,"und",770560,1916-04-01,1.08105793189369
"1637",1916,5,906372,NA,"und",836740,1916-05-01,1.08321820398212
"1638",1916,6,805935,NA,"und",745383,1916-06-01,1.08123608936614
"1639",1916,7,827657,NA,"und",762612,1916-07-01,1.08529238983913
"1640",1916,8,838726,NA,"und",772143,1916-08-01,1.08623143640491
"1641",1916,9,823678,NA,"und",761989,1916-09-01,1.08095786159643
"1642",1916,10,829629,NA,"und",766863,1916-10-01,1.08184773551469
"1643",1916,11,817649,NA,"und",759518,1916-11-01,1.07653669827443
"1644",1916,12,850853,NA,"und",794713,1916-12-01,1.07064185435497
"1645",1917,1,855759,NA,"und",788413,1917-01-01,1.08541969754431
"1646",1917,2,770292,NA,"und",716495,1917-02-01,1.07508356652873
"1647",1917,3,896975,NA,"und",831728,1917-03-01,1.07844752130504
"1648",1917,4,763691,NA,"und",706773,1917-04-01,1.08053222180247
"1649",1917,5,811598,NA,"und",752568,1917-05-01,1.07843809463065
"1650",1917,6,755900,NA,"und",697822,1917-06-01,1.08322752793692
"1651",1917,7,766848,NA,"und",712410,1917-07-01,1.07641386280372
"1652",1917,8,780361,NA,"und",720011,1917-08-01,1.08381816388916
"1653",1917,9,749915,NA,"und",693925,1917-09-01,1.08068595309291
"1654",1917,10,745959,NA,"und",690391,1917-10-01,1.08048772362328
"1655",1917,11,696667,NA,"und",641924,1917-11-01,1.0852795658053
"1656",1917,12,701846,NA,"und",651235,1917-12-01,1.07771541762958
"1657",1918,1,746315,NA,"und",697329,1918-01-01,1.07024804647448
"1658",1918,2,710982,NA,"und",666317,1918-02-01,1.06703265862945
"1659",1918,3,766328,NA,"und",714709,1918-03-01,1.07222380017602
"1660",1918,4,725748,NA,"und",674781,1918-04-01,1.07553117233591
"1661",1918,5,718679,NA,"und",670068,1918-05-01,1.07254636842828
"1662",1918,6,746685,NA,"und",688076,1918-06-01,1.0851780907923
"1663",1918,7,784341,NA,"und",715201,1918-07-01,1.09667212433987
"1664",1918,8,822026,NA,"und",748582,1918-08-01,1.09811082820586
"1665",1918,9,776049,NA,"und",707278,1918-09-01,1.09723333682088
"1666",1918,10,785975,NA,"und",716577,1918-10-01,1.09684653568284
"1667",1918,11,708825,NA,"und",643812,1918-11-01,1.10098134237945
"1668",1918,12,672198,NA,"und",606283,1918-12-01,1.10871985524912
"1669",1919,1,688565,NA,"und",630645,1919-01-01,1.09184247873209
"1670",1919,2,681677,NA,"und",622552,1919-02-01,1.09497198627585
"1671",1919,3,777187,NA,"und",710332,1919-03-01,1.09411796174183
"1672",1919,4,749103,NA,"und",690586,1919-04-01,1.08473528278882
"1673",1919,5,806160,NA,"und",736074,1919-05-01,1.09521597013344
"1674",1919,6,718524,NA,"und",651855,1919-06-01,1.10227581287249
"1675",1919,7,816265,NA,"und",746659,1919-07-01,1.09322327863188
"1676",1919,8,805747,NA,"und",735553,1919-08-01,1.09543024092078
"1677",1919,9,768184,NA,"und",702177,1919-09-01,1.09400336382422
"1678",1919,10,798799,NA,"und",722358,1919-10-01,1.10582149017523
"1679",1919,11,682557,NA,"und",614674,1919-11-01,1.11043740259064
"1680",1919,12,709841,NA,"und",638882,1919-12-01,1.11106745846651
"1681",1920,1,722608,NA,"und",664261,1920-01-01,1.08783746147975
"1682",1920,2,680704,NA,"und",627590,1920-02-01,1.08463168629201
"1683",1920,3,698403,NA,"und",650411,1920-03-01,1.07378718994605
"1684",1920,4,691743,NA,"und",640358,1920-04-01,1.0802441759141
"1685",1920,5,717030,NA,"und",664495,1920-05-01,1.07906003807403
"1686",1920,6,742322,NA,"und",686609,1920-06-01,1.08114225126673
"1687",1920,7,785628,NA,"und",727251,1920-07-01,1.08027077308935
"1688",1920,8,762359,NA,"und",707392,1920-08-01,1.07770373428029
"1689",1920,9,777533,NA,"und",720673,1920-09-01,1.07889847406521
"1690",1920,10,805532,NA,"und",746762,1920-10-01,1.07869977315396
"1691",1920,11,770060,NA,"und",712723,1920-11-01,1.08044780370495
"1692",1920,12,843921,NA,"und",779791,1920-12-01,1.08223998481644
"1693",1921,1,814832,NA,"und",748112,1921-01-01,1.08918450713262
"1694",1921,2,796026,NA,"und",730590,1921-02-01,1.08956596723196
"1695",1921,3,861414,NA,"und",792742,1921-03-01,1.08662591360115
"1696",1921,4,849493,NA,"und",788889,1921-04-01,1.07682196101099
"1697",1921,5,783695,NA,"und",732162,1921-05-01,1.07038469628306
"1698",1921,6,852700,NA,"und",798898,1921-06-01,1.06734526810682
"1699",1921,7,862113,NA,"und",805093,1921-07-01,1.0708241159717
"1700",1921,8,883225,NA,"und",823133,1921-08-01,1.07300399813882
"1701",1921,9,904180,NA,"und",840233,1921-09-01,1.07610627052258
"1702",1921,10,944657,NA,"und",881816,1921-10-01,1.07126316601196
"1703",1921,11,918266,NA,"und",847319,1921-11-01,1.08373115674262
"1704",1921,12,941284,NA,"und",869469,1921-12-01,1.08259638929048
"1705",1922,1,846944,NA,"und",777764,1922-01-01,1.08894728992342
"1706",1922,2,745696,NA,"und",684766,1922-02-01,1.08897930095828
"1707",1922,3,877374,NA,"und",808040,1922-03-01,1.08580515816049
"1708",1922,4,792120,NA,"und",726648,1922-04-01,1.09010139710011
"1709",1922,5,807509,NA,"und",729743,1922-05-01,1.10656628429461
"1710",1922,6,789651,NA,"und",710890,1922-06-01,1.11079210567036
"1711",1922,7,805815,NA,"und",725255,1922-07-01,1.11107817250484
"1712",1922,8,803858,NA,"und",727128,1922-08-01,1.10552474942514
"1713",1922,9,742207,NA,"und",668602,1922-09-01,1.11008791478338
"1714",1922,10,727136,NA,"und",656012,1922-10-01,1.10841874843753
"1715",1922,11,662616,NA,"und",591400,1922-11-01,1.12041934392966
"1716",1922,12,656969,NA,"und",588404,1922-12-01,1.11652708003345
"1717",1923,1,704351,NA,"und",623856,1923-01-01,1.12902817316817
"1718",1923,2,648683,NA,"und",575121,1923-02-01,1.12790699696238
"1719",1923,3,699397,NA,"und",628338,1923-03-01,1.1130904067556
"1720",1923,4,680520,NA,"und",615529,1923-04-01,1.10558560197814
"1721",1923,5,756339,NA,"und",686028,1923-05-01,1.10248998583148
"1722",1923,6,790953,NA,"und",726934,1923-06-01,1.08806714227151
"1723",1923,7,750383,NA,"und",688153,1923-07-01,1.09043047113069
"1724",1923,8,725931,NA,"und",660963,1923-08-01,1.09829294529346
"1725",1923,9,674848,NA,"und",611978,1923-09-01,1.10273245116655
"1726",1923,10,736231,NA,"und",666971,1923-10-01,1.10384259585499
"1727",1923,11,659194,NA,"und",592978,1923-11-01,1.1116668746564
"1728",1923,12,721815,NA,"und",655571,1923-12-01,1.10104778887413
"1729",1924,1,793238,NA,"und",724344,1924-01-01,1.09511226709961
"1730",1924,2,838669,NA,"und",766197,1924-02-01,1.09458664025048
"1731",1924,3,998852,NA,"und",910943,1924-03-01,1.09650329383946
"1732",1924,4,916746,NA,"und",831429,1924-04-01,1.10261489555933
"1733",1924,5,990570,NA,"und",900895,1924-05-01,1.09953990198636
"1734",1924,6,924844,NA,"und",842557,1924-06-01,1.09766342217797
"1735",1924,7,1055194,NA,"und",964918,1924-07-01,1.09355820909134
"1736",1924,8,1027642,NA,"und",943792,1924-08-01,1.08884372827911
"1737",1924,9,1052111,NA,"und",963158,1924-09-01,1.09235556367699
"1738",1924,10,1140249,NA,"und",1044694,1924-10-01,1.09146697501852
"1739",1924,11,1075269,NA,"und",983662,1924-11-01,1.0931285339883
"1740",1924,12,1120168,NA,"und",1029071,1924-12-01,1.08852353238989
"1741",1925,1,1129493,NA,"und",1043215,1925-01-01,1.08270394885043
"1742",1925,2,1069099,NA,"und",987732,1925-02-01,1.08237760850109
"1743",1925,3,1180117,NA,"und",1091720,1925-03-01,1.08097039533946
"1744",1925,4,1101106,NA,"und",1011611,1925-04-01,1.08846780036991
"1745",1925,5,1198218,NA,"und",1110624,1925-05-01,1.07886917624687
"1746",1925,6,1072721,NA,"und",996805,1925-06-01,1.07615932905633
"1747",1925,7,1257051,NA,"und",1164360,1925-07-01,1.07960682263218
"1748",1925,8,1209432,NA,"und",1117208,1925-08-01,1.08254863910749
"1749",1925,9,1134052,NA,"und",1046581,1925-09-01,1.08357785971654
"1750",1925,10,1164320,NA,"und",1073079,1925-10-01,1.08502729062818
"1751",1925,11,1133187,NA,"und",1046890,1925-11-01,1.08243177411189
"1752",1925,12,1189464,NA,"und",1096813,1925-12-01,1.08447292291393
"1753",1926,1,1218675,NA,"und",1115319,1926-01-01,1.09266945152015
"1754",1926,2,1160451,NA,"und",1062902,1926-02-01,1.09177609977213
"1755",1926,3,1332266,NA,"und",1220498,1926-03-01,1.09157573383979
"1756",1926,4,1265535,NA,"und",1158603,1926-04-01,1.09229390913022
"1757",1926,5,1248100,NA,"und",1143064,1926-05-01,1.0918898679339
