"title","ark"
"L'Amitié Charles Péguy ","cb371287552"
"L'Action féministe ","cb326819362"
"Juristische Zeitschrift für das Reichsland Elsass Lothringen","cb34423802n"
"Journal des sciences militaires","cb32800408w"
"Free Europe","cb32778606z"
"Egunaria edo almanaca ","cb32768753j"
"Droit de Cité ","cb34523759h"
"Courrier des Alpes ","cb32750862n"
"Compte","cb41291760v"
"Cao miên huo´ng truyên","cb32737203r"
"Cahiers Jacques Maritain","cb34367296s"
"Cahiers alsaciens d'archéologie","cb343831065"
"Bulletin périodique de la presse chinoise","cb32732711j"
"Bulletin paroissial ","cb42777623d"
"Bulletin local ","cb32869102d"
"Bulletin des convocations et ordres du jour des LL","cb32725966w"
"Bulletin de la Société nationale d'acclimatation de France ","cb34508432f"
"Bulletin de la Société d'études scientifiques de l'Aude","cb327238873"
"Bulletin de la Société d'enseignement mutuel du Tonkin","cb327238366"
"Bulletin de la Fédération des caisses d'assurances mutuelles agricoles ","cb327226879"
"Bulletin de l'Union des sociétés de patronage de France","cb34437628z"
"Bulletin de l'Union des physiciens ","cb34378184z"
"Bulletin de l'Association philomathique d'Alsace et de Lorraine","cb34383552f"
"Bibliographie de la France","cb343501718"
"Art méridional ","cb32702637b"
"Archives des missions scientifiques et littéraires ","cb32701360s"
"Annales de la littérature et des arts","cb32693873p"
"Air France revue ","cb34446008n"
"Revue thomiste ","cb34349232m"
"Revue photographique ","cb32861108j"
"Revue des études historiques ","cb388743750"
"Revue de France ","cb32857072m"
"Revue contemporaine ","cb344617319"
"Recueil sommaire des arrêts de la Cour de cassation en matière civile","cb436121911"
"Recueil des notices et mémoires de la Société archéologique de la province de Constantine","cb328496371"
"Radio Saïgon","cb32847466k"
"Procès verbaux des séances ","cb328700114"
"Pionniers ","cb34372508h"
"Philatelia ","cb328392816"
"Petit Miliannais","cb32836946w"
"Nouvelle revue historique de droit français et étranger ","cb34416607b"
"Mémoires de la Société des lettres","cb32813324s"
"Mémoires de la Société de statistique du département des Deux Sèvres","cb32813308j"
"Mémoires de l'Institut historique de Provence","cb34427588b"
"Marseille revue photographique ","cb32811962h"
"Le Plaisir de vivre","cb32840168r"
"Le Jeune Parnasse ","cb32795881z"
"Le Courrier de Blida ","cb32750192n"
"Le Carillon stéphanois ","cb32737522v"
"La Vie ouvrière ","cb32889242b"
"La Semaine illustrée ","cb328669037"
"La Revue économique d'Extrême Orient ","cb32859432z"
"La Renaissance","cb34357019k"
"La Relève ","cb32850636q"
"La Griffe cinématographique ","cb327840145"
"La Fronde ","cb327788500"
"La Flèche ","cb34432427v"
"L'Éclair ","cb327636772"
"L'Écho du Palais ","cb32762316s"
"L'Avenir républicain de la Corrèze ","cb327089875"
"L'Avant scène ","cb32707778d"
"L'Artiste lyrique ","cb32702930r"
"L'Année littéraire ou Suite des Lettres sur quelques ecrits de ce temps","cb326950195"
"L'Algérie nouvelle","cb32685493g"
"Journal des initiés aux lois de la vie et de l'ordre universels","cb327998572"
"Journal des curés des villes et villages ","cb32799498j"
"Journal corporatif des dépositaires libraires","cb32796767c"
"Histoire de l'Académie royale des inscriptions et belles lettres","cb34529959h"
"Guide Rosenwald","cb344120051"
"Gazzetta italiana ","cb327816441"
"Chantiers ","cb327401150"
"Bulletin paroissial ","cb427444198"
"Bulletin paroissial ","cb42779265q"
"Bulletin de la Société de linguistique de Paris","cb343492767"
"Bulletin de la Société d'histoire naturelle de Colmar","cb34378624g"
"Bulletin de la Société académique de Brest","cb32723474n"
"Bulletin de la Section de géographie ","cb32745120s"
"Bulletin de la Ligue anti allemande ","cb327230705"
"Budget local du territoire du Dahomey ","cb412807414"
"Annales d'histoire économique et sociale ","cb34414997g"
"Almanach de la Champagne et de la Brie ","cb326870094"
"Roubaix socialiste ","cb32862875v"
"Revue viticole ","cb32861725s"
"Revue des études anciennes ","cb328584003"
"Rentrée solennelle des facultés de théologie","cb32681093d"
"Nouvelles archives des missions scientifiques et littéraires ","cb32826390h"
"Nos tablettes ","cb328246095"
"Mittheilungen aus dem Vogesenclub","cb34422709j"
"Mémoires de l'Académie des sciences","cb344001853"
"Les Soirées en famille ","cb32870659s"
"Les Pyrénées ","cb32846199g"
"Le Spiritualisme moderne ","cb32871800x"
"Le Siècle chantant ","cb32868139h"
"Le Rural ","cb32863440b"
"Le Pays de Montbéliard","cb34498713p"
"Le Nouveau programme ","cb328257566"
"Le Mostaganemois","cb32820242x"
"Le Cafard muselé ","cb32735055z"
"La Vie latine ","cb32889084q"
"La Vie en Alsace ","cb34356195q"
"La Vie anarchiste ","cb32888653v"
"La Terre promise ","cb32876950z"
"La Ruche foncière ","cb32863300t"
"La Revue du MCF ","cb328592312"
"L'Écho sportif du Nord de la France ","cb327631692"
"L'Âne ","cb326930426"
"L'Accueil Welcome ","cb32681321c"
"Journal du département de la Haute Vienne","cb328008367"
"Journal de jurisprudence civile et commerciale","cb32797491n"
"Hoy ","cb327876198"
"Gazette de Paris illustrée","cb32780571d"
"Feuillet trimestriel   ANAS ","cb34463955b"
"Études retiviennes","cb34372185v"
"Deutsche Volks Zeitung","cb32756747x"
"Démocrite ","cb327556253"
"Ça ira ","cb32734878k"
"Bulletin paroissial ","cb42768809f"
"Bulletin paroissial ","cb42263506h"
"Bulletin paroissial ","cb427444016"
"Bulletin paroissial ","cb42768088c"
"Bulletin paroissial ","cb42776411m"
"Bulletin paroissial ","cb42779388n"
"Bulletin de la Société d'études du Brionnais ","cb34430032v"
"Bulletin de la Société d'agriculture","cb34429419q"
"Bulletin de la Fédération des mutilés","cb32722721n"
"Bulletin de la Faculté des lettres de Strasbourg","cb34350616h"
"Bulletin d'information ","cb32717565q"
"Bulletin   Société d'histoire et d'archéologie de Saverne et de ses environs ","cb36134320d"
"Archives de tocologie des maladies des femmes et des enfants nouveau-nés","cb34400614z"
"Semaine financière de la Cote de la Bourse et de la banque ","cb32866881r"
"Revue de l'Orient ","cb328574376"
"Projet de budget des recettes et des dépenses pour l'exercice","cb412711912"
"Nouvelles officielles ","cb328268452"
"Mouseion","cb32820476s"
"Mémoires de la Société archéologique de l'Orléanais","cb328132413"
"Liberté","cb32806730b"
"Le Vieux Montmartre ","cb32889631s"
"Le Strapontin ","cb32873055g"
"Le Patronage ","cb32834225h"
"Le Musée social","cb344380601"
"Le Moniteur des architectes ","cb328189250"
"La Mode et la maison ","cb34444965g"
"La Bohême ","cb32713313z"
"L'Océanie française ","cb438647650"
"L'Italiano ","cb32794297f"
"L'Espoir illustré ","cb32769058k"
"L'Escargot ","cb37134847z"
"L'Écho des feuilletons ","cb32761540z"
"L'Avenir agathois ","cb32707953m"
"L'Alsacien ","cb32690536x"
"Journal des amis de la Constitution ","cb32799128j"
"Journal complémentaire du Dictionnaire des sciences médicales","cb32796762n"
"Femmes dans la Cité","cb32774088h"
"Exposé de la situation de l'Algérie ","cb32772141n"
"Elegancias ","cb32766043t"
"Écho de la location ","cb32760461d"
"Dupleix","cb32759249z"
"Compte rendu sur le recrutement de l'armée pendant l'année","cb414027628"
"Cahiers économiques et monétaires","cb343796043"
"Bulletin paroissial ","cb427484820"
"Bulletin paroissial ","cb427506897"
"Bulletin paroissial ","cb42771352q"
"Bulletin de la Société historique et archéologique du VIIIe arrondissement de Paris","cb32724623j"
"Bulletin de la Société botanique des Deux Sèvres","cb32723609r"
"Bulletin annuel   Association amicale des secrétaires et anciens secrétaires de la Conférence des avocats à Paris ","cb327045277"
"Annales des mines ","cb34378107h"
"Annales de Bretagne","cb34348154d"
"Zeitschrift für deutsches Alterthum und deutsche Litteratur","cb34472232q"
"Ste Cécile ","cb32864286b"
"Société archéologique de Bordeaux ","cb34432848x"
"Revue périodique de vulgarisation des sciences naturelles et préhistoriques de la Physiophile ","cb344175853"
"Revue des études coopératives mutualistes et associatives","cb343986288"
"Revue de la prévoyance et de la mutualité ","cb32857721n"
"Revue de l'enseignement technique ","cb344261195"
"Recueil spécial des accidents du travail ","cb32849792f"
"Recueil de plusieurs pieces d'eloquence et de poesie presentées à l'Academie françoise pour le prix de l'année ","cb344478141"
"Questions féminines et questions féministes ","cb328467038"
"Petite revue mensuelle des <U+009C>uvres","cb32838064t"
"Paris actualités ","cb32832152n"
"Mémoires de la Société centrale d'agriculture","cb32813252r"
"Mémoires   Fédération des sociétés d'histoire et d'archéologie de l'Aisne ","cb34409642c"
"Lettres champenoises","cb32806147d"
"Les Sports comtois ","cb37588155b"
"Les Annales coloniales ","cb326934111"
"Le Travailleur normand havrais ","cb32880313v"
"Le Travailleur de la banlieue ouest ","cb32880169x"
"Le Trait d'union du Patronage St Sépulcre ","cb32879454p"
"Le Sinistré","cb328684082"
"Le Républicain de Fécamp","cb32852316r"
"Le Nouveau journal ","cb32825618c"
"Le Gaulois","cb32779902n"
"Le Franco américain","cb32778301d"
"Le Fouet ","cb32776796j"
"Le Combattant républicain ","cb32744730h"
"Le Carillon dauphinois ","cb32737456w"
"Le Camp de Göttingen","cb32736741f"
"La Vie des sciences","cb343924404"
"La Vérité","cb328877009"
"La Tribune de Marseille et La Provence hôtelière","cb32881024x"
"L'Illustré de Roubaix ","cb327885940"
"L'Électrothérapie  ","cb327660116"
"L'Action socialiste nationale et internationale","cb32682309r"
"Gosses et frères de partout ","cb457866829"
"Feuillets de l'Association nationale des assistantes sociales et des assistants sociaux","cb37134185k"
"Dossiers pédagogiques de la radio et de la télévision scolaire","cb34361095f"
"D'r Klapperstei ","cb41947615c"
"Compte définitif des recettes et des dépenses de l'exercice","cb412697547"
"Compte définitif des recettes et des dépenses ","cb41280752s"
"Bulletin scientifique de l'enseignement secondaire spécial","cb327330366"
"Bulletin paroissial ","cb42746618z"
"Bulletin officiel de l'Association amicale des anciens élèves de l'École de notariat de Paris","cb32731676m"
"Bulletin mensuel ","cb32807694j"
"Bulletin de la Société philomathique ","cb32724815g"
"Bulletin de la Société franco japonaise de Paris","cb32724579w"
"Bulletin de la Société académique du Centre ","cb34422153c"
"Bulletin de la Chambre de commerce de Limoges","cb34518143g"
"Bulletin   Société d'histoire de Nanterre ","cb344231121"
"Bulletin ","cb32869485r"
"Budget local du Laos ","cb41271325t"
"Aulus mondain ","cb32706792q"
"Archives du bibliophile","cb34389653h"
"Annales des sciences psychiques ","cb32694313p"
"Adam chemisier ","cb34541274z"
"Revue pour tous","cb32861190k"
"Revue des bibliothèques ","cb32858209n"
"Revue de Paris ","cb41304908b"
"Réveil de la Kabylie","cb32854134m"
"Projet de budget","cb412807116"
"Portefeuille des conducteurs des ponts et chaussées et des garde mines","cb328414099"
"Polybiblion ","cb32841049f"
"Patron journal ","cb32834222g"
"Paris libre ","cb345319991"
"Munkásszemle ","cb32820830k"
"Moniteur des consulats ","cb328190023"
"Mémoires présentés par divers savans à l'Académie royale des sciences de l'Institut de France","cb328135052"
"Mémoires de la Société d'agriculture","cb40192660h"
"Les Forces spirituelles pour la protection et la guérison ","cb327764496"
"Les Annales du théâtre et de la musique ","cb32694497t"
"Le Républicain de Bel Abbès","cb32852286n"
"Le Quotidien de Montmartre ","cb421267926"
"Le Progrès de Neuilly ","cb328440553"
"Le Poilu du 37 ","cb32840486h"
"Le Père Duchesne ","cb328350972"
"Le Pénichien ","cb32834881n"
"Le Négociateur ","cb32822757t"
"Le Monde slave ","cb32818435x"
"Le Mois littéraire et historique","cb328177612"
"Le Méphisto ","cb32814239s"
"Le Journal des confiseurs glaciers","cb32799432m"
"Le Journal de la famille ","cb327979733"
"Le Fêtard ","cb32774236t"
"Le Boïeldieu ","cb32713336m"
"La Vie posthume ","cb328892890"
"La Revue des caisses d'épargne et de prévoyance","cb34349127r"
"La Patience ","cb37723295r"
"La Nouvelle revue indochinoise ","cb328262609"
"La Femme sportive ","cb32774068w"
"La Diligence ","cb327574209"
"L'Ordre marocain","cb328297832"
"L'Indicateur marocain","cb32790729c"
"L'Humanité intégrale ","cb32787753q"
"L'Ecole et la vie ","cb34445944r"
"L'Écho des gourbis ","cb327615806"
"L'Alliance internationale des anciens de la Cité universitaire de Paris","cb34382536z"
"Journal officiel de Diégo Suarez et dépendances","cb328020204"
"Journal de la Corrèze ","cb32797939x"
"Journal d'économie publique","cb32796964w"
"Il Lavoratore italiano ","cb32805375z"
"Ikdam ","cb32788322k"
"Globe ","cb34447233n"
"Fraternité ","cb327785029"
"Feuille de renseignements économiques ","cb34425287p"
"Écoutez moi","cb32764903k"
"Echo musical de l'Afrique du Nord","cb32762905s"
"Compte rendu des séances ","cb328690860"
"Châteaubriant ","cb34415714n"
"Cahiers d'archéologie et d'histoire d'Alsace ","cb34444196j"
"Bulletin paroissial ","cb42748027r"
"Bulletin paroissial ","cb427725577"
"Bulletin paroissial ","cb42746663s"
"Bulletin mensuel de la Prévoyance familiale saumuroise","cb32730259p"
"Bulletin de la Société scientifique d'hygiène alimentaire et d'alimentation rationnelle de l'homme","cb34378489h"
"Bulletin de la Société mathématique de France","cb34349299w"
"Bulletin ","cb34349275w"
"Basse cour et rucher ","cb32710176k"
"Basket magazine ","cb34476189c"
"Bao an y báo","cb32709970p"
"Art et critique ","cb344306911"
"Archives de médecine des enfants","cb34378104g"
"Annuaire de la Société d'histoire du val et de la ville de Munster  ","cb32696579n"
"Annales du Comité flamand de France","cb36142003q"
"Annales des sciences naturelles","cb34350427m"
"Annales agricoles et littéraires de la Dordogne ","cb32693372z"
"Agenda et annuaire de la magistrature","cb32683946v"
"Wrill ","cb32893863q"
"T'oung pao  ","cb34471359s"
"Souvenirs de la Flandre wallonne ","cb32871370q"
"Revue moderne des arts et de la vie","cb34404376n"
"Revue du mouvement social ","cb32858138z"
"Revue de Paris ","cb328579305"
"Réunion des sociétés savantes des départements à la Sorbonne","cb328535574"
"Rapport de l'inspecteur général directeur des haras à M","cb328480850"
"Moniteur général des ventes et des locations dans la ville d'Amiens et le département de la Somme","cb32819439j"
"Mauritania","cb328123832"
"Lettre journal de Paris ","cb32806094n"
"Le Technologiste ou Archives des progrès de l'industrie française et étrangère","cb328763164"
"Le Réveil ","cb44381187m"
"Le Professionnel du livre ","cb32843517p"
"Le Messager du Bon Pasteur ","cb32815091k"
"Le Martyre de Reims ","cb328120341"
"Le Brûleur de loups  ","cb32716350w"
"La Zone franc en","cb343981026"
"La Voix des humbles","cb32891212p"
"La Situation financière des communes en ","cb412872434"
"La Cité ","cb34450562k"
"L'Europe artiste ","cb32771216g"
"L'Étudiant ","cb32770987p"
"L'Égypte contemporaine","cb32765575k"
"L'Écho de la Bourse ","cb32760275j"
"L'Auvergnat de Lyon ","cb327073878"
"L'Année psychologique ","cb34348205g"
"L'Album de Sainte Cécile et les Petites affiches musicales ","cb326850894"
"L'Abeille haytienne","cb32680720w"
"Journal d'éducation chrétienne ","cb32796970t"
"Gestion ","cb414177871"
"Gazette des lettres","cb32780866n"
"Excursions et reconnaissances","cb32771935p"
"Comment enseigner ","cb32745273n"
"Chronique financière de la Banque franco algérienne ","cb327417763"
"Bulletins de la Société d'anthropologie de Paris","cb34374610t"
"Bulletin trimestriel   Syndicat national des institutrices et instituteurs publics de France et des colonies","cb34534155x"
