"ark","titre"
"cb327147615","
Bonhomme lochois (Le)"
"cb32783506p","
Grand illustré (Le) : Supplément d'actualités du Journal d'Indre-et-Loire"
"cb32797033c","
Journal d'Indre-et-Loire. Supplément illustré"
"cb328071031","
Libre Penseur de France (Le)"
"cb32876496w","
Télégramme d'Indre-et-Loire (Le)"
"cb32884261d","
Union libérale (L'), supplément illustré du dimanche"
