annee,mois,jour,total_n
1998,5,8,33353
1998,5,9,36652
1998,5,11,28300
1998,5,12,35210
1998,5,13,56260
1998,5,14,43911
1998,5,15,42243
1998,5,17,42954
1998,5,18,38816
1998,5,19,32475
1998,5,20,40533
1998,5,21,32434
1998,5,22,26425
1998,5,23,13481
1998,5,24,4876
1998,5,25,32306
1998,5,26,31806
1998,5,27,34679
1998,5,28,38432
1998,5,29,44629
1998,5,30,27321
1998,6,1,27285
1998,6,2,31323
1998,6,3,31299
1998,6,4,36744
1998,6,5,35569
1998,6,6,30868
1998,6,8,32591
1998,6,9,52263
1998,6,10,32303
1998,6,11,41453
1998,6,12,34133
1998,6,13,29684
1998,6,15,38401
1998,6,16,35624
1998,6,17,36941
1998,6,18,35805
1998,6,19,34449
1998,6,20,30042
1998,6,22,33115
1998,6,23,36592
1998,6,24,34448
1998,6,25,39352
1998,6,26,36330
1998,6,27,34392
1998,6,29,36279
1998,6,30,39598
1998,7,1,32720
1998,7,2,36764
1998,7,3,36737
1998,7,4,30299
1998,7,6,34039
1998,7,7,29746
1998,7,8,31738
1998,7,9,38400
1998,7,10,32454
1998,7,11,28174
1998,7,13,33262
1998,7,14,33206
1998,7,15,29209
1998,7,16,28716
1998,7,17,28140
1998,7,18,27589
1998,7,20,32788
1998,7,21,27709
1998,7,22,30298
1998,7,23,25094
1998,7,24,28250
1998,7,25,24223
1998,7,27,26298
1998,7,28,28935
1998,7,29,27868
1998,7,30,27239
1998,7,31,29212
1998,8,1,24259
1998,8,3,24426
1998,8,4,21044
1998,8,5,22828
1998,8,6,24002
1998,8,7,21291
1998,8,8,23128
1998,8,10,24896
1998,8,11,21272
1998,8,12,23744
1998,8,13,20072
1998,8,14,22845
1998,8,15,22056
1998,8,17,25774
1998,8,18,22294
1998,8,19,23661
1998,8,20,24135
1998,8,21,23697
1998,8,22,19355
1998,8,24,24449
1998,8,25,25661
1998,8,26,26095
1998,8,27,34202
1998,8,28,26306
1998,8,29,30868
1998,8,31,26103
1998,9,1,27310
1998,9,2,28721
1998,9,3,40374
1998,9,4,25540
1998,9,5,30151
1998,9,7,34391
1998,9,8,32747
1998,9,9,31130
1998,9,10,36904
1998,9,11,29767
1998,9,12,33900
1998,9,14,38457
1998,9,15,35823
1998,9,16,35870
1998,9,17,39699
1998,9,18,33482
1998,9,19,32959
1998,9,21,36093
1998,9,22,34329
1998,9,23,32568
1998,9,24,39648
1998,9,25,28928
1998,9,26,36797
1998,9,28,30503
1998,9,29,40415
1998,9,30,35278
1998,10,1,39321
1998,10,2,34128
1998,10,3,37991
1998,10,5,35297
1998,10,6,35294
1998,10,7,38967
1998,10,8,36580
1998,10,10,32438
1998,10,12,30283
1998,10,13,34799
1998,10,14,31956
1998,10,15,37603
1998,10,16,30952
1998,10,17,31246
1998,10,19,32101
1998,10,20,34890
1998,10,21,31227
1998,10,22,35831
1998,10,23,29427
1998,10,24,23463
1998,10,26,26261
1998,10,27,26510
1998,10,28,28179
1998,10,29,35378
1998,10,30,27286
1998,10,31,30159
1998,11,2,28969
1998,11,3,30037
1998,11,4,32071
1998,11,5,34368
1998,11,6,33714
1998,11,7,26664
1998,11,9,31754
1998,11,10,27810
1998,11,11,23968
1998,11,12,36004
1998,11,13,31064
1998,11,14,34782
1998,11,16,33608
1998,11,17,32976
1998,11,18,30549
1998,11,19,35713
1998,11,20,30758
1998,11,21,27060
1998,11,23,34427
1998,11,24,33943
1998,11,25,29579
1998,11,26,35678
1998,11,27,34039
1998,11,28,26283
1998,11,30,33963
1998,12,1,27789
1998,12,2,33655
1998,12,3,39211
1998,12,4,32439
1998,12,5,28590
1998,12,7,36492
1998,12,8,35526
1998,12,9,36257
1998,12,10,37592
1998,12,11,32959
1998,12,12,34713
1998,12,14,39443
1998,12,15,34495
1998,12,16,32554
1998,12,17,36541
1998,12,18,34570
1998,12,19,29637
1998,12,21,33525
1998,12,22,28185
1998,12,23,27586
1998,12,24,28993
1998,12,25,24325
1998,12,26,20645
1998,12,28,27155
1998,12,29,24425
1998,12,30,29284
1998,12,31,32332
1999,1,1,24832
1999,1,2,20007
1999,1,4,33967
1999,1,5,29784
1999,1,6,32094
1999,1,7,35026
1999,1,8,30904
1999,1,9,27368
1999,1,11,31122
1999,1,12,36757
1999,1,13,30855
1999,1,14,39267
1999,1,15,33206
1999,1,16,28214
1999,1,18,34588
1999,1,19,35207
1999,1,20,30066
1999,1,21,39659
1999,1,22,33885
1999,1,23,31987
1999,1,25,41375
1999,1,26,45349
1999,1,27,36898
1999,1,28,31028
1999,1,29,38335
1999,1,30,27526
1999,2,1,34900
1999,2,2,34984
1999,2,3,33745
1999,2,4,36172
1999,2,5,34195
1999,2,6,30202
1999,2,8,40850
1999,2,9,82371
1999,2,10,35669
1999,2,11,39100
1999,2,12,32865
1999,2,13,31684
1999,2,15,38340
1999,2,16,32491
1999,2,17,34573
1999,2,18,34914
1999,2,19,35204
1999,2,20,34658
1999,2,22,34803
1999,2,23,30260
1999,2,24,36279
1999,2,25,41864
1999,2,26,35725
1999,2,27,29370
1999,3,1,33688
1999,3,2,34017
1999,3,3,45727
1999,3,4,37775
1999,3,5,31167
1999,3,6,2174
1999,3,7,28689
1999,3,8,38044
1999,3,9,36429
1999,3,10,36327
1999,3,11,33064
1999,3,12,33746
1999,3,14,24009
1999,3,15,45185
1999,3,16,31761
1999,3,17,41636
1999,3,18,37385
1999,3,19,29297
1999,3,20,705
1999,3,21,35178
1999,3,22,26470
1999,3,23,44923
1999,3,24,42666
1999,3,25,30881
1999,3,26,34575
1999,3,28,35667
1999,3,29,30482
1999,3,30,30452
1999,3,31,47936
1999,4,1,33871
1999,4,2,31892
1999,4,4,27256
1999,4,5,33806
1999,4,6,33477
1999,4,7,35245
1999,4,8,36040
1999,4,9,31400
1999,4,11,40264
1999,4,12,40680
1999,4,13,33858
1999,4,14,37445
1999,4,15,37329
1999,4,16,32590
1999,4,18,33097
1999,4,19,34673
1999,4,20,32743
1999,4,21,37312
1999,4,22,35546
1999,4,23,32391
1999,4,25,33673
1999,4,26,34552
1999,4,27,33884
1999,4,28,39565
1999,4,29,34136
1999,5,2,37599
1999,5,3,33846
1999,5,4,37150
1999,5,5,35132
1999,5,6,36806
1999,5,7,32383
1999,5,9,35786
1999,5,10,30048
1999,5,11,35721
1999,5,12,32170
1999,5,13,37815
1999,5,14,30983
1999,5,16,41688
1999,5,17,38765
1999,5,18,33158
1999,5,19,38901
1999,5,20,34273
1999,5,21,30612
1999,5,23,28142
1999,5,24,39132
1999,5,25,34729
1999,5,26,34962
1999,5,27,33506
1999,5,28,33110
1999,5,30,36954
1999,6,1,29058
1999,6,2,39440
1999,6,3,35719
1999,6,4,39895
1999,6,5,38041
1999,6,7,38654
1999,6,8,36526
1999,6,9,36940
1999,6,10,41066
1999,6,11,41311
1999,6,12,30096
1999,6,14,34824
1999,6,15,40776
1999,6,16,34290
1999,6,17,41978
1999,6,18,37605
1999,6,19,28809
1999,6,21,39504
1999,6,22,33298
1999,6,23,31571
1999,6,24,38404
1999,6,25,32336
1999,6,26,33342
1999,6,28,38297
1999,6,29,37179
1999,6,30,34103
1999,7,1,33112
1999,7,2,37181
1999,7,3,32095
1999,7,4,150
1999,7,5,35155
1999,7,6,32012
1999,7,7,36547
1999,7,8,36504
1999,7,9,33987
1999,7,10,33584
1999,7,12,38668
1999,7,13,32645
1999,7,14,26743
1999,7,15,27532
1999,7,16,31623
1999,7,17,27737
1999,7,19,29478
1999,7,20,27066
1999,7,21,42970
1999,7,22,31595
1999,7,23,25837
1999,7,25,28222
1999,7,26,24331
1999,7,27,21268
1999,7,28,23832
1999,7,29,25622
1999,7,30,19359
1999,7,31,10632
1999,8,1,26922
1999,8,2,28635
1999,8,3,26396
1999,8,4,24856
1999,8,5,26169
1999,8,6,21068
1999,8,8,31296
1999,8,9,26380
1999,8,10,30307
1999,8,11,26815
1999,8,12,25346
1999,8,13,25001
1999,8,15,33454
1999,8,16,27130
1999,8,17,26381
1999,8,18,27076
1999,8,19,26493
1999,8,20,25535
1999,8,22,33178
1999,8,23,31326
1999,8,24,30183
1999,8,25,36522
1999,8,26,35821
1999,8,27,32622
1999,8,29,36759
1999,8,30,24284
1999,8,31,29209
1999,9,1,34570
1999,9,2,27703
1999,9,3,33192
1999,9,5,33464
1999,9,6,34074
1999,9,7,30500
1999,9,8,40921
1999,9,9,29968
1999,9,10,37089
1999,9,12,36440
1999,9,13,35232
1999,9,14,35976
1999,9,15,39064
1999,9,16,35171
1999,9,17,35485
1999,9,19,38305
1999,9,20,36642
1999,9,21,33009
1999,9,22,41353
1999,9,23,34425
1999,9,24,35892
1999,9,26,32792
1999,9,27,33044
1999,9,28,35976
1999,9,29,41804
1999,9,30,45650
1999,10,1,38533
1999,10,3,25003
1999,10,4,41267
1999,10,5,40124
1999,10,6,36867
1999,10,7,40167
1999,10,8,36772
1999,10,10,38714
1999,10,11,37822
1999,10,12,36068
1999,10,13,43769
1999,10,14,38912
1999,10,15,36464
1999,10,17,40765
1999,10,18,34807
1999,10,19,33089
1999,10,20,43716
1999,10,21,32982
1999,10,22,36525
1999,10,24,37345
1999,10,25,35833
1999,10,26,35763
1999,10,27,41494
1999,10,28,32867
1999,10,29,38185
1999,11,1,31029
1999,11,2,35300
1999,11,3,34103
1999,11,4,38899
1999,11,5,31416
1999,11,6,46930
1999,11,8,35459
1999,11,9,35326
1999,11,10,31753
1999,11,11,35089
1999,11,12,34803
1999,11,13,32001
1999,11,15,35125
1999,11,16,33756
1999,11,17,33687
1999,11,18,39432
1999,11,19,36021
1999,11,20,38819
1999,11,22,38241
1999,11,23,33306
1999,11,24,56925
1999,11,25,41382
1999,11,26,33754
1999,11,27,43001
1999,11,29,35239
1999,11,30,44612
1999,12,1,36378
1999,12,2,41402
1999,12,3,35969
1999,12,4,35852
1999,12,6,40899
1999,12,7,35516
1999,12,8,32697
1999,12,9,45346
1999,12,10,39196
1999,12,11,35667
1999,12,13,32841
1999,12,14,33533
1999,12,15,33865
1999,12,16,36438
1999,12,17,32787
1999,12,18,36761
1999,12,20,36409
1999,12,21,33471
1999,12,22,30898
1999,12,23,32753
1999,12,24,30284
1999,12,25,27202
1999,12,27,29991
1999,12,28,28323
1999,12,29,28523
1999,12,30,32726
1999,12,31,25503
2000,1,1,8144
2000,1,3,31050
2000,1,4,29107
2000,1,5,29510
2000,1,6,39596
2000,1,7,30420
2000,1,8,29948
2000,1,10,32841
2000,1,11,33154
2000,1,12,37004
2000,1,13,40865
2000,1,14,42949
2000,1,15,35078
2000,1,17,38337
2000,1,18,39750
2000,1,19,34464
2000,1,20,44397
2000,1,21,32164
2000,1,22,35437
2000,1,24,40070
2000,1,25,34714
2000,1,26,35903
2000,1,27,37469
2000,1,28,36932
2000,1,29,43319
2000,1,31,39899
2000,2,1,34495
2000,2,2,34783
2000,2,3,38928
2000,2,4,36149
2000,2,5,34075
2000,2,7,41188
2000,2,8,32669
2000,2,9,34773
2000,2,10,39631
2000,2,11,32027
2000,2,12,30792
2000,2,14,29179
2000,2,15,30057
2000,2,16,30598
2000,2,17,40927
2000,2,18,33564
2000,2,19,36308
2000,2,21,35689
2000,2,22,30215
2000,2,23,38775
2000,2,24,42495
2000,2,25,32856
2000,2,26,33621
2000,2,28,36445
2000,3,1,31536
2000,3,2,40908
2000,3,3,34787
2000,3,4,37703
2000,3,6,37908
2000,3,7,32731
2000,3,8,33751
2000,3,9,40639
2000,3,10,43932
2000,3,11,38206
2000,3,13,38117
2000,3,14,29956
2000,3,15,40406
2000,3,16,43517
2000,3,17,33453
2000,3,18,37984
2000,3,20,39234
2000,3,21,32562
2000,3,22,45759
2000,3,23,41409
2000,3,24,40403
2000,3,25,37793
2000,3,27,39606
2000,3,28,32472
2000,3,29,36472
2000,3,30,43116
2000,3,31,37893
2000,4,2,41423
2000,4,3,29629
2000,4,4,29018
2000,4,5,41128
2000,4,6,41222
2000,4,7,35505
2000,4,9,36206
2000,4,10,27317
2000,4,11,30294
2000,4,12,45787
2000,4,13,36376
2000,4,14,35904
2000,4,16,37351
2000,4,17,24933
2000,4,18,10997
2000,4,19,32747
2000,4,20,38947
2000,4,21,33421
2000,4,22,38900
2000,4,24,26289
2000,4,25,35280
2000,4,26,30890
2000,4,27,40632
2000,4,28,36331
2000,4,29,38747
2000,5,1,39680
2000,5,2,39815
2000,5,3,41291
2000,5,4,39004
2000,5,5,36633
2000,5,7,24764
2000,5,8,38430
2000,5,9,28787
2000,5,10,36580
2000,5,11,40263
2000,5,12,40973
2000,5,14,41537
2000,5,15,37044
2000,5,16,37012
2000,5,17,39229
2000,5,18,44139
2000,5,19,38769
2000,5,21,43049
2000,5,22,34551
2000,5,23,34024
2000,5,24,42151
2000,5,25,33599
2000,5,26,39301
2000,5,28,37583
2000,5,29,32197
2000,5,30,36479
2000,5,31,38635
2000,6,1,41089
2000,6,2,36952
2000,6,4,34307
2000,6,5,31320
2000,6,6,33067
2000,6,8,40625
2000,6,9,35872
2000,6,10,39598
2000,6,12,29452
2000,6,13,35966
2000,6,14,34539
2000,6,15,43592
2000,6,16,36939
2000,6,18,39225
2000,6,19,32791
2000,6,20,35209
2000,6,21,39409
2000,6,22,37292
2000,6,23,35562
2000,6,25,40254
2000,6,26,43060
2000,6,27,37773
2000,6,28,43237
2000,6,29,29766
2000,6,30,5439
2000,7,1,36299
2000,7,3,36187
2000,7,4,32597
2000,7,5,35281
2000,7,6,41193
2000,7,7,41123
2000,7,8,35927
2000,7,10,39910
2000,7,11,35069
2000,7,12,34412
2000,7,13,37457
2000,7,14,26825
2000,7,15,33949
2000,7,17,33214
2000,7,18,31561
2000,7,19,31217
2000,7,20,32494
2000,7,21,32330
2000,7,22,29258
2000,7,24,32144
2000,7,25,26867
2000,7,26,30544
2000,7,27,32405
2000,7,28,29016
2000,7,29,29766
2000,7,31,27288
2000,8,1,26364
2000,8,2,25268
2000,8,3,26998
2000,8,4,27536
2000,8,5,23866
2000,8,7,25716
2000,8,8,28337
2000,8,9,24173
2000,8,10,26460
2000,8,11,28219
2000,8,12,26028
2000,8,14,20166
2000,8,15,16970
2000,8,16,27204
2000,8,17,25636
2000,8,18,27133
2000,8,19,31735
2000,8,21,27188
2000,8,22,27370
2000,8,23,28601
2000,8,24,38027
2000,8,25,32484
2000,8,26,33293
2000,8,28,30708
2000,8,29,31132
2000,8,30,33494
2000,8,31,36830
2000,9,1,35082
2000,9,2,37023
2000,9,4,35106
2000,9,5,32522
2000,9,6,38051
2000,9,7,40693
2000,9,8,44392
2000,9,9,40267
2000,9,11,37592
2000,9,12,42630
2000,9,13,35097
2000,9,14,42352
2000,9,15,37070
2000,9,16,36792
2000,9,18,37446
2000,9,19,32912
2000,9,20,34616
2000,9,21,42386
2000,9,22,35681
2000,9,23,40621
2000,9,25,37261
2000,9,26,41956
2000,9,27,42166
2000,9,28,41525
2000,9,29,38357
2000,9,30,37145
2000,10,2,43653
2000,10,3,32968
2000,10,4,38451
2000,10,5,42430
2000,10,6,35908
2000,10,7,41101
2000,10,9,38126
2000,10,10,37107
2000,10,11,41062
2000,10,12,41435
2000,10,13,41817
2000,10,14,41730
2000,10,16,38304
2000,10,17,36531
2000,10,18,38982
2000,10,19,44939
2000,10,20,39502
2000,10,21,38850
2000,10,23,39384
2000,10,24,33938
2000,10,25,37998
2000,10,26,42279
2000,10,27,40034
2000,10,28,37786
2000,10,30,36988
2000,10,31,33291
2000,11,1,34009
2000,11,2,39684
2000,11,3,32783
2000,11,4,41494
2000,11,6,38431
2000,11,7,43922
2000,11,8,41523
2000,11,9,35808
2000,11,10,40489
2000,11,11,37914
2000,11,13,39377
2000,11,14,36838
2000,11,15,37233
2000,11,16,42599
2000,11,17,36257
2000,11,18,36928
2000,11,20,39374
2000,11,21,35945
2000,11,22,37033
2000,11,23,39607
2000,11,24,40911
2000,11,25,38367
2000,11,27,43235
2000,11,28,37885
2000,11,29,38719
2000,11,30,43411
2000,12,1,38549
2000,12,2,37941
2000,12,4,36976
2000,12,5,36737
2000,12,6,35030
2000,12,7,39338
2000,12,8,38826
2000,12,9,39086
2000,12,11,40101
2000,12,12,33748
2000,12,13,35403
2000,12,14,39056
2000,12,15,43273
2000,12,16,38848
2000,12,18,39850
2000,12,19,35708
2000,12,20,33350
2000,12,21,38030
2000,12,22,37315
2000,12,23,37924
2000,12,25,22473
2000,12,26,27005
2000,12,27,26843
2000,12,28,30385
2000,12,29,24602
2000,12,30,23888
2001,1,1,20590
2001,1,2,26192
2001,1,3,36604
2001,1,4,31417
2001,1,5,32492
2001,1,6,35015
2001,1,8,35567
2001,1,9,35280
2001,1,10,36132
2001,1,11,39109
2001,1,12,37142
2001,1,13,36453
2001,1,15,39012
2001,1,16,32658
2001,1,17,41266
2001,1,18,38123
2001,1,19,35231
2001,1,20,43408
2001,1,22,40113
2001,1,23,32976
2001,1,24,37986
2001,1,25,41469
2001,1,26,40322
2001,1,27,36024
2001,1,29,37021
2001,1,30,35210
2001,1,31,39499
2001,2,1,41467
2001,2,2,42330
2001,2,3,40404
2001,2,5,39607
2001,2,6,43090
2001,2,7,37593
2001,2,8,37290
2001,2,9,35737
2001,2,10,40693
2001,2,12,36071
2001,2,13,38048
2001,2,14,36083
2001,2,15,39207
2001,2,16,36397
2001,2,17,41937
2001,2,19,38755
2001,2,20,40610
2001,2,21,33901
2001,2,22,38515
2001,2,23,36389
2001,2,24,38818
2001,2,26,39858
2001,2,27,34389
2001,2,28,34985
2001,3,1,40131
2001,3,2,37376
2001,3,3,44762
2001,3,5,40781
2001,3,6,35881
2001,3,7,37183
2001,3,8,41221
2001,3,9,36104
2001,3,10,38918
2001,3,11,2561
2001,3,12,40293
2001,3,13,34730
2001,3,14,44872
2001,3,16,40120
2001,3,18,31651
2001,3,19,36740
2001,3,20,40007
2001,3,21,40699
2001,3,22,38893
2001,3,23,41485
2001,3,25,41633
2001,3,26,35355
2001,3,27,38466
2001,3,28,34083
2001,3,29,36384
2001,3,30,38998
2001,4,1,39773
2001,4,2,33801
2001,4,3,39543
2001,4,4,38284
2001,4,5,39387
2001,4,6,36634
2001,4,8,34828
2001,4,9,31422
2001,4,10,34948
2001,4,11,36691
2001,4,12,34705
2001,4,13,38392
2001,4,15,22597
2001,4,16,31650
2001,4,17,33508
2001,4,18,38799
2001,4,19,31852
2001,4,20,36966
2001,4,22,35855
2001,4,23,34157
2001,4,24,32869
2001,4,25,42667
2001,4,26,40351
2001,4,27,38643
2001,4,29,38865
2001,5,1,32447
2001,5,2,37292
2001,5,3,28636
2001,5,4,38991
2001,5,6,35822
2001,5,7,27213
2001,5,8,38474
2001,5,9,37292
2001,5,10,34526
2001,5,11,37435
2001,5,13,38965
2001,5,14,38031
2001,5,15,33826
2001,5,16,39434
2001,5,17,34153
2001,5,18,44963
2001,5,20,42288
2001,5,21,32465
2001,5,22,34503
2001,5,23,33208
2001,5,24,29939
2001,5,25,32265
2001,5,27,36678
2001,5,28,31197
2001,5,29,35834
2001,5,30,42200
2001,5,31,31946
2001,6,1,40583
2001,6,3,25538
2001,6,4,34591
2001,6,5,33179
2001,6,6,31107
2001,6,7,32342
2001,6,8,37808
2001,6,10,39309
2001,6,11,34963
2001,6,12,26332
2001,6,13,41556
2001,6,14,28317
2001,6,15,40540
2001,6,17,36231
2001,6,18,29982
2001,6,19,32349
2001,6,20,34672
2001,6,21,35518
2001,6,22,38617
2001,6,24,39919
2001,6,25,29971
2001,6,26,34232
2001,6,27,39894
2001,6,28,33100
2001,6,29,41647
2001,7,2,37327
2001,7,3,30613
2001,7,4,29687
2001,7,5,40113
2001,7,6,32392
2001,7,8,42351
2001,7,9,31899
2001,7,10,33929
2001,7,11,32626
2001,7,12,28478
2001,7,13,32160
2001,7,15,34397
2001,7,16,31397
2001,7,17,30763
2001,7,18,29792
2001,7,19,31137
2001,7,20,29660
2001,7,22,30963
2001,7,23,28746
2001,7,24,29505
2001,7,25,28588
2001,7,26,30876
2001,7,27,31612
2001,7,29,30263
2001,7,30,27520
2001,7,31,24393
2001,8,1,25080
2001,8,2,21977
2001,8,3,28544
2001,8,5,28530
2001,8,6,23519
2001,8,7,26173
2001,8,8,24058
2001,8,9,20981
2001,8,10,26791
2001,8,12,23476
2001,8,13,23547
2001,8,14,19868
2001,8,15,19791
2001,8,16,17446
2001,8,17,22700
2001,8,19,23305
2001,8,20,21612
2001,8,21,27225
2001,8,22,33189
2001,8,23,28541
2001,8,24,28765
2001,8,26,23456
2001,8,27,25434
2001,8,28,27676
2001,8,29,32022
2001,8,30,34283
2001,8,31,38701
2001,9,2,33144
2001,9,3,34023
2001,9,4,34836
2001,9,5,40405
2001,9,6,33441
2001,9,7,45092
2001,9,9,32970
2001,9,10,31892
2001,9,11,28938
2001,9,12,28536
2001,9,13,33259
2001,9,14,36805
2001,9,16,32991
2001,9,17,27322
2001,9,18,30552
2001,9,19,34810
2001,9,20,37909
2001,9,21,33342
2001,9,23,35840
2001,9,24,31095
2001,9,25,31799
2001,9,26,41319
2001,9,27,32223
2001,9,28,37779
2001,9,30,34103
2001,10,1,32420
2001,10,2,36747
2001,10,3,40682
2001,10,4,36657
2001,10,5,37306
2001,10,7,39100
2001,10,8,30184
2001,10,9,32261
2001,10,10,40653
2001,10,11,35209
2001,10,12,38877
2001,10,14,32273
2001,10,15,29992
2001,10,16,37153
2001,10,17,44392
2001,10,18,37425
2001,10,19,44736
2001,10,21,36475
2001,10,22,31364
2001,10,23,35016
2001,10,24,40598
2001,10,25,32745
2001,10,26,37484
2001,10,29,31953
2001,10,30,29550
2001,10,31,31136
2001,11,1,33144
2001,11,2,31318
2001,11,3,33160
2001,11,5,36247
2001,11,6,27797
2001,11,7,34572
2001,11,8,39455
2001,11,9,35649
2001,11,10,37591
2001,11,12,36574
2001,11,13,29834
2001,11,14,36408
2001,11,15,44233
2001,11,16,37068
2001,11,17,46035
2001,11,19,37622
2001,11,20,32349
2001,11,21,32573
2001,11,22,39665
2001,11,23,36339
2001,11,24,35819
2001,11,26,34708
2001,11,27,34646
2001,11,28,35265
2001,11,29,38747
2001,11,30,35891
2001,12,1,38672
2001,12,3,39800
2001,12,4,32948
2001,12,5,36992
2001,12,6,40907
2001,12,7,35981
2001,12,8,39832
2001,12,10,36741
2001,12,11,30017
2001,12,12,39167
2001,12,13,37020
2001,12,14,35646
2001,12,15,58300
2001,12,17,39821
2001,12,18,32350
2001,12,19,33984
2001,12,20,40221
2001,12,21,35840
2001,12,22,34213
2001,12,24,28427
2001,12,25,20101
2001,12,26,24088
2001,12,27,27916
2001,12,28,24214
2001,12,29,26027
2001,12,31,25538
2002,1,1,21172
2002,1,2,26757
2002,1,3,43856
2002,1,4,27117
2002,1,5,27884
2002,1,7,36974
2002,1,8,28089
2002,1,9,36565
2002,1,10,40186
2002,1,11,29115
2002,1,12,39615
2002,1,14,38355
2002,1,15,34062
2002,1,16,36742
2002,1,17,41507
2002,1,18,33206
2002,1,19,38285
2002,1,21,40298
2002,1,22,33849
2002,1,23,38431
2002,1,24,39948
2002,1,25,36390
2002,1,26,41672
2002,1,28,40531
2002,1,29,35276
2002,1,30,39621
2002,1,31,39558
2002,2,1,37742
2002,2,2,39702
2002,2,4,35020
2002,2,5,29968
2002,2,6,35179
2002,2,7,41692
2002,2,8,35101
2002,2,9,37397
2002,2,11,38481
2002,2,12,35429
2002,2,13,36333
2002,2,14,39572
2002,2,15,38071
2002,2,16,38707
2002,2,18,37185
2002,2,19,32662
2002,2,20,35066
2002,2,21,37861
2002,2,22,36407
2002,2,23,38794
2002,2,25,40465
2002,2,26,29191
2002,2,27,36933
2002,2,28,34662
2002,3,1,39020
2002,3,2,38952
2002,3,4,34995
2002,3,5,31539
2002,3,6,34763
2002,3,7,42778
2002,3,8,35774
2002,3,9,38629
2002,3,11,38171
2002,3,12,36555
2002,3,13,35840
2002,3,14,34232
2002,3,15,39504
2002,3,16,39756
2002,3,18,35385
2002,3,19,34946
2002,3,20,35002
2002,3,21,42474
2002,3,22,37253
2002,3,23,38512
2002,3,25,36384
2002,3,26,35951
2002,3,27,36413
2002,3,28,37369
2002,3,29,40856
2002,3,30,37946
2002,4,1,29593
2002,4,2,35944
2002,4,3,33092
2002,4,4,35564
2002,4,5,33339
2002,4,6,36055
2002,4,8,36179
2002,4,9,33134
2002,4,10,40441
2002,4,11,40712
2002,4,12,38675
2002,4,13,37848
2002,4,15,39006
2002,4,16,33906
2002,4,17,37027
2002,4,18,39759
2002,4,19,33742
2002,4,20,36126
2002,4,22,30804
2002,4,23,28069
2002,4,24,36855
2002,4,25,42652
2002,4,26,41377
2002,4,27,41523
2002,4,29,40872
2002,4,30,37320
2002,5,1,1193
2002,5,2,34932
2002,5,3,41196
2002,5,4,42083
2002,5,5,684
2002,5,6,30192
2002,5,7,32950
2002,5,8,35569
2002,5,9,29664
2002,5,10,34405
2002,5,11,39382
2002,5,13,36423
2002,5,14,33141
2002,5,15,39178
2002,5,16,39869
2002,5,17,38627
2002,5,18,40955
2002,5,20,30300
2002,5,21,35737
2002,5,22,33146
2002,5,23,43213
2002,5,24,35867
2002,5,25,42968
2002,5,27,39418
2002,5,28,34119
2002,5,29,36436
2002,5,30,40919
2002,5,31,38347
2002,6,1,41691
2002,6,3,40749
2002,6,4,33281
2002,6,5,35224
2002,6,6,43216
2002,6,7,37997
2002,6,8,42313
2002,6,10,24186
2002,6,11,34894
2002,6,12,38798
2002,6,13,38484
2002,6,14,38407
2002,6,15,44756
2002,6,17,34954
2002,6,18,40807
2002,6,19,42830
2002,6,20,36441
2002,6,21,41440
