"ark","titre"
"cb32737456w","
Carillon dauphinois (Le)"
"cb32737525w","
Carillon valentinois (Le)"
"cb32741973m","
Chronique vélocipédique dauphinoise (La)"
"cb327519896","
Cravache valentinoise (La)"
"cb32829066j","
Ondées"
"cb32836152m","
Petit Dauphinois illustré (Le) : supplément du dimanche"
"cb32859104w","
Revue du Dauphiné et du Vivarais"
"cb328282912","
Œuvre socialiste (L')"
