"date","base"
"1800",0
"1801",0
"1802",0
"1803",0
"1804",0
"1805",0
"1806",8
"1807",125
"1808",159
"1809",46
"1810",59
"1811",11
"1812",0
"1813",33
"1814",53
"1815",55
"1816",53
"1817",149
"1818",209
"1819",186
"1820",105
"1821",105
"1822",105
"1823",137
"1824",136
"1825",65
"1826",75
"1827",202
"1828",212
"1829",128
"1830",111
"1831",179
"1832",302
"1833",411
"1834",425
"1835",432
"1836",384
"1837",499
"1838",485
"1839",336
"1840",381
"1841",358
"1842",444
"1843",750
"1844",819
"1845",687
"1846",517
"1847",502
"1848",537
"1849",425
"1850",414
"1851",439
"1852",487
"1853",595
"1854",611
"1855",597
"1856",608
"1857",921
"1858",836
"1859",917
"1860",1018
"1861",1024
"1862",1057
"1863",1082
"1864",1397
"1865",1903
"1866",2107
"1867",1988
"1868",1984
"1869",2034
"1870",2208
"1871",2008
"1872",1841
"1873",1877
"1874",2037
"1875",2087
"1876",2045
"1877",2159
"1878",2210
"1879",2295
"1880",2703
"1881",2874
"1882",2985
"1883",3521
"1884",3435
"1885",3567
"1886",3855
"1887",3851
"1888",4258
"1889",4292
"1890",3986
"1891",3764
"1892",3313
"1893",2710
"1894",2752
"1895",2819
"1896",2501
"1897",2501
"1898",2395
"1899",2542
"1900",2408
"1901",2235
"1902",2142
"1903",2332
"1904",2403
"1905",2391
"1906",2439
"1907",2568
"1908",2794
"1909",2685
"1910",3291
"1911",3259
"1912",3110
"1913",3221
"1914",3326
"1915",3292
"1916",3421
"1917",3479
"1918",3452
"1919",3491
"1920",3421
"1921",3704
"1922",3744
"1923",3643
"1924",3652
"1925",3580
"1926",3611
"1927",3819
"1928",3922
"1929",3932
"1930",3789
"1931",4056
"1932",3987
"1933",3896
"1934",4119
"1935",4032
"1936",4206
"1937",4244
"1938",4307
"1939",4273
"1940",4278
"1941",4071
"1942",3828
"1943",3801
"1944",3874
"1945",3911
"1946",3918
"1947",3542
"1948",3872
"1949",3772
"1950",3556
"1951",3784
"1952",3728
"1953",3820
"1954",3858
"1955",3812
"1956",3722
"1957",3737
"1958",3906
"1959",4075
"1960",4651
"1961",4854
"1962",4834
"1963",4689
"1964",4288
"1965",4687
"1966",4506
"1967",4530
"1968",4625
"1969",4423
"1970",5643
"1971",5774
"1972",6122
"1973",6372
"1974",6908
"1975",8142
"1976",8771
"1977",7146
"1978",6023
"1979",8169
"1980",9076
"1981",8643
"1982",7934
"1983",8142
"1984",8822
"1985",8593
"1986",8952
"1987",8822
"1988",8570
"1989",8143
"1990",7973
"1991",8102
"1992",8168
"1993",8689
"1994",8682
"1995",8548
"1996",8306
"1997",8442
"1998",8593
"1999",8620
"2000",8811
"2001",8965
"2002",9418
"2003",9307
"2004",9041
"2005",9338
"2006",7424
"2007",7194
"2008",6754
"2009",6096
"2010",6173
"2011",6243
"2012",6067
"2013",4938
"2014",4685
"2015",6129
"2016",5454
"2017",2739
"2018",1725
"2019",1242
"2020",1146
"2021",215
