"date","base"
"1794",1
"1795",0
"1796",0
"1797",0
"1798",0
"1799",2
"1800",12
"1801",4
"1802",2
"1803",9
"1804",3
"1805",9
"1806",2
"1807",4
"1808",4
"1809",1
"1810",2
"1811",3
"1812",1
"1813",2
"1814",2
"1815",3
"1816",2
"1817",2
"1818",2
"1819",3
"1820",2
"1821",3
"1822",2
"1823",4
"1824",2
"1825",4
"1826",6
"1827",5
"1828",4
"1829",7
"1830",8
"1831",13
"1832",6
"1833",10
"1834",8
"1835",33
"1836",62
"1837",56
"1838",55
"1839",57
"1840",54
"1841",60
"1842",7
"1843",8
"1844",7
"1845",7
"1846",5
"1847",8
"1848",6
"1849",4
"1850",57
"1851",58
"1852",62
"1853",60
"1854",100
"1855",8
"1856",75
"1857",116
"1858",134
"1859",28
"1860",40
"1861",39
"1862",40
"1863",78
"1864",141
"1865",122
"1866",139
"1867",28
"1868",11
"1869",12
"1870",8
"1871",25
"1872",218
"1873",259
"1874",239
"1875",56
"1876",185
"1877",63
"1878",13
"1879",14
"1880",16
"1881",15
"1882",18
"1883",32
"1884",38
"1885",21
"1886",19
"1887",13
"1888",10
"1889",54
"1890",69
"1891",69
"1892",62
"1893",64
"1894",73
"1895",54
"1896",66
"1897",69
"1898",74
"1899",74
"1900",100
"1901",113
"1902",114
"1903",129
"1904",139
"1905",140
"1906",129
"1907",139
"1908",155
"1909",142
"1910",174
"1911",132
"1912",105
"1913",148
"1914",139
"1915",30
"1916",12
"1917",7
"1918",10
"1919",73
"1920",560
"1921",880
"1922",723
"1923",951
"1924",1097
"1925",1248
"1926",1166
"1927",938
"1928",841
"1929",565
"1930",1417
"1931",1444
"1932",1059
"1933",808
"1934",812
"1935",829
"1936",556
"1937",477
"1938",742
"1939",796
"1940",173
"1941",0
"1942",0
"1943",1
"1944",5
"1945",297
"1946",356
"1947",344
"1948",111
"1949",8
"1950",5
"1951",4
"1952",8
"1953",9
"1954",8
"1955",9
"1956",9
"1957",12
"1958",10
"1959",10
"1960",8
"1961",10
"1962",8
"1963",8
"1964",9
"1965",10
"1966",9
"1967",12
"1968",7
"1969",8
"1970",13
"1971",9
"1972",12
"1973",10
"1974",15
"1975",13
"1976",11
"1977",11
"1978",14
"1979",10
"1980",18
"1981",14
"1982",14
"1983",14
"1984",19
"1985",16
"1986",15
"1987",17
"1988",14
"1989",15
"1990",17
"1991",15
"1992",19
"1993",15
"1994",16
"1995",19
"1996",17
"1997",16
"1998",24
"1999",19
"2000",15
"2001",15
"2002",17
"2003",15
"2004",15
"2005",15
"2006",11
"2007",13
"2008",11
"2009",10
"2010",10
"2011",6
"2012",3
"2013",2
"2014",3
"2015",0
"2016",1
"2017",0
"2018",0
"2019",0
"2020",0
"2021",0
