"ark","titre"
"cb34523922q","
Gazette de Bretagne"
"cb327897714","
Indépendant dinannais (L')"
"cb32789772g","
Indépendant dinannais (L'). Supplément illustré"
"cb32805089t","
Lannion socialiste : bulletin de la SFIO"
"cb328565106","
Revue bretonne (La)"
"cb328741012","
Supplément illustré du Moniteur des Côtes-du-Nord"
