n,annee
1481,1701
31551,1704
168,1711
8696,1713
99,1714
14450,1715
7549,1719
7093,1722
8443,1725
13277,1726
22054,1727
89,1732
3890,1734
4362,1740
99,1741
89,1743
5465,1746
2908,1747
157885,1748
1177,1749
29108,1751
40120,1753
18,1754
116,1756
3380,1757
2159,1758
1891,1759
22851,1760
151,1761
7067,1762
7857,1763
13986,1764
521,1765
3207,1766
2732,1767
4795,1768
2505,1771
795,1772
134,1773
1854,1777
2356,1780
964,1781
19925,1782
660,1784
7896,1785
1439,1786
5864,1787
23963,1788
3530,1789
81167,1790
555,1791
639,1792
7683,1794
6793,1795
9649,1796
20200,1797
11234,1798
1805,1799
515,1800
37519,1802
410,1805
9083,1806
35615,1807
2093,1808
91,1810
14678,1812
4875,1813
1097,1814
7089,1815
7128,1816
77,1817
20226,1818
930,1819
10613,1820
3466,1821
555,1822
24230,1823
13488,1824
266,1825
12240,1826
2382,1827
3917,1828
16664,1829
5541,1830
10239,1831
46967,1832
23506,1833
27556,1834
22568,1835
17071,1836
11687,1837
301979,1838
176092,1839
50460,1840
43546,1841
25942,1842
72796,1843
197009,1844
77803,1845
24218,1846
30684,1847
41389,1848
18816,1849
41760,1850
6549,1851
97694,1852
180959,1853
21904,1854
41412,1855
55002,1856
69215,1857
93801,1858
70097,1859
50043,1860
72379,1861
78618,1862
72909,1863
64499,1864
57025,1865
30914,1866
12594,1867
150037,1868
79505,1869
64759,1870
63997,1871
34844,1872
116480,1873
126773,1874
114494,1875
90954,1876
75295,1877
49883,1878
254870,1879
251804,1880
72638,1881
46703,1882
81330,1883
100210,1884
88189,1885
20353,1886
65747,1887
24953,1888
63752,1889
83684,1890
47320,1891
117715,1892
81694,1893
61796,1894
74631,1895
77237,1896
125301,1897
59550,1898
101161,1899
55782,1900
112368,1901
56180,1902
91233,1903
148895,1904
245095,1905
61198,1906
129526,1907
166530,1908
88588,1909
56792,1910
135974,1911
116612,1912
110991,1913
49322,1914
43697,1915
86598,1916
44316,1917
24325,1918
438229,1919
92582,1920
170030,1921
259072,1922
194340,1923
225716,1924
331115,1925
272901,1926
276688,1927
391916,1928
348801,1929
410614,1930
433160,1931
427325,1932
393099,1933
384946,1934
530583,1935
668715,1936
511490,1937
314196,1938
524925,1939
327737,1940
286267,1941
207343,1942
366633,1943
269842,1944
534652,1945
362846,1946
506507,1947
547874,1948
622975,1949
698480,1950
890785,1951
934933,1952
788907,1953
606649,1954
577030,1955
648339,1956
875293,1957
739948,1958
780277,1959
1069029,1960
883932,1961
932466,1962
1074048,1963
972951,1964
835747,1965
1398032,1966
1284641,1967
1630798,1968
1528473,1969
1646597,1970
1549622,1971
1674681,1972
1976487,1973
2153318,1974
2169914,1975
2308403,1976
2701447,1977
3024311,1978
3163838,1979
3323287,1980
3807265,1981
4037401,1982
4010728,1983
4434936,1984
4581622,1985
5228480,1986
4955859,1987
6264273,1988
6958699,1989
7598844,1990
6698900,1991
8099823,1992
8163869,1993
9266557,1994
10410315,1995
10602213,1996
11122231,1997
13296270,1998
12922384,1999
13430833,2000
14860237,2001
16386984,2002
18140423,2003
18734600,2004
22049457,2005
24683697,2006
27504885,2007
29565352,2008
38217094,2009
44193665,2010
55976540,2011
63228774,2012
73634695,2013
73601162,2014
64996534,2015
40180253,2016
34487820,2017
32216791,2018
31607448,2019
25415115,2020
24870918,2021
15697143,2022
7762782,2023
2673446,2024
14662,2025
