"ark","titre"
"cb32752632n","
Crime illustré (Le) "
"cb32758826q","
Drames illustrés (Les) : journal hebdomadaire paraissant le samedi"
"cb32758825c","
Drames illustrés (Les) : journal hebdomadaire, politique et littéraire"
"cb32772801b","
Faits divers illustrés (Les)"
"cb32866913j","
Semaine illustrée (La)"
"cb328281130","
Œil de la police (L')"
