n,annee,mois,jour
7657,1805,7,16
7395,1805,7,17
7331,1805,7,18
7502,1805,7,19
7057,1805,7,20
7520,1805,7,21
7109,1805,7,22
7333,1805,7,23
7374,1805,7,24
7601,1805,7,25
7592,1805,7,26
7289,1805,7,27
7548,1805,7,28
7817,1805,7,29
7886,1805,7,30
7942,1805,7,31
7291,1805,8,2
15162,1805,8,3
8484,1805,8,4
7512,1805,8,5
7580,1805,8,6
7206,1805,8,7
7544,1805,8,8
8021,1805,8,9
7634,1805,8,10
7390,1805,8,11
7827,1805,8,12
7717,1805,8,13
9065,1805,8,14
7063,1805,8,15
8469,1805,8,16
8014,1805,8,17
8074,1805,8,18
8040,1805,8,19
7629,1805,8,20
7539,1805,8,21
7715,1805,8,22
8128,1805,8,23
7257,1805,8,24
7317,1805,8,25
7461,1805,8,26
7264,1805,8,27
7352,1805,8,28
7373,1805,8,29
7227,1805,8,30
7956,1805,8,31
7432,1805,9,1
7265,1805,9,2
7550,1805,9,3
7739,1805,9,5
6843,1805,9,6
7016,1805,9,7
7241,1805,9,8
7384,1805,9,9
7389,1805,9,10
6758,1805,9,14
6687,1805,9,15
6823,1805,9,16
7312,1805,9,17
7189,1805,9,18
7571,1805,9,19
7438,1805,9,21
7000,1805,9,23
7487,1805,9,25
7906,1805,9,26
20511,1805,9,27
7460,1805,9,28
7486,1805,9,29
7606,1805,9,30
7277,1805,10,1
7441,1805,10,2
7813,1805,10,3
7550,1805,10,4
7361,1805,10,5
6824,1805,10,6
7640,1805,10,7
7324,1805,10,8
7458,1805,10,9
7234,1805,10,10
7432,1805,10,11
7342,1805,10,12
7081,1805,10,13
7986,1805,10,15
7658,1805,10,16
7300,1805,10,17
7380,1805,10,18
7587,1805,10,19
7104,1805,10,20
6973,1805,10,21
7259,1805,10,22
7621,1805,10,23
7103,1805,10,24
8012,1805,10,26
7810,1805,10,27
6973,1805,10,28
7004,1805,10,30
6814,1805,10,31
7509,1805,11,1
7115,1805,11,2
7449,1805,11,3
7956,1805,11,4
6728,1805,11,5
7175,1805,11,6
6917,1805,11,7
7255,1805,11,8
7773,1805,11,9
7512,1805,11,10
7025,1805,11,11
6535,1805,11,12
7561,1805,11,13
