n,annee,mois,jour
529628,1789,1,1
29219,1789,5,5
8621,1789,5,6
9400,1789,5,14
9243,1789,5,23
9320,1789,5,30
9401,1789,6,6
9173,1789,6,10
9927,1789,6,15
9175,1789,6,16
9098,1789,6,20
9143,1789,6,24
9231,1789,6,27
9008,1789,7,1
9463,1789,7,4
9631,1789,7,6
9314,1789,7,8
9650,1789,7,10
9264,1789,7,13
9436,1789,7,15
9514,1789,7,17
9367,1789,7,20
10152,1789,7,23
9550,1789,7,24
9823,1789,7,25
9312,1789,7,26
9684,1789,7,27
9659,1789,7,28
9659,1789,7,29
9767,1789,7,30
9975,1789,7,31
9667,1789,8,1
9238,1789,8,2
9182,1789,8,3
9853,1789,8,4
9096,1789,8,5
9966,1789,8,6
10224,1789,8,7
9563,1789,8,8
9587,1789,8,9
9110,1789,8,10
9478,1789,8,14
9641,1789,8,17
10272,1789,8,19
9328,1789,8,20
9458,1789,8,21
9152,1789,8,23
8796,1789,8,26
9198,1789,8,28
9544,1789,8,31
9757,1789,9,2
9940,1789,9,3
9972,1789,9,4
9544,1789,9,5
9390,1789,9,7
8838,1789,9,8
9592,1789,9,12
9307,1789,9,14
9862,1789,9,15
9471,1789,9,16
9420,1789,9,18
8416,1789,9,21
8772,1789,9,23
9165,1789,9,25
9463,1789,9,28
9214,1789,9,29
8836,1789,9,30
9198,1789,10,1
9048,1789,10,5
9569,1789,10,8
10075,1789,10,9
9713,1789,10,10
10531,1789,10,12
9563,1789,10,13
9311,1789,10,14
9481,1789,10,15
9820,1789,10,20
9223,1789,10,22
9207,1789,10,26
9235,1789,10,28
10100,1789,10,29
9726,1789,10,30
9896,1789,11,2
9320,1789,11,3
9555,1789,11,5
9734,1789,11,6
9175,1789,11,7
10377,1789,11,9
9869,1789,11,10
8891,1789,11,11
8893,1789,11,13
8600,1789,11,17
8750,1789,11,18
9657,1789,11,20
8953,1789,11,24
9138,1789,11,25
9029,1789,11,26
9076,1789,11,27
8968,1789,11,28
9486,1789,11,29
8932,1789,11,30
9103,1789,12,1
8580,1789,12,2
9165,1789,12,3
9724,1789,12,4
9461,1789,12,5
9438,1789,12,6
9462,1789,12,7
9432,1789,12,8
9181,1789,12,9
9638,1789,12,10
9188,1789,12,11
9427,1789,12,12
