"date","count","base","ratio","mot","url","resolution","corpus","langue","bibli","search_mode"
"2006",463,2769769,0.000167161954661201,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2007",444,3040359,0.000146035385952777,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2008",519,2999492,0.00017302929962807,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2009",479,3095816,0.00015472495781403,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2010",351,2672047,0.000131359964850918,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2011",415,2873770,0.000144409608284588,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2012",456,2805546,0.000162535207050606,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2013",415,2810142,0.000147679369939313,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2014",479,3128183,0.000153124033983945,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2015",437,2790556,0.000156599616707208,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2016",425,3167141,0.000134190426002505,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2017",428,3145501,0.000136067354612191,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2018",360,2928584,0.000122926301584657,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2019",428,2861528,0.000149570439289778,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
"2020",160,1542953,0.000103697261031282,"foutre","https://www.opensubtitles.org/","Année","Films","Français","Opensubtitles / Films en anglais","N-gramme"
