n,annee,mois,jour
15488,1904,4,18
16770,1904,4,19
15855,1904,4,20
16448,1904,4,21
17606,1904,4,22
16422,1904,4,24
17029,1904,4,25
16741,1904,4,26
17239,1904,4,27
17173,1904,4,28
17133,1904,4,29
16956,1904,4,30
16646,1904,5,1
12671,1904,5,2
15232,1904,5,3
16604,1904,5,4
16786,1904,5,5
16674,1904,5,6
17690,1904,5,7
16591,1904,5,8
14981,1904,5,9
16282,1904,5,10
16445,1904,5,11
17494,1904,5,12
17106,1904,5,13
16963,1904,5,14
17773,1904,5,15
16801,1904,5,16
17328,1904,5,17
17923,1904,5,18
17032,1904,5,19
16847,1904,5,20
16494,1904,5,21
17140,1904,5,22
16727,1904,5,23
16744,1904,5,24
17232,1904,5,25
17111,1904,5,26
16503,1904,5,27
17462,1904,5,28
16636,1904,5,29
16271,1904,5,30
16939,1904,5,31
17131,1904,6,1
17244,1904,6,2
18054,1904,6,3
17250,1904,6,4
15702,1904,6,5
16526,1904,6,6
17088,1904,6,7
17367,1904,6,8
17099,1904,6,9
18953,1904,6,10
18210,1904,6,11
15914,1904,6,12
17869,1904,6,13
17638,1904,6,14
17519,1904,6,15
17595,1904,6,16
18470,1904,6,17
17257,1904,6,18
14473,1904,6,19
17185,1904,6,20
17772,1904,6,21
17294,1904,6,22
18755,1904,6,23
17871,1904,6,24
17016,1904,6,25
17361,1904,6,26
17954,1904,6,27
16927,1904,6,28
17302,1904,6,29
17396,1904,6,30
17023,1904,7,2
17237,1904,7,3
17786,1904,7,4
17500,1904,7,5
17056,1904,7,6
17261,1904,7,7
17218,1904,7,8
16899,1904,7,9
17250,1904,7,10
16479,1904,7,11
17556,1904,7,12
17175,1904,7,13
17768,1904,7,14
17758,1904,7,15
17532,1904,7,16
16101,1904,7,17
17934,1904,7,18
17235,1904,7,19
17646,1904,7,20
17680,1904,7,21
16768,1904,7,22
17227,1904,7,23
17084,1904,7,24
18121,1904,7,25
17793,1904,7,26
18178,1904,7,27
17861,1904,7,28
18181,1904,7,29
17987,1904,7,30
17602,1904,7,31
17179,1904,8,1
17709,1904,8,2
18073,1904,8,3
17816,1904,8,4
18497,1904,8,5
17800,1904,8,6
17494,1904,8,7
17516,1904,8,8
17127,1904,8,9
16927,1904,8,10
17165,1904,8,11
17700,1904,8,12
17805,1904,8,13
16214,1904,8,14
18103,1904,8,15
18484,1904,8,16
16514,1904,8,17
16585,1904,8,18
19532,1904,8,19
17632,1904,8,20
18846,1904,8,21
17276,1904,8,22
17887,1904,8,23
17798,1904,8,24
17593,1904,8,25
18106,1904,8,26
17926,1904,8,27
17271,1904,8,28
17926,1904,8,29
17926,1904,8,30
17864,1904,8,31
17399,1904,9,1
17724,1904,9,2
16837,1904,9,3
17415,1904,9,4
18198,1904,9,5
17046,1904,9,6
17851,1904,9,7
16006,1904,9,8
17003,1904,9,9
17024,1904,9,10
16869,1904,9,11
17257,1904,9,12
16582,1904,9,13
16927,1904,9,14
16907,1904,9,15
16710,1904,9,16
16226,1904,9,17
15984,1904,9,18
16860,1904,9,19
16952,1904,9,20
17311,1904,9,21
16043,1904,9,22
17201,1904,9,23
17117,1904,9,24
15633,1904,9,25
16388,1904,9,26
17235,1904,9,27
17187,1904,9,28
17125,1904,9,29
16217,1904,9,30
16034,1904,10,1
15327,1904,10,2
17167,1904,10,3
17573,1904,10,4
17370,1904,10,5
17621,1904,10,6
17353,1904,10,7
17266,1904,10,8
17475,1904,10,9
18147,1904,10,10
17603,1904,10,11
16945,1904,10,12
18109,1904,10,13
16452,1904,10,14
17257,1904,10,15
16888,1904,10,16
17040,1904,10,17
16254,1904,10,18
17799,1904,10,19
16844,1904,10,20
17026,1904,10,21
16991,1904,10,22
16401,1904,10,23
16990,1904,10,24
16916,1904,10,25
16971,1904,10,26
17871,1904,10,27
17727,1904,10,28
17809,1904,10,29
17429,1904,10,30
16178,1904,10,31
16709,1904,11,1
16259,1904,11,2
17098,1904,11,3
17471,1904,11,4
18775,1904,11,5
12860,1904,11,6
17040,1904,11,7
16942,1904,11,8
16876,1904,11,9
16405,1904,11,10
17629,1904,11,11
15965,1904,11,12
16866,1904,11,13
17162,1904,11,14
17438,1904,11,15
17357,1904,11,16
17340,1904,11,17
16720,1904,11,18
17292,1904,11,19
