annee,mois,jour,total_n
1998,1,1,19868
1998,1,2,20517
1998,1,3,17905
1998,1,5,23302
1998,1,6,24605
1998,1,7,24581
1998,1,8,27485
1998,1,9,26035
1998,1,10,24737
1998,1,12,29969
1998,1,13,26687
1998,1,14,24702
1998,1,15,28400
1998,1,16,25154
1998,1,17,22731
1998,1,19,25505
1998,1,20,25445
1998,1,21,25636
1998,1,22,26496
1998,1,23,26029
1998,1,24,24587
1998,1,26,27593
1998,1,27,31014
1998,1,28,24649
1998,1,29,30337
1998,1,30,25613
1998,1,31,22488
1998,2,2,23305
1998,2,3,25331
1998,2,4,23439
1998,2,5,29433
1998,2,6,29789
1998,2,7,24007
1998,2,9,26151
1998,2,10,27427
1998,2,11,23551
1998,2,12,29415
1998,2,13,25570
1998,2,14,23648
1998,2,16,24320
1998,2,17,27462
1998,2,18,24868
1998,2,19,28386
1998,2,20,24231
1998,2,21,22798
1998,2,23,22852
1998,2,24,27770
1998,2,25,25244
1998,2,26,26404
1998,2,27,25717
1998,2,28,23564
1998,3,2,27375
1998,3,3,25291
1998,3,4,24623
1998,3,5,26587
1998,3,6,29126
1998,3,7,28463
1998,3,9,26877
1998,3,10,26098
1998,3,11,26710
1998,3,12,30226
1998,3,13,26075
1998,3,14,19667
1998,3,16,20960
1998,3,17,25821
1998,3,18,24733
1998,3,19,37656
1998,3,20,23051
1998,3,21,23142
1998,3,23,27446
1998,3,24,25918
1998,3,25,27360
1998,3,26,30358
1998,3,27,26390
1998,3,28,25489
1998,3,30,26591
1998,3,31,28438
1998,4,1,21637
1998,4,2,28897
1998,4,3,27898
1998,4,5,22530
1998,4,6,28243
1998,4,7,24956
1998,4,8,29462
1998,4,9,23033
1998,4,10,21333
1998,4,12,18639
1998,4,13,22178
1998,4,14,22120
1998,4,15,351
1998,4,16,24954
1998,4,17,22633
1998,4,18,19420
1998,4,19,428
1998,4,20,22750
1998,4,21,23899
1998,4,22,25513
1998,4,23,24864
1998,4,24,23489
1998,4,25,25421
1998,4,27,24732
1998,4,28,24828
1998,4,29,31674
1998,4,30,31948
1998,5,2,18877
1998,5,4,31359
1998,5,5,25272
1998,5,6,26094
1998,5,7,31369
1998,5,8,23516
1998,5,9,25768
1998,5,11,19880
1998,5,12,24883
1998,5,13,38475
1998,5,14,31577
1998,5,15,29901
1998,5,17,30114
1998,5,18,27371
1998,5,19,22660
1998,5,20,28536
1998,5,21,22851
1998,5,22,18812
1998,5,23,9337
1998,5,24,3411
1998,5,25,22551
1998,5,26,22413
1998,5,27,24345
1998,5,28,27146
1998,5,29,30617
1998,5,30,18742
1998,6,1,19105
1998,6,2,22289
1998,6,3,22420
1998,6,4,25996
1998,6,5,25311
1998,6,6,21503
1998,6,8,22920
1998,6,9,36917
1998,6,10,22827
1998,6,11,29250
1998,6,12,23994
1998,6,13,20828
1998,6,15,26777
1998,6,16,24837
1998,6,17,26045
1998,6,18,25166
1998,6,19,24352
1998,6,20,21420
1998,6,22,23521
1998,6,23,25595
1998,6,24,24233
1998,6,25,27481
1998,6,26,25673
1998,6,27,23939
1998,6,29,25365
1998,6,30,28226
1998,7,1,22915
1998,7,2,25924
1998,7,3,25993
1998,7,4,21041
1998,7,6,23733
1998,7,7,20623
1998,7,8,22215
1998,7,9,27284
1998,7,10,22821
1998,7,11,19965
1998,7,13,22665
1998,7,14,22692
1998,7,15,19553
1998,7,16,19227
1998,7,17,18678
1998,7,18,18642
1998,7,20,21467
1998,7,21,18916
1998,7,22,20432
1998,7,23,16802
1998,7,24,19085
1998,7,25,17012
1998,7,27,17496
1998,7,28,19554
1998,7,29,19282
1998,7,30,19270
1998,7,31,19860
1998,8,1,17164
1998,8,3,17450
1998,8,4,14811
1998,8,5,16109
1998,8,6,17109
1998,8,7,14836
1998,8,8,16381
1998,8,10,17609
1998,8,11,14703
1998,8,12,16675
1998,8,13,14315
1998,8,14,16275
1998,8,15,15616
1998,8,17,18202
1998,8,18,15800
1998,8,19,17058
1998,8,20,16991
1998,8,21,16860
1998,8,22,14002
1998,8,24,17200
1998,8,25,17840
1998,8,26,18299
1998,8,27,24384
1998,8,28,18704
1998,8,29,22055
1998,8,31,18484
1998,9,1,19106
1998,9,2,20273
1998,9,3,28315
1998,9,4,17978
1998,9,5,21035
1998,9,7,24523
1998,9,8,23036
1998,9,9,22182
1998,9,10,26098
1998,9,11,21309
1998,9,12,23859
1998,9,14,27372
1998,9,15,25153
1998,9,16,25815
1998,9,17,27989
1998,9,18,23294
1998,9,19,23202
1998,9,21,25294
1998,9,22,23820
1998,9,23,22708
1998,9,24,27963
1998,9,25,20304
1998,9,26,25722
1998,9,28,21488
1998,9,29,28143
1998,9,30,25187
1998,10,1,27535
1998,10,2,23816
1998,10,3,26679
1998,10,5,24992
1998,10,6,25011
1998,10,7,27293
1998,10,8,26056
1998,10,10,23091
1998,10,12,21483
1998,10,13,24260
1998,10,14,22361
1998,10,15,26358
1998,10,16,21446
1998,10,17,22007
1998,10,19,22817
1998,10,20,24616
1998,10,21,22213
1998,10,22,25211
1998,10,23,21079
1998,10,24,16457
1998,10,26,18529
1998,10,27,18373
1998,10,28,20093
1998,10,29,24729
1998,10,30,19230
1998,10,31,21492
1998,11,2,20389
1998,11,3,21500
1998,11,4,22726
1998,11,5,24066
1998,11,6,23737
1998,11,7,18555
1998,11,9,22268
1998,11,10,19702
1998,11,11,16934
1998,11,12,25546
1998,11,13,21864
1998,11,14,24622
1998,11,16,23689
1998,11,17,23346
1998,11,18,21789
1998,11,19,24702
1998,11,20,21853
1998,11,21,19028
1998,11,23,24500
1998,11,24,23799
1998,11,25,20877
1998,11,26,25130
1998,11,27,24221
1998,11,28,18522
1998,11,30,23969
1998,12,1,19443
1998,12,2,23805
1998,12,3,27570
1998,12,4,22651
1998,12,5,20186
1998,12,7,25540
1998,12,8,24791
1998,12,9,25622
1998,12,10,26909
1998,12,11,23111
1998,12,12,24443
1998,12,14,27829
1998,12,15,24610
1998,12,16,23023
1998,12,17,25703
1998,12,18,24839
1998,12,19,21003
1998,12,21,23784
1998,12,22,19704
1998,12,23,19500
1998,12,24,20244
1998,12,25,17466
1998,12,26,14369
1998,12,28,19083
1998,12,29,17213
1998,12,30,20725
1998,12,31,22940
1999,1,1,17695
1999,1,2,14221
1999,1,4,24168
1999,1,5,20968
1999,1,6,22835
1999,1,7,24946
1999,1,8,21602
1999,1,9,19535
1999,1,11,22000
1999,1,12,25422
1999,1,13,21933
1999,1,14,27795
1999,1,15,23472
1999,1,16,19636
1999,1,18,23945
1999,1,19,25124
1999,1,20,21513
1999,1,21,27842
1999,1,22,24380
