annee,mois,jour,total_n
1999,1,23,22562
1999,1,25,29251
1999,1,26,31750
1999,1,27,26067
1999,1,28,22085
1999,1,29,27209
1999,1,30,19315
1999,2,1,24633
1999,2,2,24600
1999,2,3,24042
1999,2,4,25076
1999,2,5,24146
1999,2,6,21472
1999,2,8,28875
1999,2,9,61827
1999,2,10,24962
1999,2,11,27928
1999,2,12,23243
1999,2,13,22334
1999,2,15,27076
1999,2,16,22836
1999,2,17,24516
1999,2,18,24211
1999,2,19,24970
1999,2,20,24384
1999,2,22,24460
1999,2,23,21341
1999,2,24,25849
1999,2,25,29346
1999,2,26,25268
1999,2,27,20595
1999,3,1,23554
1999,3,2,23799
1999,3,3,32680
1999,3,4,26858
1999,3,5,21761
1999,3,6,1500
1999,3,7,20324
1999,3,8,26671
1999,3,9,26145
1999,3,10,25189
1999,3,11,23387
1999,3,12,24270
1999,3,14,17145
1999,3,15,31987
1999,3,16,22718
1999,3,17,29321
1999,3,18,26258
1999,3,19,20574
1999,3,20,461
1999,3,21,24761
1999,3,22,18573
1999,3,23,31816
1999,3,24,30430
1999,3,25,21738
1999,3,26,24573
1999,3,28,24927
1999,3,29,21632
1999,3,30,21329
1999,3,31,34014
1999,4,1,24103
1999,4,2,22738
1999,4,4,19591
1999,4,5,23798
1999,4,6,23580
1999,4,7,24863
1999,4,8,25348
1999,4,9,22026
1999,4,11,28553
1999,4,12,28730
1999,4,13,24062
1999,4,14,26404
1999,4,15,26812
1999,4,16,23116
1999,4,18,23585
1999,4,19,24544
1999,4,20,23183
1999,4,21,26658
1999,4,22,25453
1999,4,23,22833
1999,4,25,23711
1999,4,26,24389
1999,4,27,23961
1999,4,28,28246
1999,4,29,24132
1999,5,2,26719
1999,5,3,23625
1999,5,4,26381
1999,5,5,24586
1999,5,6,26122
1999,5,7,22877
1999,5,9,25268
1999,5,10,21714
1999,5,11,25375
1999,5,12,22585
1999,5,13,26504
1999,5,14,22027
1999,5,16,28467
1999,5,17,27490
1999,5,18,23702
1999,5,19,27717
1999,5,20,24362
1999,5,21,21679
1999,5,23,19916
1999,5,24,28032
1999,5,25,24329
1999,5,26,23951
1999,5,27,23271
1999,5,28,23116
1999,5,30,25539
1999,6,1,20325
1999,6,2,27927
1999,6,3,25169
1999,6,4,28197
1999,6,5,27399
1999,6,7,27198
1999,6,8,25815
1999,6,9,26414
1999,6,10,28792
1999,6,11,29071
1999,6,12,21129
1999,6,14,23988
1999,6,15,28769
1999,6,16,24154
1999,6,17,29219
1999,6,18,27028
1999,6,19,20167
1999,6,21,27623
1999,6,22,23544
1999,6,23,22712
1999,6,24,27483
1999,6,25,22806
1999,6,26,23611
1999,6,28,26924
1999,6,29,26110
1999,6,30,24186
1999,7,1,23850
1999,7,2,26337
1999,7,3,22481
1999,7,4,117
1999,7,5,24102
1999,7,6,22305
1999,7,7,25297
1999,7,8,25496
1999,7,9,23465
1999,7,10,23362
1999,7,12,26875
1999,7,13,22834
1999,7,14,18340
1999,7,15,19056
1999,7,16,21862
1999,7,17,19477
1999,7,19,20890
1999,7,20,19064
1999,7,21,30417
1999,7,22,21953
1999,7,23,17972
1999,7,25,19498
1999,7,26,17067
1999,7,27,14921
1999,7,28,16894
1999,7,29,18643
1999,7,30,13531
1999,7,31,7553
1999,8,1,18917
1999,8,2,20251
1999,8,3,19006
1999,8,4,17763
1999,8,5,18152
1999,8,6,14862
1999,8,8,22095
1999,8,9,18560
1999,8,10,21475
1999,8,11,18870
1999,8,12,17797
1999,8,13,17966
1999,8,15,23732
1999,8,16,19040
1999,8,17,18632
1999,8,18,19066
1999,8,19,18509
1999,8,20,17660
1999,8,22,22735
1999,8,23,22048
1999,8,24,21221
1999,8,25,24977
1999,8,26,25211
1999,8,27,22769
1999,8,29,25855
1999,8,30,17804
1999,8,31,20948
1999,9,1,24198
1999,9,2,20177
1999,9,3,23272
1999,9,5,23745
1999,9,6,24249
1999,9,7,21771
1999,9,8,29059
1999,9,9,20981
1999,9,10,26240
1999,9,12,25501
1999,9,13,24800
1999,9,14,25837
1999,9,15,27223
1999,9,16,24579
1999,9,17,24338
1999,9,19,27283
1999,9,20,26016
1999,9,21,23521
1999,9,22,29354
1999,9,23,24351
1999,9,24,25642
1999,9,26,22872
1999,9,27,23760
1999,9,28,25409
1999,9,29,29064
1999,9,30,32287
1999,10,1,26889
1999,10,3,17919
1999,10,4,29222
1999,10,5,28930
1999,10,6,25798
1999,10,7,28533
1999,10,8,26062
1999,10,10,27654
1999,10,11,26978
1999,10,12,25721
1999,10,13,31336
1999,10,14,27285
1999,10,15,25715
1999,10,17,28780
1999,10,18,24760
1999,10,19,23414
1999,10,20,30741
1999,10,21,23469
1999,10,22,25420
1999,10,24,26458
1999,10,25,25705
1999,10,26,25298
1999,10,27,29218
1999,10,28,23613
1999,10,29,27121
1999,11,1,22161
1999,11,2,25072
1999,11,3,23979
1999,11,4,27302
1999,11,5,22137
1999,11,6,33430
1999,11,8,25155
1999,11,9,25457
1999,11,10,22672
1999,11,11,24825
1999,11,12,25113
1999,11,13,22974
1999,11,15,24745
1999,11,16,24253
1999,11,17,24076
1999,11,18,28535
1999,11,19,25532
1999,11,20,27277
1999,11,22,26640
1999,11,23,23604
1999,11,24,40323
1999,11,25,29917
1999,11,26,23967
1999,11,27,30070
1999,11,29,25024
1999,11,30,31784
1999,12,1,26063
1999,12,2,29486
1999,12,3,25616
1999,12,4,25152
1999,12,6,28609
1999,12,7,25604
1999,12,8,23135
1999,12,9,32484
1999,12,10,27662
1999,12,11,25003
1999,12,13,22743
1999,12,14,24148
1999,12,15,23973
1999,12,16,25839
1999,12,17,23481
1999,12,18,25669
1999,12,20,25217
1999,12,21,23648
1999,12,22,21627
1999,12,23,23081
1999,12,24,21749
1999,12,25,19435
1999,12,27,21028
1999,12,28,19948
1999,12,29,19879
1999,12,30,22828
1999,12,31,17660
2000,1,1,5756
2000,1,3,21656
2000,1,4,20784
2000,1,5,21134
2000,1,6,28170
2000,1,7,21725
2000,1,8,20965
2000,1,10,23274
2000,1,11,23867
2000,1,12,26504
2000,1,13,29053
2000,1,14,29921
2000,1,15,24970
2000,1,17,26321
2000,1,18,28581
2000,1,19,24569
2000,1,20,31742
2000,1,21,22766
2000,1,22,24868
2000,1,24,27504
2000,1,25,24476
2000,1,26,25426
2000,1,27,26802
2000,1,28,26255
2000,1,29,30279
2000,1,31,27742
2000,2,1,24220
2000,2,2,24949
2000,2,3,28166
2000,2,4,25845
2000,2,5,24206
2000,2,7,28449
2000,2,8,23227
2000,2,9,24948
2000,2,10,28350
2000,2,11,22867
2000,2,12,21412
2000,2,14,20290
2000,2,15,21226
2000,2,16,22170
2000,2,17,28533
2000,2,18,23705
2000,2,19,25560
2000,2,21,24766
2000,2,22,21705
2000,2,23,28272
2000,2,24,29841
2000,2,25,23216
2000,2,26,23650
2000,2,28,25616
2000,3,1,22556
2000,3,2,28900
2000,3,3,24989
2000,3,4,26750
2000,3,6,26262
2000,3,7,23419
2000,3,8,23796
2000,3,9,29027
2000,3,10,30470
2000,3,11,26701
2000,3,13,26367
2000,3,14,21197
2000,3,15,29265
2000,3,16,31071
2000,3,17,23435
2000,3,18,26674
2000,3,20,27593
2000,3,21,22859
2000,3,22,32926
2000,3,23,29200
2000,3,24,28828
2000,3,25,26436
2000,3,27,27286
2000,3,28,22810
2000,3,29,26243
2000,3,30,30763
2000,3,31,26360
2000,4,2,29412
2000,4,3,21078
2000,4,4,20794
2000,4,5,29501
2000,4,6,29423
2000,4,7,25216
2000,4,9,25720
2000,4,10,19406
2000,4,11,21650
2000,4,12,32751
2000,4,13,25568
2000,4,14,25540
2000,4,16,25870
2000,4,17,17742
2000,4,18,7645
2000,4,19,23528
2000,4,20,27464
2000,4,21,23476
2000,4,22,27757
2000,4,24,19024
2000,4,25,24991
2000,4,26,22064
2000,4,27,29030
2000,4,28,25818
2000,4,29,27689
2000,5,1,28363
2000,5,2,28413
2000,5,3,29498
2000,5,4,28116
2000,5,5,26112
2000,5,7,17338
2000,5,8,27135
2000,5,9,20990
2000,5,10,25933
2000,5,11,28726
2000,5,12,29127
2000,5,14,28915
2000,5,15,26590
2000,5,16,26638
2000,5,17,27826
2000,5,18,30896
2000,5,19,27832
2000,5,21,30468
2000,5,22,24473
2000,5,23,24346
2000,5,24,30080
2000,5,25,23739
2000,5,26,27791
2000,5,28,26157
2000,5,29,22867
2000,5,30,25900
2000,5,31,27133
2000,6,1,28919
2000,6,2,25876
2000,6,4,24245
2000,6,5,21991
2000,6,6,23593
2000,6,8,28946
2000,6,9,25779
2000,6,10,27665
2000,6,12,20787
2000,6,13,25170
2000,6,14,24678
2000,6,15,31109
2000,6,16,25857
2000,6,18,27306
2000,6,19,22765
2000,6,20,24601
2000,6,21,27443
2000,6,22,25956
2000,6,23,24729
2000,6,25,27473
2000,6,26,30128
2000,6,27,26400
2000,6,28,30075
2000,6,29,20767
2000,6,30,3609
2000,7,1,24993
2000,7,3,24629
2000,7,4,22226
2000,7,5,24674
2000,7,6,28924
2000,7,7,28199
2000,7,8,25198
2000,7,10,27396
2000,7,11,24104
2000,7,12,23692
2000,7,13,25851
2000,7,14,18691
2000,7,15,23994
2000,7,17,23263
2000,7,18,22412
2000,7,19,21925
2000,7,20,23318
2000,7,21,22925
2000,7,22,20611
2000,7,24,22490
2000,7,25,19150
2000,7,26,21713
2000,7,27,23539
2000,7,28,21028
2000,7,29,21155
2000,7,31,19097
2000,8,1,18898
2000,8,2,18242
2000,8,3,19429
2000,8,4,19555
2000,8,5,16910
2000,8,7,18468
2000,8,8,20301
2000,8,9,17598
2000,8,10,18700
2000,8,11,20393
2000,8,12,18520
2000,8,14,13974
2000,8,15,11911
2000,8,16,19284
2000,8,17,18540
2000,8,18,19343
2000,8,19,22031
2000,8,21,19063
2000,8,22,19790
2000,8,23,20615
2000,8,24,26568
2000,8,25,23044
2000,8,26,23498
2000,8,28,21695
2000,8,29,22100
2000,8,30,23969
2000,8,31,25737
2000,9,1,24803
2000,9,2,26492
2000,9,4,24230
2000,9,5,23228
2000,9,6,27243
2000,9,7,28724
2000,9,8,31158
2000,9,9,28400
2000,9,11,26415
2000,9,12,30004
2000,9,13,24952
2000,9,14,29731
2000,9,15,26351
2000,9,16,25812
2000,9,18,25929
2000,9,19,22899
2000,9,20,24433
2000,9,21,29882
2000,9,22,24659
2000,9,23,28249
2000,9,25,25977
2000,9,26,29448
2000,9,27,28791
2000,9,28,29405
2000,9,29,27076
2000,9,30,25360
2000,10,2,30450
2000,10,3,23462
2000,10,4,27155
2000,10,5,30339
2000,10,6,25338
2000,10,7,29390
2000,10,9,27022
2000,10,10,26007
2000,10,11,29330
2000,10,12,29773
2000,10,13,29320
2000,10,14,29463
2000,10,16,26759
2000,10,17,25817
2000,10,18,27829
2000,10,19,31530
2000,10,20,27900
2000,10,21,27409
2000,10,23,27410
2000,10,24,24307
2000,10,25,26872
2000,10,26,30163
2000,10,27,28534
2000,10,28,26134
2000,10,30,25661
2000,10,31,23209
2000,11,1,24272
2000,11,2,27956
2000,11,3,23640
2000,11,4,29234
2000,11,6,27246
2000,11,7,31457
2000,11,8,30162
2000,11,9,25401
2000,11,10,28969
2000,11,11,26764
2000,11,13,27455
2000,11,14,26108
2000,11,15,26827
2000,11,16,30356
2000,11,17,25991
2000,11,18,26129
2000,11,20,27804
2000,11,21,25732
2000,11,22,26640
2000,11,23,28257
2000,11,24,29223
2000,11,25,26786
2000,11,27,30802
2000,11,28,26960
2000,11,29,27555
2000,11,30,30160
2000,12,1,27199
2000,12,2,26941
2000,12,4,26465
2000,12,5,25849
2000,12,6,24892
2000,12,7,27839
2000,12,8,27161
2000,12,9,27457
2000,12,11,28155
2000,12,12,24252
2000,12,13,25283
2000,12,14,27840
2000,12,15,30405
2000,12,16,27178
2000,12,18,27646
2000,12,19,25734
2000,12,20,23705
2000,12,21,27292
2000,12,22,26619
2000,12,23,26346
2000,12,25,16053
2000,12,26,19249
2000,12,27,19052
2000,12,28,21339
2000,12,29,17418
2000,12,30,16663
2001,1,1,14641
2001,1,2,18783
2001,1,3,26718
2001,1,4,22563
2001,1,5,23334
2001,1,6,25106
2001,1,8,25093
2001,1,9,25677
2001,1,10,26131
2001,1,11,28555
2001,1,12,26467
2001,1,13,25505
2001,1,15,27718
2001,1,16,23171
2001,1,17,29231
2001,1,18,27227
2001,1,19,24717
2001,1,20,30561
2001,1,22,28152
2001,1,23,23499
2001,1,24,27020
2001,1,25,29006
2001,1,26,28397
2001,1,27,25489
2001,1,29,25625
2001,1,30,24422
2001,1,31,28059
2001,2,1,29128
2001,2,2,29435
2001,2,3,28217
2001,2,5,27637
2001,2,6,30134
2001,2,7,26533
2001,2,8,26255
2001,2,9,25398
2001,2,10,28210
2001,2,12,25439
2001,2,13,26892
2001,2,14,25757
2001,2,15,27726
2001,2,16,25744
2001,2,17,29586
2001,2,19,27211
2001,2,20,28324
2001,2,21,23989
2001,2,22,27200
2001,2,23,25819
2001,2,24,27382
2001,2,26,28414
2001,2,27,24584
2001,2,28,24878
2001,3,1,28033
2001,3,2,26194
2001,3,3,31600
2001,3,5,28852
2001,3,6,25398
2001,3,7,26709
2001,3,8,29081
2001,3,9,25253
2001,3,10,27350
2001,3,11,1664
2001,3,12,28335
2001,3,13,24360
2001,3,14,31354
2001,3,16,28068
2001,3,18,22175
2001,3,19,25880
2001,3,20,28198
2001,3,21,28775
2001,3,22,27261
2001,3,23,28918
2001,3,25,29064
2001,3,26,25149
2001,3,27,26878
2001,3,28,24237
2001,3,29,26129
2001,3,30,27176
2001,4,1,27297
2001,4,2,23881
2001,4,3,28332
2001,4,4,27177
2001,4,5,27863
2001,4,6,25741
2001,4,8,24358
2001,4,9,22372
2001,4,10,24948
2001,4,11,25818
2001,4,12,24574
2001,4,13,26974
2001,4,15,15921
2001,4,16,22998
2001,4,17,23776
2001,4,18,27723
2001,4,19,22586
2001,4,20,25831
2001,4,22,25270
2001,4,23,24350
2001,4,24,23375
2001,4,25,30023
2001,4,26,28553
2001,4,27,26808
2001,4,29,27341
2001,5,1,23271
2001,5,2,26243
2001,5,3,20048
2001,5,4,27619
2001,5,6,25197
2001,5,7,19328
2001,5,8,27040
2001,5,9,26221
2001,5,10,24257
2001,5,11,26512
2001,5,13,27504
2001,5,14,27078
2001,5,15,23716
2001,5,16,27363
2001,5,17,24292
2001,5,18,31211
2001,5,20,30260
2001,5,21,23136
2001,5,22,24270
2001,5,23,23578
2001,5,24,20628
2001,5,25,22660
2001,5,27,25849
2001,5,28,22162
2001,5,29,25565
2001,5,30,29340
2001,5,31,22361
2001,6,1,28499
2001,6,3,18196
2001,6,4,24223
2001,6,5,23651
2001,6,6,22110
2001,6,7,22519
2001,6,8,26751
2001,6,10,27495
2001,6,11,24445
2001,6,12,19094
2001,6,13,29857
2001,6,14,19699
2001,6,15,28282
2001,6,17,25659
2001,6,18,21687
2001,6,19,23086
2001,6,20,24708
2001,6,21,25040
2001,6,22,27133
2001,6,24,28504
2001,6,25,21252
2001,6,26,24317
2001,6,27,28605
2001,6,28,23371
2001,6,29,29481
2001,7,2,26059
2001,7,3,21643
2001,7,4,21227
2001,7,5,28337
2001,7,6,22798
2001,7,8,29544
2001,7,9,22638
2001,7,10,23838
2001,7,11,23321
2001,7,12,20525
2001,7,13,22851
2001,7,15,24114
2001,7,16,22210
2001,7,17,21819
2001,7,18,21263
2001,7,19,22329
2001,7,20,20963
2001,7,22,21240
2001,7,23,20607
2001,7,24,20678
2001,7,25,19996
2001,7,26,21857
2001,7,27,22178
2001,7,29,20925
2001,7,30,19477
2001,7,31,17264
2001,8,1,17656
2001,8,2,15602
2001,8,3,20186
2001,8,5,20305
2001,8,6,16396
2001,8,7,18527
2001,8,8,17244
2001,8,9,14929
2001,8,10,18707
2001,8,12,16473
2001,8,13,16985
2001,8,14,14326
2001,8,15,14163
2001,8,16,12417
2001,8,17,15979
2001,8,19,16550
2001,8,20,15260
2001,8,21,19424
2001,8,22,22948
2001,8,23,20187
2001,8,24,20527
2001,8,26,16531
2001,8,27,17982
2001,8,28,19496
2001,8,29,22421
2001,8,30,24327
2001,8,31,27545
2001,9,2,23203
2001,9,3,24083
2001,9,4,24951
2001,9,5,28579
2001,9,6,23762
2001,9,7,31699
2001,9,9,23275
2001,9,10,22323
2001,9,11,20443
2001,9,12,20184
2001,9,13,23471
2001,9,14,26179
2001,9,16,23492
2001,9,17,19786
2001,9,18,21756
2001,9,19,25117
2001,9,20,26887
2001,9,21,24003
2001,9,23,25569
2001,9,24,22262
2001,9,25,22889
2001,9,26,29358
2001,9,27,22538
2001,9,28,26469
2001,9,30,24208
2001,10,1,22909
2001,10,2,25927
2001,10,3,29367
2001,10,4,25905
2001,10,5,26405
2001,10,7,27513
2001,10,8,21811
2001,10,9,23002
2001,10,10,29117
2001,10,11,24873
2001,10,12,27488
2001,10,14,23034
2001,10,15,21336
2001,10,16,26719
2001,10,17,31790
2001,10,18,26433
2001,10,19,31510
2001,10,21,25927
2001,10,22,22637
2001,10,23,25118
2001,10,24,29088
2001,10,25,23298
2001,10,26,26197
2001,10,29,22964
2001,10,30,21181
2001,10,31,22574
2001,11,1,23842
2001,11,2,21626
2001,11,3,23495
2001,11,5,25306
2001,11,6,20029
2001,11,7,24933
2001,11,8,28018
2001,11,9,24943
2001,11,10,26781
2001,11,12,25901
2001,11,13,21255
2001,11,14,25889
2001,11,15,31163
2001,11,16,26657
2001,11,17,32722
2001,11,19,26542
2001,11,20,22684
2001,11,21,22821
2001,11,22,28038
2001,11,23,25859
2001,11,24,25283
2001,11,26,24890
2001,11,27,24726
2001,11,28,25271
2001,11,29,27572
2001,11,30,25065
2001,12,1,27783
2001,12,3,28152
2001,12,4,23986
2001,12,5,26190
2001,12,6,29308
2001,12,7,25375
2001,12,8,27949
2001,12,10,26031
2001,12,11,21432
2001,12,12,27719
2001,12,13,26335
2001,12,14,24768
2001,12,15,40957
2001,12,17,28147
2001,12,18,22862
2001,12,19,24078
2001,12,20,28985
2001,12,21,25016
2001,12,22,24255
2001,12,24,20119
2001,12,25,14571
2001,12,26,17154
2001,12,27,19897
2001,12,28,17198
2001,12,29,18063
2001,12,31,17750
2002,1,1,15296
2002,1,2,18820
2002,1,3,31635
2002,1,4,19404
2002,1,5,19819
2002,1,7,25990
2002,1,8,20393
2002,1,9,26420
2002,1,10,28397
2002,1,11,20392
2002,1,12,28029
2002,1,14,26455
2002,1,15,23835
2002,1,16,25938
2002,1,17,29300
2002,1,18,23773
2002,1,19,27469
2002,1,21,28488
2002,1,22,24219
2002,1,23,27871
2002,1,24,28217
2002,1,25,25682
2002,1,26,29611
2002,1,28,28069
2002,1,29,25344
2002,1,30,28108
2002,1,31,27964
2002,2,1,26716
2002,2,2,27669
2002,2,4,24750
2002,2,5,21140
2002,2,6,24927
2002,2,7,29585
2002,2,8,24427
2002,2,9,26124
2002,2,11,27046
2002,2,12,25337
2002,2,13,25601
2002,2,14,27867
2002,2,15,26758
2002,2,16,26649
2002,2,18,26288
2002,2,19,22885
2002,2,20,24429
2002,2,21,26807
2002,2,22,25698
2002,2,23,27154
2002,2,25,28506
2002,2,26,20634
2002,2,27,26135
2002,2,28,25006
2002,3,1,27901
2002,3,2,27523
2002,3,4,24577
2002,3,5,21958
2002,3,6,24670
2002,3,7,30445
2002,3,8,24951
2002,3,9,27124
2002,3,11,26801
2002,3,12,25824
2002,3,13,25549
2002,3,14,24210
2002,3,15,27894
2002,3,16,28249
2002,3,18,24634
2002,3,19,24899
2002,3,20,24938
2002,3,21,30396
2002,3,22,26050
2002,3,23,27210
2002,3,25,25724
2002,3,26,25098
2002,3,27,25819
2002,3,28,26343
2002,3,29,28420
2002,3,30,26837
2002,4,1,20964
2002,4,2,25239
2002,4,3,23963
2002,4,4,25420
2002,4,5,23565
2002,4,6,25273
2002,4,8,25448
2002,4,9,23415
2002,4,10,28301
2002,4,11,28882
2002,4,12,27195
2002,4,13,26843
2002,4,15,27218
2002,4,16,23430
2002,4,17,26254
2002,4,18,27472
2002,4,19,23969
2002,4,20,25623
2002,4,22,21816
2002,4,23,19832
2002,4,24,25818
2002,4,25,30216
2002,4,26,28314
2002,4,27,29053
2002,4,29,27742
2002,4,30,26018
2002,5,1,881
2002,5,2,24259
2002,5,3,28375
2002,5,4,29949
2002,5,5,439
2002,5,6,20894
2002,5,7,23358
2002,5,8,25149
2002,5,9,21011
2002,5,10,24304
2002,5,11,27825
2002,5,13,25546
2002,5,14,23106
2002,5,15,27617
2002,5,16,28368
2002,5,17,26943
2002,5,18,28896
2002,5,20,21547
2002,5,21,25125
2002,5,22,23070
2002,5,23,30504
2002,5,24,25407
2002,5,25,30111
2002,5,27,27643
2002,5,28,23886
2002,5,29,25676
2002,5,30,28655
2002,5,31,26749
2002,6,1,28838
2002,6,3,28930
2002,6,4,23133
2002,6,5,24855
2002,6,6,30074
2002,6,7,26666
2002,6,8,30374
2002,6,10,16778
2002,6,11,24560
2002,6,12,27572
2002,6,13,27114
2002,6,14,26637
2002,6,15,31580
2002,6,17,24112
2002,6,18,28550
2002,6,19,30106
2002,6,20,25943
2002,6,21,29173
2002,6,23,25542
