"date","identifier","publisher","title","nb_numeros","ark","duree_publi","date_deb","date_fin","deb_bis","fin_bis","is_quotidien","sdewey","sdewey_nom","sdewey2","sdewey_nom2"
"1918-1918","https://gallica.bnf.fr/ark:/12148/cb43648355s/date","Montréal","Le Nigog",9,"cb43648355s_date",NA,"1918-05","1918-06","1918-05-01","1918-06-31",FALSE,80,"Littérature Généralités","",""
"1906-1906","https://gallica.bnf.fr/ark:/12148/cb32818647g/date","Paris","Le Moniteur de l'épargne ",9,"cb32818647g_date",70,"1906-03-30","1906-06-08","1906-03-30","1906-06-08",FALSE,33,"Économie","",""
"1892-1892","https://gallica.bnf.fr/ark:/12148/cb32804801j/date","Pontivy","Le Laboureur du Morbihan ",9,"cb32804801j_date",56,"1892-07-03","1892-08-28","1892-07-03","1892-08-28",FALSE,NA,NA,"",""
"1930-193?","https://gallica.bnf.fr/ark:/12148/cb32800623b/date","Paris","Le Journal des voyages ",9,"cb32800623b_date",13485,"1901-03","1938-01","1901-03-01","1938-01-31",FALSE,32,"Science politique","",""
"1901","https://gallica.bnf.fr/ark:/12148/cb32800155k/date","Franceville puis Faureville, Nouméa","Le Journal des Nouvelles Hébrides",9,"cb32800155k_date",506,"1901-08","1902-12-20","1901-08-01","1902-12-20",FALSE,0,"Savoir livre informatique","",""
"1882-1883","https://gallica.bnf.fr/ark:/12148/cb32785288h/date","Lyon","Le Guignol ",9,"cb32785288h_date",57,"1883-01-06","1883-03-04","1883-01-06","1883-03-04",FALSE,7,"Presse et édition","",""
"1896-1896","https://gallica.bnf.fr/ark:/12148/cb32783501z/date","Paris","Le Grand illustré ",9,"cb32783501z_date",31,"1896-02-13","1896-03-15","1896-02-13","1896-03-15",FALSE,84,"Littérature francophone","",""
"1834-1839","https://gallica.bnf.fr/ark:/12148/cb32777069z/date","Bruxelles, Paris","Le Franc juge ",9,"cb32777069z_date",31,"1839-05-30","1839-06-30","1839-05-30","1839-06-30",FALSE,80,"Littérature Généralités","",""
"1916-19..","https://gallica.bnf.fr/ark:/12148/cb327769336/date","Paris","Le Foyer de demain ",9,"cb327769336_date",320,"1916-05-15","1917-03","1916-05-15","1917-03-31",FALSE,5,"Périodiques","",""
"1919-1919","https://gallica.bnf.fr/ark:/12148/cb327769038/date","Cahors","Le Foyer ",9,"cb327769038_date",91,"1919-08","1919-10-31","1919-08-01","1919-10-31",FALSE,7,"Presse et édition","",""
"1901-19..","https://gallica.bnf.fr/ark:/12148/cb327588799/date","Saint Étienne","Le Drapeau rouge ",9,"cb327588799_date",104,"1901-07-14","1901-10-26","1901-07-14","1901-10-26",FALSE,32,"Science politique","",""
"1816-1816","https://gallica.bnf.fr/ark:/12148/cb32757063g/date","Paris","Le Diable boiteux ",9,"cb32757063g_date",127,"1816-04-01","1816-08-06","1816-04-01","1816-08-06",FALSE,84,"Littérature francophone","",""
"1847-1848","https://gallica.bnf.fr/ark:/12148/cb32754895k/date","Paris","Le Défenseur des actionnaires des chemins de fer",9,"cb32754895k_date",123,"1847-10-10","1848-02-10","1847-10-10","1848-02-10",FALSE,38,"Commerce communications transports","",""
"188.-188.","https://gallica.bnf.fr/ark:/12148/cb327537298/date","Paris","Le Cyclope soissonnais illustré ",9,"cb327537298_date",56,"1882-11-26","1883-01-21","1882-11-26","1883-01-21",FALSE,7,"Presse et édition","",""
"1931-193.","https://gallica.bnf.fr/ark:/12148/cb327523811/date","Paris","Le Cri des chômeurs ",9,"cb327523811_date",324,"1931-05","1932-03-20","1931-05-01","1932-03-20",FALSE,33,"Économie","",""
"1841-18..","https://gallica.bnf.fr/ark:/12148/cb32751119t/date","Paris","Le Courrier des vignerons ",9,"cb32751119t_date",106,"1841-04","1841-07-16","1841-04-01","1841-07-16",FALSE,38,"Commerce communications transports","",""
"1903-19..","https://gallica.bnf.fr/ark:/12148/cb32750883m/date","Paris","Le Courrier des artistes ",9,"cb32750883m_date",132,"1903-01-20","1903-06-01","1903-01-20","1903-06-01",FALSE,79,"Loisirs sports arts du spectacle","",""
"1871-1871","https://gallica.bnf.fr/ark:/12148/cb32749204s/date","Paris","Le Corsaire ",9,"cb32749204s_date",8,"1871-05-08","1871-05-16","1871-05-08","1871-05-16",FALSE,0,"Savoir livre informatique","",""
"1942-1944","https://gallica.bnf.fr/ark:/12148/cb327483322/date","Lyon","Le Coq enchaîné",9,"cb327483322_date",898,"1942-03-17","1944-08","1942-03-17","1944-08-31",FALSE,NA,NA,"",""
"1908-1910","https://gallica.bnf.fr/ark:/12148/cb32747049q/date","Paris","Le Conscrit de France ",9,"cb32747049q_date",457,"1908-11-15","1910-02-15","1908-11-15","1910-02-15",FALSE,NA,NA,"",""
"1905-1906","https://gallica.bnf.fr/ark:/12148/cb32744499n/date","Tourcoing","Le Combat ",9,"cb32744499n_date",77,"1905-11-12","1906-01-28","1905-11-12","1906-01-28",FALSE,30,"Sciences sociales","",""
"1919-1922","https://gallica.bnf.fr/ark:/12148/cb32743138c/date","Paris","Le Clairon ",9,"cb32743138c_date",1340,"1919-03-15","1922-11-14","1919-03-15","1922-11-14",FALSE,NA,NA,"",""
"1921","https://gallica.bnf.fr/ark:/12148/cb32742419p/date","Tunis, Alger, Casablanca","Le Cinématographe dans l'enseignement",9,"cb32742419p_date",120,"1921-01-15","1921-05-15","1921-01-15","1921-05-15",FALSE,0,"Savoir livre informatique","",""
"191.","https://gallica.bnf.fr/ark:/12148/cb32736738j/date","Cette","Le Camouflet ",9,"cb32736738j_date",318,"1916-05-01","1917-03-15","1916-05-01","1917-03-15",FALSE,7,"Presse et édition","",""
"1995-1995","https://gallica.bnf.fr/ark:/12148/cb452664578/date","Paris","Le cafard déchaîné ",9,"cb452664578_date",167,"1995-01","1995-06-17","1995-01-01","1995-06-17",FALSE,37,"Éducation","",""
"1884-1898","https://gallica.bnf.fr/ark:/12148/cb32712081c/date","Grenoble","Le Bibliophile de Dauphiné ",9,"cb32712081c_date",5843,"1884","1899","1884-01-01","1899-12-31",FALSE,1,"Bibliographie","",""
"1940-194.","https://gallica.bnf.fr/ark:/12148/cb43839302k/date","","La Voix du 14e ",9,"cb43839302k_date",105,"1940-10","1941-01-14","1940-10-01","1941-01-14",FALSE,NA,NA,"",""
"1918-191.","https://gallica.bnf.fr/ark:/12148/cb328912507/date","Paris","La Voix des jeunes ",9,"cb328912507_date",181,"1918-12","1919-05","1918-12-01","1919-05-31",FALSE,37,"Éducation","",""
"19??","https://gallica.bnf.fr/ark:/12148/cb32889250z/date","S. l.","La Vie ouvrière",9,"cb32889250z_date",229,"1941-02-12","1941-09-29","1941-02-12","1941-09-29",FALSE,NA,NA,"",""
"1913-1926","https://gallica.bnf.fr/ark:/12148/cb328889828/date","Paris","La Vie et les arts liturgiques ",9,"cb328889828_date",NA,"1913-08","1925-11","1913-08-01","1925-11-31",FALSE,70,"Arts et loisirs Généralités","",""
"1931-1979","https://gallica.bnf.fr/ark:/12148/cb343493457/date","Paris","La Terre et la vie ",9,"cb343493457_date",2556,"1931-02","1938-01","1931-02-01","1938-01-31",FALSE,57,"Biologie","",""
"1859-1860","https://gallica.bnf.fr/ark:/12148/cb32868257q/date","Paris","La Silhouette ",9,"cb32868257q_date",56,"1859-12-11","1860-02-05","1859-12-11","1860-02-05",FALSE,7,"Presse et édition","",""
"1881-1889","https://gallica.bnf.fr/ark:/12148/cb328609509/date","Strasbourg, Metz, Colmar, Paris, Colmar, Strasbourg","La Revue nouvelle d'Alsace Lorraine ",9,"cb328609509_date",3166,"1881-05-01","1889","1881-05-01","1889-12-31",FALSE,5,"Périodiques","",""
"1913-1919","https://gallica.bnf.fr/ark:/12148/cb328604878/date","Paris","La Revue marocaine",9,"cb328604878_date",275,"1913-03-05","1913-12-05","1913-03-05","1913-12-05",FALSE,96,"Histoire de l'Afrique","",""
"1932","https://gallica.bnf.fr/ark:/12148/cb32860335r/date","Genève","La Revue juive de Genève",9,"cb32860335r_date",NA,"1935-10","1936-04","1935-10-01","1936-04-31",FALSE,8,"Collections générales","",""
"1900-1919","https://gallica.bnf.fr/ark:/12148/cb34430431m/date","Paris","La Revue ",9,"cb34430431m_date",1825,"1900","1904","1900-01-01","1904-12-31",FALSE,7,"Presse et édition","",""
"1888-1888","https://gallica.bnf.fr/ark:/12148/cb32851948s/date","Cannes","La Repubblica latina ",9,"cb32851948s_date",-24,"1888-09","1888-08-08","1888-09-01","1888-08-08",FALSE,0,"Savoir livre informatique","",""
"1890-1890","https://gallica.bnf.fr/ark:/12148/cb328478342/date","Paris, Paris","La Rampe illustrée ",9,"cb328478342_date",58,"1890-01-04","1890-03-03","1890-01-04","1890-03-03",FALSE,79,"Loisirs sports arts du spectacle","",""
"1900-1904","https://gallica.bnf.fr/ark:/12148/cb32837810v/date","Roubaix","La Petite feuille ouvrière ",9,"cb32837810v_date",1400,"1900-04","1904-01","1900-04-01","1904-01-31",FALSE,7,"Presse et édition","",""
"1909-1910","https://gallica.bnf.fr/ark:/12148/cb328337605/date","Marsiglia","La Patria ",9,"cb328337605_date",76,"1909-11-21","1910-02-05","1909-11-21","1910-02-05",FALSE,NA,NA,"",""
"1906-1939","https://gallica.bnf.fr/ark:/12148/cb32826194b/date","Paris, Lille","La Nouvelle réglementation du travail ",9,"cb32826194b_date",-62,"1906-11","1906-08","1906-11-01","1906-08-31",FALSE,34,"Droit","36","Services sociaux"
"1868-1868","https://gallica.bnf.fr/ark:/12148/cb344280944/date","Paris","La Nouvelle Némésis ",9,"cb344280944_date",63,"1868-08-08","1868-10-10","1868-08-08","1868-10-10",FALSE,84,"Littérature francophone","",""
"1930-1931","https://gallica.bnf.fr/ark:/12148/cb328261694/date","Paris","La Nouvelle mode nationale ",9,"cb328261694_date",NA,"1930-12","1931-02","1930-12-01","1931-02-31",FALSE,74,"Dessin arts décoratifs","",""
"1906-1906","https://gallica.bnf.fr/ark:/12148/cb32820401w/date","Pornic","La Mouette ",9,"cb32820401w_date",251,"1906","1906-09-09","1906-01-01","1906-09-09",FALSE,NA,NA,"",""
"1818-1820","https://gallica.bnf.fr/ark:/12148/cb328162247/date","Paris","La Minerve française ",9,"cb328162247_date",NA,"1818-02","1820-02","1818-02-01","1820-02-31",FALSE,84,"Littérature francophone","",""
"1869-1870","https://gallica.bnf.fr/ark:/12148/cb328144605/date","Paris","La Mère Duchêne ",9,"cb328144605_date",49,"1869-12-26","1870-02-13","1869-12-26","1870-02-13",FALSE,0,"Savoir livre informatique","",""
"1895-1900","https://gallica.bnf.fr/ark:/12148/cb32809810q/date","Bruxelles, Bruxelles, Paris, Paris, Bruxelles","La Lutte ",9,"cb32809810q_date",775,"1896-12","1899-01-15","1896-12-01","1899-01-15",FALSE,20,"Religion Généralités","",""
"1913-1914","https://gallica.bnf.fr/ark:/12148/cb32806610f/date","Tours","La Libération du prolétariat par l'éducation intégrale des travailleurs ",9,"cb32806610f_date",198,"1913-10-15","1914-05-01","1913-10-15","1914-05-01",FALSE,NA,NA,"",""
"1904-1905","https://gallica.bnf.fr/ark:/12148/cb32795795c/date","Nancy","La Jeune française ",9,"cb32795795c_date",126,"1904-02-15","1904-06-20","1904-02-15","1904-06-20",FALSE,5,"Périodiques","",""
"1904-1905","https://gallica.bnf.fr/ark:/12148/cb32787594r/date","Lyon","La Houle ",9,"cb32787594r_date",NA,"1904","1905-04","1904-01-01","1905-04-31",FALSE,70,"Arts et loisirs Généralités","",""
"1914-19..","https://gallica.bnf.fr/ark:/12148/cb32783684r/date","Montauban","La Grande mêlée européenne en 1914 ",9,"cb32783684r_date",364,"1914","1914","1914-01-01","1914-12-31",FALSE,0,"Savoir livre informatique","",""
"1914-1915","https://gallica.bnf.fr/ark:/12148/cb32783666t/date","Nancy","La Grande guerre",9,"cb32783666t_date",NA,"1914-12","1915-04","1914-12-01","1915-04-31",FALSE,944,"Histoire de France","",""
"1837-1848","https://gallica.bnf.fr/ark:/12148/cb327780080/date","Paris","La France musicale ",9,"cb327780080_date",3472,"1838-07-01","1848-01-02","1838-07-01","1848-01-02",FALSE,70,"Arts et loisirs Généralités","",""
"1891-1899","https://gallica.bnf.fr/ark:/12148/cb34482800z/date","Paris","La France médicale et Paris médical",9,"cb34482800z_date",2926,"1891-01-02","1899-01-06","1891-01-02","1899-01-06",FALSE,61,"Médecine","",""
"1897-1898","https://gallica.bnf.fr/ark:/12148/cb32751969k/date","Roubaix","La Cravache ",9,"cb32751969k_date",69,"1897-11-14","1898-01-22","1897-11-14","1898-01-22",FALSE,7,"Presse et édition","",""
"1891","https://gallica.bnf.fr/ark:/12148/cb32749756d/date","Alger","La Coulisse algérienne",9,"cb32749756d_date",140,"1891-10-31","1892-03-19","1891-10-31","1892-03-19",FALSE,0,"Savoir livre informatique","",""
"1856-1865","https://gallica.bnf.fr/ark:/12148/cb32748868f/date","Paris, Paris, Paris, Paris","La Correspondance littéraire ",9,"cb32748868f_date",2942,"1856-11-05","1864-11-25","1856-11-05","1864-11-25",FALSE,80,"Littérature Généralités","",""
"1894-1916","https://gallica.bnf.fr/ark:/12148/cb32748836t/date","Saint Denis, Paris, Paris","La Correspondance historique et archéologique ",9,"cb32748836t_date",2892,"1899-03","1907-01","1899-03-01","1907-01-31",FALSE,1,"Bibliographie","90","Histoire et géographie Généralités"
"1881-1882","https://gallica.bnf.fr/ark:/12148/cb327475718/date","Agen","La Constitution",9,"cb327475718_date",136,"1882-06","1882-10-15","1882-06-01","1882-10-15",FALSE,NA,NA,"",""
"1899-1900","https://gallica.bnf.fr/ark:/12148/cb328846171/date","Roubaix","L'Union républicaine ",9,"cb328846171_date",335,"1899-05-28","1900-04-28","1899-05-28","1900-04-28",FALSE,7,"Presse et édition","",""
"1900-1900","https://gallica.bnf.fr/ark:/12148/cb32883851h/date","Vitry sur Seine","L'Union des sports ",9,"cb32883851h_date",91,"1900-01-06","1900-04-07","1900-01-06","1900-04-07",FALSE,0,"Savoir livre informatique","",""
"1916-1917","https://gallica.bnf.fr/ark:/12148/cb32883484c/date","Paris","L'Union des automobilistes et aviateurs militaires",9,"cb32883484c_date",NA,"1916-08","1917-02","1916-08-01","1917-02-31",FALSE,33,"Économie","",""
"1876-1876","https://gallica.bnf.fr/ark:/12148/cb327940580/date","Paris","L'Iroquois ",9,"cb327940580_date",56,"1876-06-17","1876-08-12","1876-06-17","1876-08-12",FALSE,7,"Presse et édition","",""
"1854-1854","https://gallica.bnf.fr/ark:/12148/cb32793253k/date","Paris","L'Intermédiaire ",9,"cb32793253k_date",56,"1854-05-21","1854-07-16","1854-05-21","1854-07-16",FALSE,62,"Ingénierie","",""
"1932-1933","https://gallica.bnf.fr/ark:/12148/cb32792371j/date","Paris","L'Iniziativa ",9,"cb32792371j_date",330,"1932-04-24","1933-03-20","1932-04-24","1933-03-20",FALSE,7,"Presse et édition","",""
"1848-1848","https://gallica.bnf.fr/ark:/12148/cb32789742j/date","Marseille","L'Indépendant des Bouches du",9,"cb32789742j_date",10,"1848-05-31","1848-06-10","1848-05-31","1848-06-10",FALSE,0,"Savoir livre informatique","",""
"1857-18..","https://gallica.bnf.fr/ark:/12148/cb327858378/date","Paris","L'Harmonie ",9,"cb327858378_date",35,"1857-11-22","1857-12-27","1857-11-22","1857-12-27",FALSE,7,"Presse et édition","",""
"1919-1920","https://gallica.bnf.fr/ark:/12148/cb32771280k/date","Paris","L'Europe orientale ",9,"cb32771280k_date",122,"1919-09-01","1920-01-01","1919-09-01","1920-01-01",FALSE,32,"Science politique","",""
"1927-193.","https://gallica.bnf.fr/ark:/12148/cb327712661/date","Paris, Paris","L'Europe moderne",9,"cb327712661_date",3318,"1927-10","1936-10","1927-10-01","1936-10-31",FALSE,33,"Économie","",""
"1897-1950","https://gallica.bnf.fr/ark:/12148/cb344185918/date","Saint Hippolyte du Fort, Marseille","L'Etoile bleue ",9,"cb344185918_date",5509,"1906-01","1921-01","1906-01-01","1921-01-31",FALSE,NA,NA,"",""
"1902-1903","https://gallica.bnf.fr/ark:/12148/cb32769127k/date","Paris","L'Esprit français ",9,"cb32769127k_date",274,"1908-02-01","1908-11-01","1908-02-01","1908-11-01",FALSE,0,"Savoir livre informatique","",""
"1742-1745","https://gallica.bnf.fr/ark:/12148/cb32768245j/date","","L'Epilogueur ",9,"cb32768245j_date",938,"1742-08-06","1745-03-01","1742-08-06","1745-03-01",FALSE,90,"Histoire et géographie Généralités","",""
"1931-1938","https://gallica.bnf.fr/ark:/12148/cb327671211/date","Paris","L'Engagé volontaire ",9,"cb327671211_date",2040,"1932-07","1938-01","1932-07-01","1938-01-31",FALSE,35,"Administration publique","",""
"1881-1889","https://gallica.bnf.fr/ark:/12148/cb32766926q/date","Paris, Paris, Paris","L'Encéphale ",9,"cb32766926q_date",3286,"1881","1889","1881-01-01","1889-12-31",FALSE,61,"Médecine","",""
"1836-18..","https://gallica.bnf.fr/ark:/12148/cb327666246/date","Paris","L'Émulation ",9,"cb327666246_date",124,"1836-06-30","1836-11-01","1836-06-30","1836-11-01",FALSE,80,"Littérature Généralités","",""
"1919-1919","https://gallica.bnf.fr/ark:/12148/cb32765445c/date","Marseille","L'Égalité ",9,"cb32765445c_date",28,"1919-10-16","1919-11-13","1919-10-16","1919-11-13",FALSE,NA,NA,"",""
"1929-1992","https://gallica.bnf.fr/ark:/12148/cb343505016/date","Paris","L'École libératrice ",9,"cb343505016_date",191,"1943-12-01","1944-06-09","1943-12-01","1944-06-09",FALSE,NA,NA,"",""
"1925-1928","https://gallica.bnf.fr/ark:/12148/cb327624449/date","Meymac","L'Écho du Plateau ",9,"cb327624449_date",1460,"1925","1928","1925-01-01","1928-12-31",FALSE,7,"Presse et édition","",""
"1934-1935","https://gallica.bnf.fr/ark:/12148/cb32760847z/date","Nice","L'Écho de Nice ",9,"cb32760847z_date",91,"1934-12-30","1935-03-31","1934-12-30","1935-03-31",FALSE,NA,NA,"",""
"1856-18..","https://gallica.bnf.fr/ark:/12148/cb327603854/date","Paris","L'Écho de la finance ",9,"cb327603854_date",57,"1856-11-06","1857-01-02","1856-11-06","1857-01-02",FALSE,33,"Économie","",""
"1914-191.","https://gallica.bnf.fr/ark:/12148/cb32706185s/date","Lyon","L'Athlète complet ",9,"cb32706185s_date",1259,"1914-02-01","1917-07-14","1914-02-01","1917-07-14",FALSE,NA,NA,"",""
"1895-189?","https://gallica.bnf.fr/ark:/12148/cb41273552r/date","Paris","L'Anti prussien ",9,"cb41273552r_date",1323,"1895-03-03","1898-10-16","1895-03-03","1898-10-16",FALSE,32,"Science politique","",""
"1909-191.","https://gallica.bnf.fr/ark:/12148/cb32681934c/date","Paris","L'Action féminine ",9,"cb32681934c_date",NA,"1910-02","1918-04","1910-02-01","1918-04-31",FALSE,30,"Sciences sociales","",""
"1913-1914","https://gallica.bnf.fr/ark:/12148/cb32702680g/date","Paris","L' Art social ",9,"cb32702680g_date",700,"1911-12","1913-10","1911-12-01","1913-10-31",FALSE,70,"Arts et loisirs Généralités","",""
"1904-1904","https://gallica.bnf.fr/ark:/12148/cb327995577/date","Paris","Journal des documents administratifs",9,"cb327995577_date",14,"1904-01-07","1904-01-21","1904-01-07","1904-01-21",FALSE,7,"Presse et édition","",""
"1853-1853","https://gallica.bnf.fr/ark:/12148/cb327981912/date","Paris","Journal de la production ",9,"cb327981912_date",56,"1853-04-03","1853-05-29","1853-04-03","1853-05-29",FALSE,33,"Économie","",""
"1899-1938","https://gallica.bnf.fr/ark:/12148/cb34438070b/date","Verneuil sur Avre","Journal de l'École des Roches",9,"cb34438070b_date",10257,"1905-07","1933-07","1905-07-01","1933-07-31",FALSE,37,"Éducation","",""
"1890-189.","https://gallica.bnf.fr/ark:/12148/cb32797449v/date","Paris, Courbevoie","Journal de géographie industrielle ",9,"cb32797449v_date",3286,"1890","1898","1890-01-01","1898-12-31",FALSE,67,"Industrie","",""
"1887-1894","https://gallica.bnf.fr/ark:/12148/cb32790414h/date","Paris, Paris, Paris","Indicateur de la propriété foncière dans Paris et le département de la Seine",9,"cb32790414h_date",2587,"1887-12","1894","1887-12-01","1894-12-31",FALSE,69,"Contruction","",""
"1913-1913","https://gallica.bnf.fr/ark:/12148/cb32788013s/date","Lyon","Hymen",9,"cb32788013s_date",4114,"1913-04-10","1924-07-15","1913-04-10","1924-07-15",FALSE,NA,NA,"",""
"18??","https://gallica.bnf.fr/ark:/12148/cb32780281w/date","Compiègne","Gazette de Compiègne illustrée",9,"cb32780281w_date",63,"1892-06-05","1892-08-07","1892-06-05","1892-08-07",FALSE,NA,NA,"",""
"1936-1936","https://gallica.bnf.fr/ark:/12148/cb32779244n/date","Paris","Futur ",9,"cb32779244n_date",80,"1936-10-07","1936-12-26","1936-10-07","1936-12-26",FALSE,NA,NA,"",""
"1946-1948","https://gallica.bnf.fr/ark:/12148/cb32777545b/date","Paris","France Croix Rouge ",9,"cb32777545b_date",609,"1946-06","1948-01","1946-06-01","1948-01-31",FALSE,36,"Services sociaux","",""
"1908-1958","https://gallica.bnf.fr/ark:/12148/cb327772147/date","Paris","Franca esperantisto ",9,"cb327772147_date",4504,"1908-12","1921-04-01","1908-12-01","1921-04-01",FALSE,NA,NA,"",""
"1938-1956","https://gallica.bnf.fr/ark:/12148/cb32770470k/date","Paris","Etre belle et bien coiffée",9,"cb32770470k_date",NA,"1938-10","1938-06","1938-10-01","1938-06-31",FALSE,7,"Presse et édition","",""
"1944-1945","https://gallica.bnf.fr/ark:/12148/cb327688305/date","Toulouse","España popular",9,"cb327688305_date",63,"1944-12-03","1945-02-04","1944-12-03","1945-02-04",FALSE,7,"Presse et édition","",""
"1946-1947","https://gallica.bnf.fr/ark:/12148/cb32758565s/date","Rodez","Don Quijote ",9,"cb32758565s_date",NA,"1946-11","1947-02","1946-11-01","1947-02-31",FALSE,NA,NA,"",""
"1942-194.","https://gallica.bnf.fr/ark:/12148/cb327344863/date","","Documents ",9,"cb327344863_date",89,"1942-12","1943-02-28","1942-12-01","1943-02-28",FALSE,NA,NA,"",""
"18..-1946","https://gallica.bnf.fr/ark:/12148/cb42063968t/date","Fort de France, Fort de France","Discours prononcé par M",9,"cb42063968t_date",22469,"1884-11-20","1946-05-29","1884-11-20","1946-05-29",FALSE,35,"Administration publique","",""
"19..-1946","https://gallica.bnf.fr/ark:/12148/cb42094656v/date","Alger","Discours de M",9,"cb42094656v_date",10956,"1906","1935","1906-01-01","1935-12-31",FALSE,35,"Administration publique","",""
"1801-1802","https://gallica.bnf.fr/ark:/12148/cb32757566w/date","A Bordeaux, A Bordeaux, A Bordeaux","Diners de la Société littéraire de Bordeaux",9,"cb32757566w_date",275,"1801-07-09","1802-04-10","1801-07-09","1802-04-10",FALSE,84,"Littérature francophone","",""
