n,annee,mois
53951650,1914,2
61392591,1914,3
54912291,1914,4
63076449,1914,5
54094898,1914,6
58873543,1914,7
39008726,1914,8
41301053,1914,9
46085025,1914,10
42709866,1914,11
44040740,1914,12
41818434,1915,1
39624029,1915,2
43407422,1915,3
40375348,1915,4
42852685,1915,5
42348301,1915,6
45198249,1915,7
44115773,1915,8
42233834,1915,9
43778157,1915,10
41815467,1915,11
43895865,1915,12
40081997,1916,1
39658977,1916,2
43187213,1916,3
38104922,1916,4
42552433,1916,5
36798281,1916,6
37937112,1916,7
37786310,1916,8
37116917,1916,9
38679237,1916,10
38140518,1916,11
38185083,1916,12
37891255,1917,1
35464297,1917,2
41550880,1917,3
34879514,1917,4
37349069,1917,5
34111320,1917,6
34115653,1917,7
34869174,1917,8
33866380,1917,9
33350465,1917,10
31043125,1917,11
31964738,1917,12
34452910,1918,1
32962995,1918,2
35437366,1918,3
33220877,1918,4
33429248,1918,5
35308210,1918,6
36250724,1918,7
36306732,1918,8
34394103,1918,9
35042997,1918,10
30149944,1918,11
30700333,1918,12
32755951,1919,1
32589917,1919,2
37674201,1919,3
36255327,1919,4
38791465,1919,5
35080402,1919,6
39372078,1919,7
39035764,1919,8
37218333,1919,9
39475702,1919,10
33908467,1919,11
34545251,1919,12
36216553,1920,1
34758190,1920,2
34481219,1920,3
34866459,1920,4
35687658,1920,5
37629284,1920,6
39150442,1920,7
36821578,1920,8
37337341,1920,9
39325941,1920,10
37429948,1920,11
40530256,1920,12
40255067,1921,1
40261323,1921,2
42703968,1921,3
42807770,1921,4
37796052,1921,5
41752582,1921,6
41649510,1921,7
41823376,1921,8
42400746,1921,9
44743048,1921,10
43758890,1921,11
44300198,1921,12
41783320,1922,1
37281164,1922,2
44059498,1922,3
38967492,1922,4
39036761,1922,5
37807705,1922,6
38399832,1922,7
39150589,1922,8
35793692,1922,9
35635316,1922,10
31610455,1922,11
30832452,1922,12
33476942,1923,1
30802695,1923,2
33208093,1923,3
32651848,1923,4
36656256,1923,5
38721957,1923,6
36711331,1923,7
35472008,1923,8
33243761,1923,9
36220920,1923,10
31888790,1923,11
34593290,1923,12
39937891,1924,1
42459177,1924,2
49463928,1924,3
44639557,1924,4
48629046,1924,5
44738191,1924,6
51196751,1924,7
48703485,1924,8
49964009,1924,9
54813462,1924,10
52008127,1924,11
54231869,1924,12
55357559,1925,1
52566014,1925,2
57490685,1925,3
52300320,1925,4
55719068,1925,5
49487323,1925,6
60858421,1925,7
57391067,1925,8
54950293,1925,9
56691076,1925,10
55922078,1925,11
57462835,1925,12
60348998,1926,1
57461860,1926,2
65510114,1926,3
60492108,1926,4
59804301,1926,5
63659474,1926,6
66066825,1926,7
61656815,1926,8
61315745,1926,9
62298028,1926,10
57889159,1926,11
62869571,1926,12
64894694,1927,1
63150666,1927,2
72585206,1927,3
64514351,1927,4
67433896,1927,5
63801737,1927,6
67494956,1927,7
66042622,1927,8
65782566,1927,9
68368808,1927,10
64454542,1927,11
68202744,1927,12
69089776,1928,1
66327036,1928,2
74259135,1928,3
62178942,1928,4
66949899,1928,5
70626697,1928,6
70637359,1928,7
72281727,1928,8
71122392,1928,9
73065689,1928,10
71816973,1928,11
71815170,1928,12
71537113,1929,1
66476269,1929,2
71614037,1929,3
65348461,1929,4
66776665,1929,5
68429024,1929,6
71311120,1929,7
71817843,1929,8
69393550,1929,9
72452503,1929,10
68685534,1929,11
68870015,1929,12
66106929,1930,1
61879912,1930,2
69113532,1930,3
65580822,1930,4
71615336,1930,5
65522001,1930,6
69709829,1930,7
66087383,1930,8
63652338,1930,9
71117291,1930,10
65087358,1930,11
67099822,1930,12
62895454,1931,1
58096243,1931,2
63925633,1931,3
59148983,1931,4
62248728,1931,5
62449772,1931,6
63464142,1931,7
61696043,1931,8
60677079,1931,9
63671746,1931,10
56169564,1931,11
59594793,1931,12
62069483,1932,1
61606383,1932,2
63052573,1932,3
61074847,1932,4
56698661,1932,5
59755957,1932,6
64168825,1932,7
62257592,1932,8
61169492,1932,9
60719533,1932,10
58255228,1932,11
60521461,1932,12
61955375,1933,1
57336531,1933,2
60320315,1933,3
56591131,1933,4
59063780,1933,5
56362174,1933,6
61180265,1933,7
60791514,1933,8
61587704,1933,9
64909774,1933,10
60762002,1933,11
63421667,1933,12
61859604,1934,1
57323072,1934,2
63202310,1934,3
58035562,1934,4
58236904,1934,5
62587613,1934,6
61584792,1934,7
60901166,1934,8
58575762,1934,9
60730436,1934,10
57135359,1934,11
59166535,1934,12
56325203,1935,1
51364667,1935,2
58754564,1935,3
55107705,1935,4
58556866,1935,5
54185044,1935,6
59921910,1935,7
60323240,1935,8
58540673,1935,9
59828835,1935,10
56117156,1935,11
55984004,1935,12
56797136,1936,1
54422027,1936,2
56137542,1936,3
53040819,1936,4
53961860,1936,5
52616992,1936,6
57782583,1936,7
57034441,1936,8
56874362,1936,9
57538373,1936,10
55551416,1936,11
56341545,1936,12
54398082,1937,1
49850860,1937,2
52912857,1937,3
54499733,1937,4
51463315,1937,5
54263710,1937,6
55115256,1937,7
53567800,1937,8
52707025,1937,9
52425549,1937,10
50160524,1937,11
51612938,1937,12
53404629,1938,1
52648965,1938,2
57291563,1938,3
50789850,1938,4
51999777,1938,5
49512624,1938,6
56497773,1938,7
55555613,1938,8
56911397,1938,9
53766580,1938,10
53012519,1938,11
54241709,1938,12
53249765,1939,1
49358628,1939,2
55220076,1939,3
51959974,1939,4
47939525,1939,5
48803890,1939,6
45856148,1939,7
47430169,1939,8
33610011,1939,9
32818569,1939,10
32318477,1939,11
31856806,1939,12
33331425,1940,1
27540966,1940,2
27740068,1940,3
32168345,1940,4
30668914,1940,5
31049279,1940,6
35231177,1940,7
35503619,1940,8
34929624,1940,9
37516737,1940,10
35769686,1940,11
37314371,1940,12
38467246,1941,1
34602027,1941,2
35454596,1941,3
31833782,1941,4
30364693,1941,5
22300700,1941,6
23871834,1941,7
23205776,1941,8
21525706,1941,9
21031062,1941,10
22059894,1941,11
22068254,1941,12
23251900,1942,1
21071182,1942,2
22824340,1942,3
21636065,1942,4
23139086,1942,5
21430203,1942,6
21609633,1942,7
21161575,1942,8
25858181,1942,9
27108273,1942,10
24566409,1942,11
24945750,1942,12
27697908,1943,1
25878780,1943,2
26864066,1943,3
23598502,1943,4
24710622,1943,5
24281211,1943,6
23944765,1943,7
23238120,1943,8
21419858,1943,9
23028340,1943,10
22521343,1943,11
23687866,1943,12
15791948,1944,1
15618076,1944,2
16569316,1944,3
15023483,1944,4
15374834,1944,5
15945810,1944,6
16107043,1944,7
15454005,1944,8
13813124,1944,9
13291460,1944,10
11919608,1944,11
9354038,1944,12
6787188,1945,1
4624623,1945,2
3543457,1945,3
1109260,1945,4
677839,1945,5
823756,1945,6
715337,1945,7
616074,1945,8
689809,1945,9
851679,1945,10
914332,1945,11
827704,1945,12
934033,1946,1
849957,1946,2
1176880,1946,3
1120401,1946,4
1322397,1946,5
1154718,1946,6
1315009,1946,7
1457285,1946,8
1259011,1946,9
1458479,1946,10
1218440,1946,11
1082419,1946,12
1450249,1947,1
1186304,1947,2
1199387,1947,3
1219085,1947,4
1560853,1947,5
1263241,1947,6
1513049,1947,7
1329656,1947,8
1187465,1947,9
1185249,1947,10
975342,1947,11
997163,1947,12
924076,1948,1
957262,1948,2
1092950,1948,3
1238921,1948,4
1119129,1948,5
1134558,1948,6
1279638,1948,7
1542308,1948,8
1650951,1948,9
1843317,1948,10
1604293,1948,11
1718541,1948,12
1290143,1949,1
1325233,1949,2
1474702,1949,3
1582851,1949,4
1914833,1949,5
1799080,1949,6
2294808,1949,7
2448319,1949,8
3438333,1949,9
4255894,1949,10
6310109,1949,11
7228161,1949,12
5506659,1950,1
4954837,1950,2
7019040,1950,3
6475237,1950,4
6710489,1950,5
6215026,1950,6
5650950,1950,7
5309540,1950,8
5374732,1950,9
5424041,1950,10
5289786,1950,11
5156372,1950,12
