n,annee
1294,1798
34747,1799
479,1800
1240,1801
58350,1802
20317,1803
1804,1804
105412,1805
95228,1806
7693,1807
1353,1808
12701,1809
77157,1810
1823,1811
889,1812
6856,1813
10688,1814
4418,1815
15316,1816
12441,1817
57357,1818
133723,1819
20523,1820
10360,1821
7906,1822
107994,1823
336781,1824
434179,1825
795395,1826
900147,1827
810253,1828
289293,1829
681626,1830
1526618,1831
763806,1832
481347,1833
529373,1834
695827,1835
849748,1836
1638529,1837
1129388,1838
915980,1839
1036054,1840
3299173,1841
1930897,1842
4001976,1843
6447477,1844
11974791,1845
7008692,1846
2537087,1847
3607877,1848
3969169,1849
6482326,1850
11390887,1851
5975529,1852
4492180,1853
13620359,1854
10498892,1855
17270525,1856
14019608,1857
19376854,1858
16322584,1859
14866238,1860
19919530,1861
19872758,1862
15943376,1863
10217019,1864
11242992,1865
15508670,1866
19018331,1867
18329523,1868
21425451,1869
21971953,1870
17915003,1871
21932435,1872
27236279,1873
25984403,1874
29302117,1875
35207335,1876
28577905,1877
34710815,1878
35105765,1879
27456075,1880
27581207,1881
31915041,1882
39961496,1883
30755326,1884
32736992,1885
40092215,1886
44892955,1887
53480679,1888
54065920,1889
53110443,1890
61731697,1891
50332148,1892
62517967,1893
77765758,1894
88576225,1895
122226027,1896
123469592,1897
131693054,1898
117010286,1899
105849174,1900
150707325,1901
139190811,1902
127793583,1903
123804449,1904
158013254,1905
165467253,1906
170286677,1907
181361487,1908
188798886,1909
159665880,1910
142471365,1911
164106097,1912
159552364,1913
174824835,1914
172096637,1915
165695494,1916
163227403,1917
182091100,1918
183354749,1919
188067427,1920
222661424,1921
230033068,1922
77566508,1923
76208102,1924
54940032,1925
51371543,1926
42342247,1927
40724787,1928
33474618,1929
40205097,1930
40702293,1931
58677883,1932
58106075,1933
58328150,1934
55561074,1935
55460704,1936
55323471,1937
54501137,1938
46656680,1939
41184255,1940
53323126,1941
45356191,1942
39442568,1943
38292061,1944
50900365,1945
44845192,1946
37576945,1947
35831043,1948
32834811,1949
32287058,1950
33182741,1951
31143227,1952
28637892,1953
20423379,1954
20317067,1955
6568784,1956
6274626,1957
6498703,1958
8642399,1959
23795336,1960
23720854,1961
18424944,1962
15758493,1963
