n,annee
24033,1704
17475,1716
2744,1718
12323,1719
11138,1722
18902,1724
9708,1725
2461,1733
5737,1743
20838,1749
1001,1756
1748,1759
15079,1760
20902,1762
14540,1763
736,1764
30766,1767
3894,1768
12111,1771
1180,1774
53,1777
267,1778
2653,1779
2110,1781
9718,1782
557,1783
1923,1785
1614,1787
24150,1788
29740,1790
1218,1791
7530,1792
6059,1794
2470,1795
3455,1796
5158,1798
334,1799
18,1800
10993,1801
2726,1804
619,1805
20662,1808
1088,1810
6849,1811
7767,1814
20539,1815
2591,1817
5031,1818
78,1819
13940,1820
5161,1822
8147,1824
3926,1825
6784,1826
9602,1827
444,1830
1333,1831
4280,1832
3356,1833
3545,1834
39866,1835
12443,1836
1785,1837
24861,1838
26936,1839
15263,1840
20063,1841
9010,1842
44813,1843
18624,1844
9579,1845
133378,1846
37154,1847
27728,1848
9672,1849
4624,1850
14452,1851
6823,1852
13444,1853
25992,1854
12948,1855
6170,1856
70281,1857
1002,1858
27034,1859
3249,1860
43101,1861
1790,1862
25711,1863
16011,1864
3519,1865
35694,1866
20222,1867
27497,1868
27565,1869
43072,1870
13109,1871
36693,1872
9161,1873
45604,1874
170888,1875
40887,1876
73671,1877
15393,1878
16098,1879
45355,1880
45786,1881
29575,1882
28350,1883
84354,1884
23922,1885
49156,1886
51753,1887
20735,1888
50621,1889
13961,1890
55454,1891
16066,1892
58119,1893
63478,1894
29308,1895
15891,1896
17204,1897
19610,1898
69909,1899
130909,1900
17811,1901
44944,1902
39209,1903
67936,1904
86311,1905
48640,1906
96893,1907
162687,1908
41272,1909
110205,1910
45381,1911
59560,1912
63484,1913
86424,1914
36921,1915
26646,1916
27014,1917
50479,1918
62087,1919
240151,1920
181994,1921
231379,1922
62984,1923
115557,1924
176272,1925
138998,1926
258741,1927
134328,1928
174154,1929
155581,1930
176267,1931
236367,1932
159705,1933
343846,1934
194340,1935
342436,1936
279177,1937
188926,1938
219624,1939
273536,1940
446427,1941
302061,1942
157857,1943
119636,1944
207787,1945
352731,1946
376233,1947
238935,1948
439559,1949
223425,1950
828317,1951
299895,1952
718378,1953
688230,1954
451450,1955
378935,1956
754902,1957
461718,1958
609642,1959
594671,1960
725991,1961
758873,1962
581828,1963
886574,1964
715946,1965
801222,1966
954177,1967
751415,1968
1107747,1969
799997,1970
1031951,1971
1005368,1972
1066713,1973
878695,1974
1193521,1975
1252417,1976
1506005,1977
1480088,1978
1540952,1979
1633508,1980
1500805,1981
1947508,1982
2071255,1983
2016092,1984
1922255,1985
2447924,1986
2885877,1987
3487569,1988
3267027,1989
3867793,1990
3861473,1991
4122168,1992
4447938,1993
5338976,1994
5026693,1995
4918462,1996
5811028,1997
6139029,1998
8194321,1999
8987805,2000
9066993,2001
9661087,2002
10214779,2003
12714545,2004
14038729,2005
15602156,2006
18642100,2007
15674275,2008
17906139,2009
22173788,2010
25920044,2011
31583640,2012
30564124,2013
33223522,2014
28689650,2015
18298618,2016
16361170,2017
18030116,2018
18445787,2019
16296371,2020
17855697,2021
11497207,2022
4913368,2023
2411505,2024
18813,2025
