n,annee
28683,1914
29310,1915
19356,1916
5937,1917
7839,1918
10269,1919
12111,1920
16113,1921
10752,1922
21357,1923
46062,1924
57906,1925
22896,1926
45687,1927
51999,1928
116418,1929
279894,1930
404296,1931
451084,1932
245067,1933
225294,1934
308100,1935
350073,1936
319591,1937
202628,1938
301403,1939
427689,1940
429249,1941
415112,1942
350542,1943
366034,1944
359989,1945
422946,1946
498434,1947
514570,1948
459138,1949
582319,1950
524792,1951
446022,1952
502574,1953
526617,1954
610185,1955
542855,1956
607184,1957
554118,1958
459007,1959
418498,1960
369436,1961
400372,1962
360928,1963
422448,1964
443413,1965
408997,1966
374335,1967
465347,1968
344410,1969
386043,1970
492734,1971
462181,1972
472233,1973
436067,1974
352446,1975
347355,1976
366967,1977
445647,1978
408517,1979
407418,1980
411837,1981
472960,1982
458104,1983
484280,1984
529148,1985
477695,1986
602520,1987
643961,1988
601718,1989
714774,1990
637972,1991
634714,1992
668276,1993
681800,1994
801454,1995
909317,1996
924850,1997
944764,1998
938924,1999
1145252,2000
1271146,2001
1361723,2002
1308848,2003
1500854,2004
1617750,2005
1986389,2006
2187192,2007
2163918,2008
2223970,2009
1927331,2010
2068493,2011
2031269,2012
2007733,2013
2236361,2014
1996234,2015
2276260,2016
2261133,2017
2090489,2018
2042869,2019
1113513,2020
