n,annee
7351,1701
180343,1704
4439,1711
67281,1713
2847,1714
107119,1715
75471,1719
61960,1722
72434,1725
94701,1726
141009,1727
4433,1732
48280,1734
48703,1740
4722,1741
4023,1743
40009,1746
40455,1747
435727,1748
12136,1749
224711,1751
329060,1753
712,1754
1587,1756
39433,1757
27035,1758
26398,1759
210710,1760
2380,1761
55011,1762
49683,1763
168813,1764
8571,1765
23420,1766
21002,1767
50979,1768
27990,1771
9973,1772
2837,1773
32987,1777
41995,1780
9687,1781
180110,1782
9612,1784
88443,1785
21457,1786
92338,1787
298061,1788
56620,1789
444078,1790
3950,1791
8660,1792
53788,1794
56064,1795
100380,1796
187176,1797
127588,1798
21421,1799
11716,1800
286124,1802
8362,1805
101741,1806
269046,1807
26562,1808
917,1810
99025,1812
36873,1813
19671,1814
74603,1815
84736,1816
3006,1817
231995,1818
14031,1819
107744,1820
43369,1821
12517,1822
222635,1823
128970,1824
5919,1825
136915,1826
34412,1827
45938,1828
173408,1829
79294,1830
126223,1831
426542,1832
255508,1833
283202,1834
219709,1835
185612,1836
93508,1837
1316145,1838
769904,1839
416487,1840
409301,1841
279513,1842
639911,1843
603583,1844
648046,1845
239448,1846
277754,1847
356868,1848
167626,1849
328674,1850
84919,1851
802730,1852
1175349,1853
261874,1854
361202,1855
470881,1856
578598,1857
710459,1858
584769,1859
387532,1860
578314,1861
636966,1862
597909,1863
570142,1864
450434,1865
334792,1866
139672,1867
519265,1868
666535,1869
513776,1870
526525,1871
282708,1872
754279,1873
928694,1874
800445,1875
769158,1876
603376,1877
422397,1878
775622,1879
863242,1880
475908,1881
416857,1882
809621,1883
521337,1884
707075,1885
233816,1886
585192,1887
277193,1888
443504,1889
768307,1890
309305,1891
718207,1892
723796,1893
533514,1894
658587,1895
753584,1896
957982,1897
442828,1898
788543,1899
473859,1900
845726,1901
490570,1902
712002,1903
795654,1904
1286387,1905
538137,1906
1041908,1907
1141982,1908
713951,1909
512031,1910
1078820,1911
840366,1912
932063,1913
398333,1914
397231,1915
674895,1916
362480,1917
269139,1918
1504424,1919
768557,1920
1294162,1921
1750474,1922
1296620,1923
1598496,1924
2067786,1925
1819152,1926
1706951,1927
2456294,1928
2182463,1929
2434436,1930
2667255,1931
2700150,1932
2484070,1933
2474000,1934
2310086,1935
3665441,1936
2926736,1937
2082725,1938
2938308,1939
1862043,1940
1628679,1941
1309045,1942
2224467,1943
1711089,1944
3098581,1945
2178172,1946
3003832,1947
3055343,1948
3607091,1949
3883641,1950
4764807,1951
4888987,1952
3880572,1953
3368712,1954
3406164,1955
3810206,1956
4489163,1957
4011817,1958
4391087,1959
5803966,1960
4685551,1961
4970266,1962
5561358,1963
5123155,1964
4621962,1965
6900663,1966
6907404,1967
7704090,1968
7912242,1969
7929212,1970
7959346,1971
8251498,1972
9199335,1973
10134093,1974
10125897,1975
10846713,1976
12564525,1977
13707260,1978
14327141,1979
14633045,1980
16722372,1981
17463650,1982
17157060,1983
18467103,1984
18989706,1985
21121991,1986
20766084,1987
24961919,1988
26575983,1989
28117559,1990
26169355,1991
30637477,1992
30787820,1993
33954991,1994
37643238,1995
38440979,1996
40206319,1997
46781978,1998
45406783,1999
46124920,2000
51258765,2001
55159037,2002
59759333,2003
61255516,2004
70134716,2005
77905284,2006
84256985,2007
88801758,2008
111313438,2009
125080303,2010
152333912,2011
170761903,2012
194207212,2013
193283226,2014
172250205,2015
109239504,2016
95758810,2017
89538692,2018
88344427,2019
72491653,2020
71470452,2021
47499363,2022
25450795,2023
10718330,2024
125833,2025
