"date","base"
"1642",188227
"1644",146313
"1647",54086
"1649",23283
"1651",441468
"1654",40171
"1656",60238
"1657",197469
"1661",162350
"1662",64708
"1663",166534
"1667",48469
"1668",335375
"1669",50672
"1671",150553
"1672",39506
"1674",34833
"1675",75801
"1676",79564
"1689",265350
"1695",495051
"1697",895972
"1698",500852
"1704",3888
"1706",248332
"1707",5659
"1709",103243
"1710",32900
"1711",106672
"1712",328653
"1713",46199
"1714",278204
"1715",116592
"1716",119079
"1717",342918
"1718",118163
"1719",120990
"1720",118217
"1721",336141
"1722",334048
"1723",138783
"1724",128139
"1725",51418
"1733",6203
"1734",350990
"1735",380128
"1736",150324
"1737",120545
"1738",168434
"1739",101732
"1740",182432
"1741",481861
"1742",216601
"1743",861600
"1744",466866
"1745",166556
"1746",393282
"1747",702384
"1748",567057
"1749",632325
"1750",508057
"1752",793973
"1753",381081
"1754",179632
"1755",154147
"1756",84228
"1757",455240
"1758",246248
"1759",375078
"1760",494476
"1761",652958
"1762",553993
"1763",1067849
"1764",1251326
"1765",1384914
"1766",1418537
"1767",1004569
"1768",965424
"1769",959851
"1770",1176590
"1771",914229
"1772",976685
"1773",1159819
"1774",1371383
"1775",2006167
"1776",1458778
"1777",1771953
"1778",2501004
"1779",2579219
"1780",1978948
"1781",2005382
"1782",1703913
"1783",2035172
"1784",1516686
"1785",1560477
"1786",1744386
"1787",2245262
"1788",1943071
"1789",5442320
"1790",10024511
"1791",18208160
"1792",17043453
"1793",17593721
"1794",15238911
"1795",11554068
"1796",13264681
"1797",15513806
"1798",15858559
"1799",11802917
"1800",10050064
"1801",12431151
"1802",15891465
"1803",13999333
"1804",14823397
"1805",13080922
"1806",13614073
"1807",14096487
"1808",11778838
"1809",13666412
"1810",13023023
"1811",12190982
"1812",13914670
"1813",14050252
"1814",13519306
"1815",15093992
"1816",15324714
"1817",13229855
"1818",17541973
"1819",19575787
"1820",23637494
"1821",29478122
"1822",31761035
"1823",32078464
"1824",28681240
"1825",27237840
"1826",35679144
"1827",32305425
"1828",45182163
"1829",51321053
"1830",52397692
"1831",51240351
"1832",50329137
"1833",58668804
"1834",61338811
"1835",66443783
"1836",74663612
"1837",99540396
"1838",83069616
"1839",79320318
"1840",78980576
"1841",90195372
"1842",87434872
"1843",91744015
"1844",103535027
"1845",118537531
"1846",116088092
"1847",111375400
"1848",117825843
"1849",133493509
"1850",140518115
"1851",141692566
"1852",118714565
"1853",102375273
"1854",104595846
"1855",112272306
"1856",126877915
"1857",123068189
"1858",112495547
"1859",127481598
"1860",135760365
"1861",151172119
"1862",157200425
"1863",170622101
"1864",167031086
"1865",185002665
"1866",174063009
"1867",180657723
"1868",205019564
"1869",249662595
"1870",271034340
"1871",197116767
"1872",290751792
"1873",318694144
"1874",332055161
"1875",341705484
"1876",367418960
"1877",388045848
"1878",385698867
"1879",425533600
"1880",445565322
"1881",459271359
"1882",530671773
"1883",481474371
"1884",506438771
"1885",476513548
"1886",488529635
"1887",514458622
"1888",521974911
"1889",540159608
"1890",554781912
"1891",571029834
"1892",596964501
"1893",634507448
"1894",650659860
"1895",678941923
"1896",680717188
"1897",757322737
"1898",715665703
"1899",731908038
"1900",786788916
"1901",727548580
"1902",751107417
"1903",798465714
"1904",802938000
"1905",793119017
"1906",832062250
"1907",813855432
"1908",792737447
"1909",770331966
"1910",818710551
"1911",860356603
"1912",877942934
"1913",938218510
"1914",683158310
"1915",436234704
"1916",494055377
"1917",456733465
"1918",458163874
"1919",585349357
"1920",637640719
"1921",729451073
"1922",780920834
"1923",873783039
"1924",849653057
"1925",852938119
"1926",843340212
"1927",863418362
"1928",934349095
"1929",891607350
"1930",893193776
"1931",899085650
"1932",913587487
"1933",936668080
"1934",1007892266
"1935",975305870
"1936",955156188
"1937",891190860
"1938",828295217
"1939",659245344
"1940",265909398
"1941",267316885
"1942",221893698
"1943",193757270
"1944",129225817
"1945",101355667
"1946",142062390
"1947",151524724
"1948",142997482
"1949",134725617
"1950",126892550
"1951",57217803
"1952",27486324
"1953",28666221
"1954",30942867
"1955",30041890
"1956",29127646
"1957",30383191
"1958",31000047
"1959",27048835
"1960",28346920
"1961",29218813
"1962",27748925
"1963",23107270
"1964",23521414
"1965",24348057
"1966",28294913
"1967",26941590
"1968",24565964
"1969",26765275
"1970",24387857
"1971",26505041
"1972",27821179
"1973",24932500
"1974",25515079
"1975",23976225
"1976",23456283
"1977",23528906
"1978",23242559
"1979",23655352
"1980",22197446
"1981",22292117
"1982",21701817
"1983",20780235
"1984",25068766
"1985",24209755
"1986",26555013
"1987",25048378
"1988",23464265
"1989",25116570
"1990",23728500
"1991",26238229
"1992",24927101
"1993",25909247
"1994",22206727
"1995",22564480
"1996",24589549
"1997",22329470
"1998",20100607
"1999",16669941
"2000",14313699
"2001",10906677
"2002",10015476
"2003",9716453
"2004",8988290
"2005",7770553
"2006",7473102
"2007",7674385
"2008",7125499
"2009",6617126
"2010",4465028
"2011",4671592
"2012",4032715
"2013",2537761
"2014",2143126
"2015",1985073
"2016",731035
"2017",603485
"2018",470968
