n,annee,mois,jour
19462,1861,4,25
19396,1861,4,26
19072,1861,4,27
21038,1861,4,29
21552,1861,4,30
21952,1861,5,1
22648,1861,5,2
22876,1861,5,3
23481,1861,5,4
21950,1861,5,6
23292,1861,5,7
21247,1861,5,8
21899,1861,5,9
20761,1861,5,10
19823,1861,5,11
19879,1861,5,12
20097,1861,5,13
21156,1861,5,14
21802,1861,5,15
22643,1861,5,16
20361,1861,5,17
20174,1861,5,18
20969,1861,5,19
19374,1861,5,20
16808,1861,5,21
19215,1861,5,22
17327,1861,5,23
22769,1861,5,24
21132,1861,5,25
17394,1861,5,26
21215,1861,5,27
17556,1861,5,28
21637,1861,5,29
18659,1861,5,30
22947,1861,5,31
21139,1861,6,1
23332,1861,6,2
18552,1861,6,3
21175,1861,6,4
21620,1861,6,5
20657,1861,6,6
21524,1861,6,7
21976,1861,6,8
20659,1861,6,9
24549,1861,6,10
23991,1861,6,11
22865,1861,6,12
22793,1861,6,13
22205,1861,6,14
23546,1861,6,15
23092,1861,6,16
21002,1861,6,17
21419,1861,6,18
18913,1861,6,19
23547,1861,6,20
21710,1861,6,21
19987,1861,6,22
20033,1861,6,23
20582,1861,6,24
21931,1861,6,25
24325,1861,6,26
22907,1861,6,27
24102,1861,6,28
20734,1861,6,29
20666,1861,6,30
23264,1861,7,1
22008,1861,7,2
20835,1861,7,3
24752,1861,7,4
22888,1861,7,5
20954,1861,7,6
24165,1861,7,7
24799,1861,7,8
23320,1861,7,9
24757,1861,7,10
24159,1861,7,11
22779,1861,7,12
22473,1861,7,13
18360,1861,7,14
21389,1861,7,15
21618,1861,7,16
20824,1861,7,17
22390,1861,7,18
21508,1861,7,19
20619,1861,7,20
19357,1861,7,21
21979,1861,7,22
20192,1861,7,23
21163,1861,7,24
21768,1861,7,25
22717,1861,7,26
21691,1861,7,27
21341,1861,7,28
20948,1861,7,29
21973,1861,7,30
20453,1861,7,31
21656,1861,8,1
24234,1861,8,2
24000,1861,8,3
21896,1861,8,4
22828,1861,8,5
21551,1861,8,6
21330,1861,8,7
21634,1861,8,8
19652,1861,8,9
21695,1861,8,10
20283,1861,8,11
20367,1861,8,12
22194,1861,8,13
19427,1861,8,14
21952,1861,8,15
18342,1861,8,16
20900,1861,8,17
20537,1861,8,18
21249,1861,8,19
20147,1861,8,20
17964,1861,8,21
21151,1861,8,22
24000,1861,8,23
21181,1861,8,24
20200,1861,8,25
21740,1861,8,26
22164,1861,8,27
23549,1861,8,28
24783,1861,8,29
23740,1861,8,30
22609,1861,8,31
21047,1861,9,1
22132,1861,9,2
20492,1861,9,3
21798,1861,9,4
20695,1861,9,5
21462,1861,9,6
20164,1861,9,7
22292,1861,9,8
21317,1861,9,9
21826,1861,9,10
21619,1861,9,11
20769,1861,9,12
20687,1861,9,13
21105,1861,9,14
21659,1861,9,15
22934,1861,9,16
21264,1861,9,17
20898,1861,9,18
20229,1861,9,19
19558,1861,9,20
20664,1861,9,21
16410,1861,9,22
20443,1861,9,23
22072,1861,9,24
20480,1861,9,25
17392,1861,9,26
21630,1861,9,27
20510,1861,9,28
19675,1861,9,29
21240,1861,9,30
17860,1861,10,1
17895,1861,10,2
