"","date","count","base","ratio","mot","url","resolution","corpus","langue","bibli","search_mode"
"741","1871/09",1105,9925993,0.000111323874598743,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=9&fromYear=1871&toDay=30&toMonth=9&toYear=1871","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"742","1871/10",1167,10192308,0.000114498109751,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=10&fromYear=1871&toDay=31&toMonth=10&toYear=1871","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"743","1871/11",1177,10286125,0.000114425986462346,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=11&fromYear=1871&toDay=30&toMonth=11&toYear=1871","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"744","1871/12",1234,10333184,0.00011942108066594,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=12&fromYear=1871&toDay=31&toMonth=12&toYear=1871","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"745","1872/01",913,11014874,8.28879204610057e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=1&fromYear=1872&toDay=31&toMonth=1&toYear=1872","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"746","1872/02",909,10800047,8.41663003873965e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=2&fromYear=1872&toDay=28&toMonth=2&toYear=1872","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"747","1872/03",1038,13880813,7.47794815764754e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=3&fromYear=1872&toDay=31&toMonth=3&toYear=1872","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"748","1872/04",987,12193542,8.09444868439375e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=4&fromYear=1872&toDay=30&toMonth=4&toYear=1872","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"749","1872/05",961,12541099,7.66280530916788e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=5&fromYear=1872&toDay=31&toMonth=5&toYear=1872","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"750","1872/06",1056,12469469,8.46868459274409e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=6&fromYear=1872&toDay=30&toMonth=6&toYear=1872","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"751","1872/07",1265,12790638,9.89004614156073e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=7&fromYear=1872&toDay=31&toMonth=7&toYear=1872","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"752","1872/08",1188,13139338,9.04155140844995e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=8&fromYear=1872&toDay=31&toMonth=8&toYear=1872","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"753","1872/09",901,12422874,7.25275004801626e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=9&fromYear=1872&toDay=30&toMonth=9&toYear=1872","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"754","1872/10",884,13491885,6.55208668025261e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=10&fromYear=1872&toDay=31&toMonth=10&toYear=1872","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"755","1872/11",621,13358499,4.64872587855866e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=11&fromYear=1872&toDay=30&toMonth=11&toYear=1872","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"756","1872/12",948,12940409,7.32588900397198e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=12&fromYear=1872&toDay=31&toMonth=12&toYear=1872","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"757","1873/01",972,14074381,6.90616518055039e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=1&fromYear=1873&toDay=31&toMonth=1&toYear=1873","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"758","1873/02",595,13017835,4.57065249329093e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=2&fromYear=1873&toDay=28&toMonth=2&toYear=1873","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"759","1873/03",829,14768390,5.61334038442918e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=3&fromYear=1873&toDay=31&toMonth=3&toYear=1873","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"760","1873/04",763,13529656,5.639463412817e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=4&fromYear=1873&toDay=30&toMonth=4&toYear=1873","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"761","1873/05",800,14365258,5.56899152107118e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=5&fromYear=1873&toDay=31&toMonth=5&toYear=1873","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"762","1873/06",697,12680482,5.49663648432291e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=6&fromYear=1873&toDay=30&toMonth=6&toYear=1873","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"763","1873/07",784,13435678,5.83520980481968e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=7&fromYear=1873&toDay=31&toMonth=7&toYear=1873","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"764","1873/08",761,13412390,5.67385827581811e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=8&fromYear=1873&toDay=31&toMonth=8&toYear=1873","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"765","1873/09",1131,13064955,8.6567462344876e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=9&fromYear=1873&toDay=30&toMonth=9&toYear=1873","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"766","1873/10",734,14023266,5.23415871880345e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=10&fromYear=1873&toDay=31&toMonth=10&toYear=1873","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"767","1873/11",729,13261474,5.49712648835265e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=11&fromYear=1873&toDay=30&toMonth=11&toYear=1873","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"768","1873/12",699,13108837,5.33228081179131e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=12&fromYear=1873&toDay=31&toMonth=12&toYear=1873","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"769","1874/01",810,14155450,5.72217767714908e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=1&fromYear=1874&toDay=31&toMonth=1&toYear=1874","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"770","1874/02",804,13149510,6.11429627415774e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=2&fromYear=1874&toDay=28&toMonth=2&toYear=1874","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"771","1874/03",932,14529519,6.4145275559363e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=3&fromYear=1874&toDay=31&toMonth=3&toYear=1874","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"772","1874/04",981,13936182,7.03923068742931e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=4&fromYear=1874&toDay=30&toMonth=4&toYear=1874","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"773","1874/05",1023,14693756,6.96214092571021e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=5&fromYear=1874&toDay=31&toMonth=5&toYear=1874","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"774","1874/06",868,13877370,6.25478747053656e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=6&fromYear=1874&toDay=30&toMonth=6&toYear=1874","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"775","1874/07",899,14409866,6.23878112398825e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=7&fromYear=1874&toDay=31&toMonth=7&toYear=1874","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"776","1874/08",922,13871685,6.64663305142814e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=8&fromYear=1874&toDay=31&toMonth=8&toYear=1874","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"777","1874/09",821,13898316,5.90719048264552e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=9&fromYear=1874&toDay=30&toMonth=9&toYear=1874","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"778","1874/10",737,15052973,4.89604279500136e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=10&fromYear=1874&toDay=31&toMonth=10&toYear=1874","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"779","1874/11",723,13754913,5.2563036930877e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=11&fromYear=1874&toDay=30&toMonth=11&toYear=1874","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"780","1874/12",1070,14641817,7.30783617907532e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=12&fromYear=1874&toDay=31&toMonth=12&toYear=1874","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"781","1875/01",849,14947317,5.67994911728974e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=1&fromYear=1875&toDay=31&toMonth=1&toYear=1875","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"782","1875/02",740,13692568,5.40439163785785e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=2&fromYear=1875&toDay=28&toMonth=2&toYear=1875","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"783","1875/03",636,15102689,4.21117060677075e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=3&fromYear=1875&toDay=31&toMonth=3&toYear=1875","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"784","1875/04",1171,15283333,7.66194127943165e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=4&fromYear=1875&toDay=30&toMonth=4&toYear=1875","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"785","1875/05",1187,14570445,8.14662832878474e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=5&fromYear=1875&toDay=31&toMonth=5&toYear=1875","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"786","1875/06",926,15285561,6.05800467513099e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=6&fromYear=1875&toDay=30&toMonth=6&toYear=1875","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"787","1875/07",663,14394995,4.60576749071465e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=7&fromYear=1875&toDay=31&toMonth=7&toYear=1875","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"788","1875/08",734,13983675,5.24897782592916e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=8&fromYear=1875&toDay=31&toMonth=8&toYear=1875","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"789","1875/09",1005,14293862,7.03098994519466e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=9&fromYear=1875&toDay=30&toMonth=9&toYear=1875","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"790","1875/10",823,15808553,5.20604257707837e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=10&fromYear=1875&toDay=31&toMonth=10&toYear=1875","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"791","1875/11",632,15180225,4.16331114986767e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=11&fromYear=1875&toDay=30&toMonth=11&toYear=1875","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"792","1875/12",594,15952464,3.72356270479595e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=12&fromYear=1875&toDay=31&toMonth=12&toYear=1875","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"793","1876/01",703,14795361,4.75148933506928e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=1&fromYear=1876&toDay=31&toMonth=1&toYear=1876","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"794","1876/02",839,15293794,5.48588532054244e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=2&fromYear=1876&toDay=28&toMonth=2&toYear=1876","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"795","1876/03",670,17219409,3.89095816238525e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=3&fromYear=1876&toDay=31&toMonth=3&toYear=1876","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"796","1876/04",829,16040770,5.16808108338939e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=4&fromYear=1876&toDay=30&toMonth=4&toYear=1876","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"797","1876/05",612,16325680,3.7486953070255e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=5&fromYear=1876&toDay=31&toMonth=5&toYear=1876","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"798","1876/06",967,15013672,6.44079609571862e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=6&fromYear=1876&toDay=30&toMonth=6&toYear=1876","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"799","1876/07",2371,16007144,0.000148121363811058,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=7&fromYear=1876&toDay=31&toMonth=7&toYear=1876","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"800","1876/08",1847,16259203,0.000113597203995792,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=8&fromYear=1876&toDay=31&toMonth=8&toYear=1876","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"801","1876/09",1698,15907679,0.000106740901673965,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=9&fromYear=1876&toDay=30&toMonth=9&toYear=1876","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"802","1876/10",2134,16458145,0.000129662243223644,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=10&fromYear=1876&toDay=31&toMonth=10&toYear=1876","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"803","1876/11",2217,16026432,0.000138333972277797,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=11&fromYear=1876&toDay=30&toMonth=11&toYear=1876","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"804","1876/12",2017,16159612,0.000124817353287938,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=12&fromYear=1876&toDay=31&toMonth=12&toYear=1876","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"805","1877/01",1852,15457971,0.000119808738158456,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=1&fromYear=1877&toDay=31&toMonth=1&toYear=1877","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"806","1877/02",1500,14885804,0.000100767147007982,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=2&fromYear=1877&toDay=28&toMonth=2&toYear=1877","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"807","1877/03",1506,16551135,9.09907387016057e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=3&fromYear=1877&toDay=31&toMonth=3&toYear=1877","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"808","1877/04",2775,15241581,0.000182067726438616,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=4&fromYear=1877&toDay=30&toMonth=4&toYear=1877","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"809","1877/05",3494,15787115,0.000221319728145389,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=5&fromYear=1877&toDay=31&toMonth=5&toYear=1877","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"810","1877/06",2451,15774067,0.000155381614646369,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=6&fromYear=1877&toDay=30&toMonth=6&toYear=1877","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"811","1877/07",2021,15576782,0.000129744384944207,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=7&fromYear=1877&toDay=31&toMonth=7&toYear=1877","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"812","1877/08",2418,15703440,0.000153979000779447,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=8&fromYear=1877&toDay=31&toMonth=8&toYear=1877","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"813","1877/09",2239,15588461,0.000143631882582893,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=9&fromYear=1877&toDay=30&toMonth=9&toYear=1877","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"814","1877/10",1792,15933817,0.000112465205292618,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=10&fromYear=1877&toDay=31&toMonth=10&toYear=1877","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"815","1877/11",1781,15943275,0.000111708541689208,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=11&fromYear=1877&toDay=30&toMonth=11&toYear=1877","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"816","1877/12",2218,16028716,0.000138376648510087,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=12&fromYear=1877&toDay=31&toMonth=12&toYear=1877","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"817","1878/01",2120,16872644,0.000125647171836258,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=1&fromYear=1878&toDay=31&toMonth=1&toYear=1878","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"818","1878/02",1998,15683808,0.000127392531201606,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=2&fromYear=1878&toDay=28&toMonth=2&toYear=1878","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"819","1878/03",1838,17797955,0.000103270291446405,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=3&fromYear=1878&toDay=31&toMonth=3&toYear=1878","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"820","1878/04",2212,15815994,0.000139858424326666,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=4&fromYear=1878&toDay=30&toMonth=4&toYear=1878","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"821","1878/05",1624,16619196,9.77183252426892e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=5&fromYear=1878&toDay=31&toMonth=5&toYear=1878","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"822","1878/06",810,16263297,4.98053992373133e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=6&fromYear=1878&toDay=30&toMonth=6&toYear=1878","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"823","1878/07",1113,17783554,6.25859150538751e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=7&fromYear=1878&toDay=31&toMonth=7&toYear=1878","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"824","1878/08",906,17664075,5.12905430938218e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=8&fromYear=1878&toDay=31&toMonth=8&toYear=1878","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"825","1878/09",1013,17204163,5.88810975576086e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=9&fromYear=1878&toDay=30&toMonth=9&toYear=1878","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"826","1878/10",1326,19849584,6.6802407546677e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=10&fromYear=1878&toDay=31&toMonth=10&toYear=1878","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"827","1878/11",1636,18128426,9.02450107913395e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=11&fromYear=1878&toDay=30&toMonth=11&toYear=1878","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"828","1878/12",1398,18269003,7.65230593043309e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=12&fromYear=1878&toDay=31&toMonth=12&toYear=1878","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"829","1879/01",1114,20814843,5.3519500483381e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=1&fromYear=1879&toDay=31&toMonth=1&toYear=1879","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"830","1879/02",1048,20218038,5.18349010917874e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=2&fromYear=1879&toDay=28&toMonth=2&toYear=1879","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
"831","1879/03",1144,22655030,5.04965122535702e-05,"krieg","https://www.deutsche-digitale-bibliothek.de/search/newspaper?query=%22krieg%22&language=ger&fromDay=1&fromMonth=3&fromYear=1879&toDay=31&toMonth=3&toYear=1879","Mois","Presse","Allemand","Deutsche Digitale Bibliothek","N-gramme"
