n,annee
65999,1700
1773,1702
148532,1703
93573,1704
13529,1705
27329,1706
6283,1708
147849,1710
14559,1711
228854,1712
62689,1713
225710,1714
11470,1715
142165,1716
215301,1719
465876,1720
415386,1722
4051,1723
952093,1724
20848,1725
154609,1726
116524,1727
173413,1728
10070,1729
95587,1734
184636,1735
237253,1739
1019552,1740
234476,1741
313832,1742
155332,1743
673941,1748
349329,1749
184077,1750
692638,1751
248138,1752
279727,1753
144839,1754
487332,1755
5350,1756
54827,1757
142969,1758
352042,1759
205124,1763
242912,1764
166744,1765
528854,1766
267355,1767
138290,1768
250191,1769
288220,1771
125219,1772
479239,1773
115229,1774
359353,1775
355063,1776
1414208,1777
59824,1778
147362,1779
93553,1780
491870,1781
471963,1782
81454,1783
72086,1784
620112,1785
83455,1786
129284,1787
2509255,1788
280095,1789
1354029,1790
1864320,1791
159931,1792
2976,1793
530884,1794
198702,1795
698826,1796
709594,1797
476713,1798
373260,1799
477805,1800
73695,1802
43266,1803
223939,1804
161533,1805
309874,1806
561567,1807
167115,1808
386866,1809
180894,1810
461677,1811
437324,1812
392917,1813
689536,1814
466575,1815
224621,1816
1217437,1817
348500,1818
305610,1819
827179,1820
624709,1821
1325163,1822
378248,1823
275831,1824
494123,1825
55245,1826
422956,1827
668834,1828
609855,1829
1725921,1830
604124,1831
1941039,1832
809360,1833
961091,1834
1790085,1835
1566135,1836
1721899,1837
494949,1838
1813535,1839
2673963,1840
1199527,1841
843449,1842
3798869,1843
2273277,1844
1832181,1845
2414818,1846
1759931,1847
3676770,1848
1825629,1849
2007772,1850
2235908,1851
1592532,1852
2167539,1853
1324856,1854
3654121,1855
1921151,1856
3125252,1857
2237224,1858
3490032,1859
2574041,1860
2054059,1861
2552417,1862
2704191,1863
3318413,1864
2492201,1865
3620227,1866
2328433,1867
1855670,1868
5095899,1869
1951696,1870
2498561,1871
3288150,1872
1840042,1873
3215836,1874
1695672,1875
3053092,1876
3333695,1877
2316763,1878
2808647,1879
3629438,1880
3755362,1881
3562348,1882
4439579,1883
3290835,1884
5266147,1885
3948350,1886
5091718,1887
5095080,1888
5069541,1889
5663019,1890
4518526,1891
5350650,1892
4794286,1893
6994076,1894
3809434,1895
5084437,1896
5876055,1897
8109520,1898
10366743,1899
12621202,1900
5363277,1901
9234074,1902
7928155,1903
7263638,1904
9160265,1905
7177629,1906
7697698,1907
10036880,1908
8923122,1909
8236126,1910
10839586,1911
9015394,1912
8486213,1913
8498414,1914
8150617,1915
6466509,1916
7644441,1917
7499076,1918
10546139,1919
10881444,1920
9638138,1921
15789883,1922
8532089,1923
5992608,1924
11015005,1925
10810941,1926
11538442,1927
11791430,1928
12864682,1929
14720561,1930
14847216,1931
14460552,1932
15001933,1933
17559209,1934
18548698,1935
17376072,1936
19856913,1937
19512195,1938
18371816,1939
18497481,1940
18712906,1941
15922673,1942
16722674,1943
15864905,1944
16987823,1945
22433312,1946
20884475,1947
23421652,1948
21944556,1949
25093083,1950
26627107,1951
28373364,1952
24891733,1953
27188758,1954
30721170,1955
29082148,1956
32699247,1957
40020579,1958
35380515,1959
39898788,1960
36541190,1961
40136893,1962
38955340,1963
42740114,1964
43071850,1965
44577630,1966
42447917,1967
49399867,1968
59405934,1969
60260435,1970
63959711,1971
63130928,1972
72435008,1973
74145455,1974
79981746,1975
78198584,1976
82274151,1977
97301438,1978
101568044,1979
109174389,1980
114071001,1981
121938362,1982
127205660,1983
143454887,1984
155015120,1985
169331760,1986
185038023,1987
209442455,1988
211796082,1989
222963172,1990
252329553,1991
276655048,1992
291985277,1993
330655314,1994
359856377,1995
397301435,1996
428680989,1997
477931914,1998
504869992,1999
577236387,2000
603142797,2001
639536862,2002
744766426,2003
809064072,2004
862953071,2005
951323995,2006
1094399874,2007
1182861849,2008
1393950833,2009
1653998796,2010
2096098014,2011
2586103585,2012
3017944236,2013
3220174952,2014
2994396994,2015
1837433996,2016
1639232243,2017
1609180197,2018
1509338440,2019
1473661613,2020
1480542400,2021
1256290150,2022
1033918862,2023
667817498,2024
10125061,2025
