annee,mois,jour,total_n
1998,9,19,19331
1998,9,21,21034
1998,9,22,19630
1998,9,23,18808
1998,9,24,23339
1998,9,25,16850
1998,9,26,21364
1998,9,28,17843
1998,9,29,23278
1998,9,30,21145
1998,10,1,22870
1998,10,2,19742
1998,10,3,22187
1998,10,5,20860
1998,10,6,20902
1998,10,7,22728
1998,10,8,21850
1998,10,10,19339
1998,10,12,17938
1998,10,13,20125
1998,10,14,18560
1998,10,15,21908
1998,10,16,17724
1998,10,17,18274
1998,10,19,19105
1998,10,20,20511
1998,10,21,18622
1998,10,22,21033
1998,10,23,17742
1998,10,24,13703
1998,10,26,15444
1998,10,27,15190
1998,10,28,16834
1998,10,29,20475
1998,10,30,16053
1998,10,31,17956
1998,11,2,16999
1998,11,3,18106
1998,11,4,18991
1998,11,5,19997
1998,11,6,19779
1998,11,7,15346
1998,11,9,18593
1998,11,10,16466
1998,11,11,14164
1998,11,12,21318
1998,11,13,18243
1998,11,14,20490
1998,11,16,19689
1998,11,17,19508
1998,11,18,18274
1998,11,19,20345
1998,11,20,18328
1998,11,21,15768
1998,11,23,20451
1998,11,24,19809
1998,11,25,17389
1998,11,26,20956
1998,11,27,20288
1998,11,28,15411
1998,11,30,19976
1998,12,1,16158
1998,12,2,19875
1998,12,3,22956
1998,12,4,18812
1998,12,5,16804
1998,12,7,21279
1998,12,8,20572
1998,12,9,21443
1998,12,10,22643
1998,12,11,19230
1998,12,12,20358
1998,12,14,23267
1998,12,15,20631
1998,12,16,19177
1998,12,17,21412
1998,12,18,20954
1998,12,19,17510
1998,12,21,19887
1998,12,22,16349
1998,12,23,16290
1998,12,24,16846
1998,12,25,14671
1998,12,26,11832
1998,12,28,15907
1998,12,29,14329
1998,12,30,17267
1998,12,31,19147
1999,1,1,14829
1999,1,2,11900
1999,1,4,20227
1999,1,5,17456
1999,1,6,19168
1999,1,7,20956
1999,1,8,17949
1999,1,9,16358
1999,1,11,18371
1999,1,12,21017
1999,1,13,18327
1999,1,14,23283
1999,1,15,19580
1999,1,16,16235
1999,1,18,19794
1999,1,19,21044
1999,1,20,18106
1999,1,21,23146
1999,1,22,20515
1999,1,23,18806
1999,1,25,24425
1999,1,26,26386
1999,1,27,21813
1999,1,28,18487
1999,1,29,22764
1999,1,30,16045
1999,2,1,20512
1999,2,2,20437
1999,2,3,20164
1999,2,4,20754
1999,2,5,20166
1999,2,6,17969
1999,2,8,24060
1999,2,9,53407
1999,2,10,20798
1999,2,11,23456
1999,2,12,19436
1999,2,13,18669
1999,2,15,22558
1999,2,16,18954
1999,2,17,20513
1999,2,18,19992
1999,2,19,20875
1999,2,20,20230
1999,2,22,20428
1999,2,23,17752
1999,2,24,21660
1999,2,25,24378
1999,2,26,21064
1999,2,27,17092
1999,3,1,19532
1999,3,2,19744
1999,3,3,27440
1999,3,4,22471
1999,3,5,18061
1999,3,6,1233
1999,3,7,16969
1999,3,8,22242
1999,3,9,22050
1999,3,10,20811
1999,3,11,19514
1999,3,12,20465
1999,3,14,14403
1999,3,15,26703
1999,3,16,19137
1999,3,17,24391
1999,3,18,21827
1999,3,19,17102
1999,3,20,363
1999,3,21,20613
1999,3,22,15555
1999,3,23,26605
1999,3,24,25588
1999,3,25,18108
1999,3,26,20543
1999,3,28,20721
1999,3,29,18121
1999,3,30,17767
1999,3,31,28477
1999,4,1,20186
1999,4,2,19051
1999,4,4,16480
1999,4,5,19862
1999,4,6,19656
1999,4,7,20735
1999,4,8,21132
1999,4,9,18282
1999,4,11,23817
1999,4,12,23952
1999,4,13,20115
1999,4,14,21980
1999,4,15,22547
1999,4,16,19364
1999,4,18,19744
1999,4,19,20499
1999,4,20,19376
1999,4,21,22371
1999,4,22,21439
1999,4,23,19034
1999,4,25,19741
1999,4,26,20351
1999,4,27,19972
1999,4,28,23685
1999,4,29,20097
1999,5,2,22364
1999,5,3,19583
1999,5,4,22059
1999,5,5,20437
1999,5,6,21832
1999,5,7,19083
1999,5,9,21077
1999,5,10,18352
1999,5,11,21234
1999,5,12,18833
1999,5,13,22016
1999,5,14,18438
1999,5,16,23304
1999,5,17,23074
1999,5,18,19931
1999,5,19,23244
1999,5,20,20406
1999,5,21,18105
1999,5,23,16700
1999,5,24,23583
1999,5,25,20244
1999,5,26,19647
1999,5,27,19269
1999,5,28,19213
1999,5,30,21079
1999,6,1,16885
1999,6,2,23344
1999,6,3,20924
1999,6,4,23497
1999,6,5,23089
1999,6,7,22672
1999,6,8,21623
1999,6,9,22136
1999,6,10,23933
1999,6,11,24172
1999,6,12,17567
1999,6,14,19735
1999,6,15,23934
1999,6,16,20143
1999,6,17,24207
1999,6,18,22749
1999,6,19,16769
1999,6,21,22925
1999,6,22,19647
1999,6,23,19164
1999,6,24,23159
1999,6,25,19031
1999,6,26,19712
1999,6,28,22422
1999,6,29,21751
1999,6,30,20202
1999,7,1,20069
1999,7,2,21971
1999,7,3,18711
1999,7,4,102
1999,7,5,19993
1999,7,6,18558
1999,7,7,21100
1999,7,8,21282
1999,7,9,19437
1999,7,10,19408
1999,7,12,22395
1999,7,13,19049
1999,7,14,15256
1999,7,15,15785
1999,7,16,18103
1999,7,17,16226
1999,7,19,17560
1999,7,20,15904
1999,7,21,25428
1999,7,22,18225
1999,7,23,14924
1999,7,25,16106
1999,7,26,14174
1999,7,27,12388
1999,7,28,14139
1999,7,29,15815
1999,7,30,11226
1999,7,31,6329
1999,8,1,15711
1999,8,2,16910
1999,8,3,15998
1999,8,4,14898
1999,8,5,14992
1999,8,6,12342
1999,8,8,18427
1999,8,9,15455
1999,8,10,17924
1999,8,11,15639
1999,8,12,14789
1999,8,13,15086
1999,8,15,19813
1999,8,16,15760
1999,8,17,15520
1999,8,18,15849
1999,8,19,15379
1999,8,20,14638
1999,8,22,18635
1999,8,23,18310
1999,8,24,17649
1999,8,25,20469
1999,8,26,20928
1999,8,27,18817
1999,8,29,21533
1999,8,30,15110
1999,8,31,17655
1999,9,1,20061
1999,9,2,17149
1999,9,3,19341
1999,9,5,19861
1999,9,6,20304
1999,9,7,18252
1999,9,8,24280
1999,9,9,17423
1999,9,10,21874
1999,9,12,21188
1999,9,13,20633
1999,9,14,21729
1999,9,15,22595
1999,9,16,20376
1999,9,17,19920
1999,9,19,22850
1999,9,20,21776
1999,9,21,19755
1999,9,22,24520
1999,9,23,20359
1999,9,24,21464
1999,9,26,18951
1999,9,27,20021
1999,9,28,21177
1999,9,29,24005
1999,9,30,26906
1999,10,1,22312
1999,10,3,15100
1999,10,4,24361
1999,10,5,24419
1999,10,6,21433
1999,10,7,23876
1999,10,8,21793
1999,10,10,23223
1999,10,11,22664
1999,10,12,21602
1999,10,13,26306
1999,10,14,22618
1999,10,15,21450
1999,10,17,24021
1999,10,18,20746
1999,10,19,19601
1999,10,20,25537
1999,10,21,19638
1999,10,22,21130
1999,10,24,22163
1999,10,25,21623
1999,10,26,21092
1999,10,27,24429
1999,10,28,19900
1999,10,29,22638
1999,11,1,18585
1999,11,2,20949
1999,11,3,19951
1999,11,4,22691
1999,11,5,18420
1999,11,6,27933
1999,11,8,21074
1999,11,9,21417
1999,11,10,19042
1999,11,11,20712
1999,11,12,21171
1999,11,13,19330
1999,11,15,20560
1999,11,16,20495
1999,11,17,20241
1999,11,18,24180
1999,11,19,21294
1999,11,20,22706
1999,11,22,22000
1999,11,23,19715
1999,11,24,33700
1999,11,25,25253
1999,11,26,20019
1999,11,27,24939
1999,11,29,20958
1999,11,30,26693
1999,12,1,21962
1999,12,2,24681
1999,12,3,21492
1999,12,4,20946
1999,12,6,23855
1999,12,7,21558
1999,12,8,19326
1999,12,9,27269
1999,12,10,23070
1999,12,11,20773
1999,12,13,18761
1999,12,14,20367
1999,12,15,20058
1999,12,16,21618
1999,12,17,19750
1999,12,18,21226
1999,12,20,20886
1999,12,21,19677
1999,12,22,17973
1999,12,23,19231
1999,12,24,18280
1999,12,25,16297
1999,12,27,17473
1999,12,28,16619
1999,12,29,16549
1999,12,30,18904
1999,12,31,14585
2000,1,1,4798
2000,1,3,17927
2000,1,4,17374
2000,1,5,17743
2000,1,6,23558
2000,1,7,18295
2000,1,8,17407
2000,1,10,19472
2000,1,11,20121
2000,1,12,22339
2000,1,13,24291
2000,1,14,24732
2000,1,15,20951
2000,1,17,21779
2000,1,18,24117
2000,1,19,20631
2000,1,20,26645
2000,1,21,19033
2000,1,22,20667
2000,1,24,22777
2000,1,25,20413
2000,1,26,21228
2000,1,27,22521
2000,1,28,21975
2000,1,29,25144
2000,1,31,23052
2000,2,1,20151
2000,2,2,20964
2000,2,3,23814
2000,2,4,21710
2000,2,5,20303
2000,2,7,23512
2000,2,8,19443
2000,2,9,20994
2000,2,10,23808
2000,2,11,19208
2000,2,12,17739
2000,2,14,16829
2000,2,15,17741
2000,2,16,18767
2000,2,17,23673
2000,2,18,19819
2000,2,19,21327
2000,2,21,20619
2000,2,22,18268
2000,2,23,23999
2000,2,24,24778
2000,2,25,19418
2000,2,26,19705
2000,2,28,21315
2000,3,1,18951
2000,3,2,24135
2000,3,3,21108
2000,3,4,22360
2000,3,6,21735
2000,3,7,19687
2000,3,8,19823
2000,3,9,24378
2000,3,10,25212
2000,3,11,22106
2000,3,13,21867
2000,3,14,17695
2000,3,15,24735
2000,3,16,26112
2000,3,17,19495
2000,3,18,22136
2000,3,20,22980
2000,3,21,18961
2000,3,22,27790
2000,3,23,24376
2000,3,24,24156
2000,3,25,21904
2000,3,27,22604
2000,3,28,18984
2000,3,29,22108
2000,3,30,25788
2000,3,31,21876
2000,4,2,24628
2000,4,3,17617
2000,4,4,17475
2000,4,5,24820
2000,4,6,24633
2000,4,7,21113
2000,4,9,21501
2000,4,10,16262
2000,4,11,18153
2000,4,12,27481
2000,4,13,21233
2000,4,14,21376
2000,4,16,21490
2000,4,17,14855
2000,4,18,6336
2000,4,19,19791
2000,4,20,22899
2000,4,21,19542
2000,4,22,23279
2000,4,24,16093
2000,4,25,20898
2000,4,26,18521
2000,4,27,24374
2000,4,28,21598
2000,4,29,23254
2000,5,1,23814
2000,5,2,23818
2000,5,3,24788
2000,5,4,23732
2000,5,5,21862
2000,5,7,14505
2000,5,8,22584
2000,5,9,17800
2000,5,10,21665
2000,5,11,24120
2000,5,12,24367
2000,5,14,24104
2000,5,15,22390
2000,5,16,22420
2000,5,17,23262
2000,5,18,25586
2000,5,19,23424
2000,5,21,25577
2000,5,22,20412
2000,5,23,20422
2000,5,24,25270
2000,5,25,19756
2000,5,26,23202
2000,5,28,21718
2000,5,29,19102
2000,5,30,21673
2000,5,31,22635
2000,6,1,24099
2000,6,2,21494
2000,6,4,20203
2000,6,5,18310
2000,6,6,19787
2000,6,8,24255
2000,6,9,21673
2000,6,10,22951
2000,6,12,17478
2000,6,13,20851
2000,6,14,20731
2000,6,15,26110
2000,6,16,21513
2000,6,18,22612
2000,6,19,18811
2000,6,20,20401
2000,6,21,22767
2000,6,22,21530
2000,6,23,20512
2000,6,25,22542
2000,6,26,25005
2000,6,27,21940
2000,6,28,24894
2000,6,29,17186
2000,6,30,2910
2000,7,1,20578
2000,7,3,20255
2000,7,4,18170
2000,7,5,20561
2000,7,6,24170
2000,7,7,23308
2000,7,8,21071
2000,7,10,22578
2000,7,11,19962
2000,7,12,19649
2000,7,13,21324
2000,7,14,15549
2000,7,15,20008
2000,7,17,19396
2000,7,18,18846
2000,7,19,18389
2000,7,20,19708
2000,7,21,19311
2000,7,22,17306
2000,7,24,18773
2000,7,25,16032
2000,7,26,18162
2000,7,27,19902
2000,7,28,17827
2000,7,29,17764
2000,7,31,15837
2000,8,1,15863
2000,8,2,15431
2000,8,3,16374
2000,8,4,16359
2000,8,5,14105
2000,8,7,15535
2000,8,8,17042
2000,8,9,14955
2000,8,10,15606
2000,8,11,17221
2000,8,12,15543
2000,8,14,11618
2000,8,15,9884
2000,8,16,16121
2000,8,17,15660
2000,8,18,16164
2000,8,19,18209
2000,8,21,15970
2000,8,22,16724
2000,8,23,17394
2000,8,24,22138
2000,8,25,19266
2000,8,26,19562
2000,8,28,18119
2000,8,29,18504
2000,8,30,20169
2000,8,31,21267
2000,9,1,20700
2000,9,2,22236
2000,9,4,20138
2000,9,5,19479
2000,9,6,22919
2000,9,7,23960
2000,9,8,25824
2000,9,9,23674
2000,9,11,22091
2000,9,12,24987
2000,9,13,20941
2000,9,14,24716
2000,9,15,22080
2000,9,16,21449
2000,9,18,21472
2000,9,19,18972
2000,9,20,20402
2000,9,21,24893
2000,9,22,20496
2000,9,23,23553
2000,9,25,21531
2000,9,26,24641
2000,9,27,23621
2000,9,28,24583
2000,9,29,22633
2000,9,30,20877
2000,10,2,25244
2000,10,3,19687
2000,10,4,22624
2000,10,5,25496
2000,10,6,21130
2000,10,7,24652
2000,10,9,22600
2000,10,10,21622
2000,10,11,24643
2000,10,12,25154
2000,10,13,24397
2000,10,14,24599
2000,10,16,22199
2000,10,17,21605
2000,10,18,23355
2000,10,19,26167
2000,10,20,23274
2000,10,21,22833
2000,10,23,22701
2000,10,24,20442
2000,10,25,22468
2000,10,26,25263
2000,10,27,23872
2000,10,28,21575
2000,10,30,21215
2000,10,31,19205
2000,11,1,20372
2000,11,2,23215
2000,11,3,19958
2000,11,4,24405
2000,11,6,22802
2000,11,7,26478
2000,11,8,25551
2000,11,9,21297
2000,11,10,24317
2000,11,11,22317
2000,11,13,22747
2000,11,14,21814
2000,11,15,22648
2000,11,16,25442
2000,11,17,21851
2000,11,18,21838
2000,11,20,23182
2000,11,21,21670
2000,11,22,22408
2000,11,23,23725
2000,11,24,24491
2000,11,25,22215
2000,11,27,25799
2000,11,28,22589
2000,11,29,23034
2000,11,30,24922
2000,12,1,22652
2000,12,2,22506
2000,12,4,22261
2000,12,5,21574
2000,12,6,20910
2000,12,7,23216
2000,12,8,22546
2000,12,9,22813
2000,12,11,23388
2000,12,12,20388
2000,12,13,21244
2000,12,14,23287
2000,12,15,25294
2000,12,16,22581
2000,12,18,22973
2000,12,19,21698
2000,12,20,19834
2000,12,21,22973
2000,12,22,22353
2000,12,23,21803
2000,12,25,13488
2000,12,26,16125
2000,12,27,15944
2000,12,28,17753
2000,12,29,14554
2000,12,30,13769
2001,1,1,12247
2001,1,2,15803
2001,1,3,22648
2001,1,4,18967
2001,1,5,19646
2001,1,6,21107
2001,1,8,20965
2001,1,9,21696
2001,1,10,22070
2001,1,11,24180
2001,1,12,22227
2001,1,13,21208
2001,1,15,23265
2001,1,16,19358
2001,1,17,24448
2001,1,18,22857
2001,1,19,20552
2001,1,20,25482
2001,1,22,23415
2001,1,23,19713
2001,1,24,22654
2001,1,25,24176
2001,1,26,23641
2001,1,27,21238
2001,1,29,21145
2001,1,30,20200
2001,1,31,23473
2001,2,1,24240
2001,2,2,24370
2001,2,3,23392
2001,2,5,22845
2001,2,6,24972
2001,2,7,22162
2001,2,8,21863
2001,2,9,21230
2001,2,10,23339
2001,2,12,21250
2001,2,13,22434
2001,2,14,21644
2001,2,15,23173
2001,2,16,21496
2001,2,17,24655
2001,2,19,22557
2001,2,20,23444
2001,2,21,20089
2001,2,22,22711
2001,2,23,21623
2001,2,24,22902
2001,2,26,23872
2001,2,27,20666
2001,2,28,20837
2001,3,1,23211
2001,3,2,21796
2001,3,3,26307
2001,3,5,24144
2001,3,6,21151
2001,3,7,22462
2001,3,8,24201
2001,3,9,21001
2001,3,10,22723
2001,3,11,1351
2001,3,12,23603
2001,3,13,20266
2001,3,14,26024
2001,3,16,23281
2001,3,18,18451
2001,3,19,21571
2001,3,20,23521
2001,3,21,24061
2001,3,22,22668
2001,3,23,23962
2001,3,25,24091
2001,3,26,21003
2001,3,27,22352
2001,3,28,20336
2001,3,29,22030
2001,3,30,22517
2001,4,1,22498
2001,4,2,19931
2001,4,3,23862
2001,4,4,22799
2001,4,5,23250
2001,4,6,21401
2001,4,8,20221
2001,4,9,18713
2001,4,10,20970
2001,4,11,21492
2001,4,12,20487
2001,4,13,22450
2001,4,15,13289
2001,4,16,19511
2001,4,17,19865
2001,4,18,23314
2001,4,19,18952
2001,4,20,21483
2001,4,22,21041
2001,4,23,20416
2001,4,24,19621
2001,4,25,24984
2001,4,26,23849
2001,4,27,22175
2001,4,29,22746
2001,5,1,19559
2001,5,2,21901
2001,5,3,16707
2001,5,4,23052
2001,5,6,20978
2001,5,7,16181
2001,5,8,22522
2001,5,9,21827
2001,5,10,20207
2001,5,11,22167
2001,5,13,22947
2001,5,14,22701
2001,5,15,19707
2001,5,16,22648
2001,5,17,20435
2001,5,18,25796
2001,5,20,25423
2001,5,21,19413
2001,5,22,20202
2001,5,23,19752
2001,5,24,16978
2001,5,25,18900
2001,5,27,21551
2001,5,28,18553
2001,5,29,21485
2001,5,30,24210
2001,5,31,18588
2001,6,1,23683
2001,6,3,15245
2001,6,4,20116
2001,6,5,19853
2001,6,6,18481
2001,6,7,18694
2001,6,8,22334
2001,6,10,22803
2001,6,11,20454
2001,6,12,16144
2001,6,13,25103
2001,6,14,16345
2001,6,15,23468
2001,6,17,21416
2001,6,18,18365
2001,6,19,19389
2001,6,20,20760
2001,6,21,21009
2001,6,22,22601
2001,6,24,23890
2001,6,25,17814
2001,6,26,20377
2001,6,27,24048
2001,6,28,19591
2001,6,29,24615
2001,7,2,21593
2001,7,3,18082
2001,7,4,17840
2001,7,5,23646
2001,7,6,19061
2001,7,8,24702
2001,7,9,19097
2001,7,10,20008
2001,7,11,19662
2001,7,12,17367
2001,7,13,19308
2001,7,15,20245
2001,7,16,18735
2001,7,17,18440
2001,7,18,17979
2001,7,19,18728
2001,7,20,17606
2001,7,22,17704
2001,7,23,17253
2001,7,24,17348
2001,7,25,16688
2001,7,26,18360
2001,7,27,18492
2001,7,29,17441
2001,7,30,16238
2001,7,31,14453
2001,8,1,14708
2001,8,2,13060
2001,8,3,16851
2001,8,5,16980
2001,8,6,13601
2001,8,7,15492
2001,8,8,14521
2001,8,9,12517
2001,8,10,15530
2001,8,12,13667
2001,8,13,14322
2001,8,14,12082
2001,8,15,11866
2001,8,16,10417
2001,8,17,13280
2001,8,19,13849
2001,8,20,12724
2001,8,21,16343
2001,8,22,18967
2001,8,23,16856
2001,8,24,17233
2001,8,26,13782
2001,8,27,14978
2001,8,28,16266
2001,8,29,18627
2001,8,30,20343
2001,8,31,23100
2001,9,2,19280
2001,9,3,20126
2001,9,4,21019
2001,9,5,23871
2001,9,6,19938
2001,9,7,26346
2001,9,9,19386
2001,9,10,18518
2001,9,11,17059
2001,9,12,16821
2001,9,13,19577
2001,9,14,21982
2001,9,16,19671
2001,9,17,16780
2001,9,18,18239
2001,9,19,21218
2001,9,20,22477
2001,9,21,20173
2001,9,23,21385
2001,9,24,18694
2001,9,25,19256
2001,9,26,24596
2001,9,27,18731
2001,9,28,22001
2001,9,30,20258
2001,10,1,19128
2001,10,2,21636
2001,10,3,24817
2001,10,4,21678
2001,10,5,22002
2001,10,7,22902
2001,10,8,18405
2001,10,9,19275
2001,10,10,24459
2001,10,11,20850
2001,10,12,22915
2001,10,14,19299
2001,10,15,17889
2001,10,16,22576
2001,10,17,26715
2001,10,18,22118
2001,10,19,26278
2001,10,21,21735
2001,10,22,19131
2001,10,23,21140
2001,10,24,24411
2001,10,25,19559
2001,10,26,21831
2001,10,29,19359
2001,10,30,17853
2001,10,31,19166
2001,11,1,20098
2001,11,2,17835
2001,11,3,19622
2001,11,5,20954
2001,11,6,16920
2001,11,7,21051
2001,11,8,23412
2001,11,9,20773
2001,11,10,22463
2001,11,12,21641
2001,11,13,17888
2001,11,14,21704
2001,11,15,25972
2001,11,16,22507
2001,11,17,27449
2001,11,19,22108
2001,11,20,18817
2001,11,21,18901
2001,11,22,23363
2001,11,23,21648
2001,11,24,21098
2001,11,26,20947
2001,11,27,20716
2001,11,28,21261
2001,11,29,23154
2001,11,30,20845
2001,12,1,23367
2001,12,3,23524
2001,12,4,20389
2001,12,5,21902
2001,12,6,24602
2001,12,7,21132
2001,12,8,23211
2001,12,10,21765
2001,12,11,18007
2001,12,12,23177
2001,12,13,22068
2001,12,14,20546
2001,12,15,34037
2001,12,17,23502
2001,12,18,19066
2001,12,19,20138
2001,12,20,24452
2001,12,21,20823
2001,12,22,20335
2001,12,24,16785
2001,12,25,12365
2001,12,26,14366
2001,12,27,16656
2001,12,28,14363
2001,12,29,14969
2001,12,31,14656
2002,1,1,12893
2002,1,2,15674
2002,1,3,26637
2002,1,4,16335
2002,1,5,16606
2002,1,7,21665
2002,1,8,17304
2002,1,9,22365
2002,1,10,23736
2002,1,11,16934
2002,1,12,23415
2002,1,14,22000
2002,1,15,19853
2002,1,16,21699
2002,1,17,24520
2002,1,18,20058
2002,1,19,23132
2002,1,21,23787
2002,1,22,20349
2002,1,23,23576
2002,1,24,23611
2002,1,25,21446
2002,1,26,24812
2002,1,28,23163
2002,1,29,21350
2002,1,30,23551
2002,1,31,23438
2002,2,1,22297
2002,2,2,22877
2002,2,4,20633
2002,2,5,17622
2002,2,6,20865
2002,2,7,24754
2002,2,8,20245
2002,2,9,21635
2002,2,11,22561
2002,2,12,21266
2002,2,13,21363
2002,2,14,23221
2002,2,15,22286
2002,2,16,21961
2002,2,18,22027
2002,2,19,19071
2002,2,20,20226
2002,2,21,22456
2002,2,22,21439
2002,2,23,22608
2002,2,25,23790
2002,2,26,17244
2002,2,27,21823
2002,2,28,21126
2002,3,1,23443
2002,3,2,22926
2002,3,4,20400
2002,3,5,18202
2002,3,6,20667
2002,3,7,25526
2002,3,8,20636
2002,3,9,22552
2002,3,11,22276
2002,3,12,21525
2002,3,13,21472
2002,3,14,20228
2002,3,15,23215
2002,3,16,23681
2002,3,18,20443
2002,3,19,20911
2002,3,20,20917
2002,3,21,25549
2002,3,22,21640
2002,3,23,22705
2002,3,25,21542
2002,3,26,20839
2002,3,27,21605
2002,3,28,21935
2002,3,29,23520
2002,3,30,22369
2002,4,1,17546
2002,4,2,20969
2002,4,3,20298
2002,4,4,21363
2002,4,5,19676
2002,4,6,21051
2002,4,8,21210
2002,4,9,19572
2002,4,10,23554
2002,4,11,24141
2002,4,12,22717
2002,4,13,22448
2002,4,15,22591
2002,4,16,19333
2002,4,17,22016
2002,4,18,22671
2002,4,19,20079
2002,4,20,21358
2002,4,22,18298
2002,4,23,16521
2002,4,24,21494
2002,4,25,25259
2002,4,26,23306
2002,4,27,24155
2002,4,29,22698
2002,4,30,21700
2002,5,1,753
2002,5,2,20024
2002,5,3,23419
2002,5,4,25126
2002,5,5,353
2002,5,6,17308
2002,5,7,19580
2002,5,8,21058
2002,5,9,17524
2002,5,10,20302
2002,5,11,23268
2002,5,13,21257
2002,5,14,19170
2002,5,15,23069
2002,5,16,23775
2002,5,17,22384
2002,5,18,24079
2002,5,20,18047
2002,5,21,20901
2002,5,22,19099
2002,5,23,25430
2002,5,24,21258
2002,5,25,24973
2002,5,27,23036
2002,5,28,19913
2002,5,29,21425
2002,5,30,23776
2002,5,31,22167
2002,6,1,23772
2002,6,3,24180
2002,6,4,19151
2002,6,5,20736
2002,6,6,24899
2002,6,7,22147
2002,6,8,25572
2002,6,10,13901
2002,6,11,20448
2002,6,12,23093
2002,6,13,22573
2002,6,14,22019
2002,6,15,26386
2002,6,17,20044
2002,6,18,23691
2002,6,19,25030
2002,6,20,21743
2002,6,21,24321
2002,6,23,21243
