"date","base"
"1944",124558
"1945",4195893
"1946",5847717
"1947",5247978
"1948",6150697
"1949",6927827
"1950",7904698
"1951",7932367
"1952",9099428
"1953",9482062
"1954",10398268
"1955",10089740
"1956",10159896
"1957",10112426
"1958",10050719
"1959",9970074
"1960",10311356
"1961",10350279
"1962",11934017
"1963",12139722
"1964",12730116
"1965",12764715
"1966",13089132
"1967",14786778
"1968",15989257
"1969",17362385
"1970",17935841
"1971",17343435
"1972",15865005
"1973",17605123
"1974",17494169
"1975",17006539
"1976",17474848
"1977",18263829
"1978",18142844
"1979",19188118
"1980",20027156
"1981",18875321
"1982",19630857
"1983",17333255
"1984",17028702
"1985",16014565
"1986",16162442
"1987",17644333
"1988",18425137
"1989",19003849
"1990",17845598
"1991",18364606
"1992",19084698
"1993",20012763
"1994",20275138
"1995",19353486
"1996",20744078
"1997",27135120
"1998",23422449
"1999",23262836
"2000",30579679
"2001",52830791
"2002",43907361
"2003",26559035
"2004",26802651
"2005",34626587
"2006",27979022
"2007",22518459
"2008",21862448
"2009",22379801
"2010",26411213
"2011",30826485
"2012",34137531
"2013",30421429
"2014",24980886
"2015",16715245
"2016",22996308
"2017",31909824
"2018",31090425
"2019",30091531
"2020",29952851
"2021",30650209
"2022",22330737
