"ark","titre"
"cb32691465g","
Ami du bon agriculteur de l'Ouest (L')"
"cb327609299","
Echo de Parthenay (L'). Supplément illustré"
"cb32782729n","
Glaneur poitevin (Le) "
"cb32806565f","
Libérateur du Sud-Ouest (Le)"
"cb32818010g","
Mon théâtre (Niort)"
"cb34423002f","
Pays d'Ouest (Le)"
"cb328345062","
Pays poitevin (Le)"
"cb32840687d","
Poitou médical (Le)"
"cb32857220x","
Revue de l'Aunis"
"cb328600875","
Revue illustrée du Tout-Sud-Ouest"
"cb32887248x","
Vendéen (Le)"
