n,annee,mois,jour
11191,1863,1,31
12625,1863,2,1
11781,1863,2,3
12399,1863,2,4
12243,1863,2,5
12227,1863,2,6
11928,1863,2,7
11612,1863,2,8
12664,1863,2,9
11783,1863,2,10
11624,1863,2,11
10543,1863,2,12
11646,1863,2,13
11661,1863,2,14
11476,1863,2,15
11600,1863,2,16
11431,1863,2,17
11464,1863,2,18
11594,1863,2,19
12233,1863,2,20
11920,1863,2,21
11699,1863,2,22
12023,1863,2,23
11614,1863,2,24
11393,1863,2,25
11206,1863,2,26
11442,1863,2,27
12458,1863,2,28
11531,1863,3,1
12300,1863,3,2
11576,1863,3,3
10648,1863,3,4
10842,1863,3,5
11695,1863,3,6
11813,1863,3,7
11361,1863,3,8
13234,1863,3,9
11932,1863,3,10
11336,1863,3,11
12438,1863,3,12
11940,1863,3,13
11338,1863,3,14
12271,1863,3,15
12305,1863,3,16
11282,1863,3,17
11788,1863,3,18
11697,1863,3,19
11612,1863,3,20
12087,1863,3,21
13004,1863,3,22
12970,1863,3,23
11142,1863,3,24
11729,1863,3,25
12343,1863,3,26
11921,1863,3,27
12584,1863,3,28
12616,1863,3,29
13479,1863,3,30
11958,1863,3,31
11933,1863,4,1
12128,1863,4,2
11502,1863,4,3
12743,1863,4,4
11874,1863,4,5
11646,1863,4,6
12664,1863,4,7
11276,1863,4,8
11826,1863,4,9
12926,1863,4,10
11971,1863,4,11
12139,1863,4,12
11247,1863,4,13
12308,1863,4,14
11418,1863,4,15
12151,1863,4,16
11300,1863,4,17
12080,1863,4,18
12552,1863,4,19
12792,1863,4,20
11471,1863,4,21
12067,1863,4,22
11783,1863,4,23
11601,1863,4,24
11031,1863,4,25
12142,1863,4,26
13135,1863,4,27
11865,1863,4,28
12354,1863,4,29
12223,1863,4,30
12591,1863,5,1
11963,1863,5,2
13006,1863,5,3
13151,1863,5,4
12076,1863,5,5
11866,1863,5,6
11955,1863,5,7
12200,1863,5,8
12005,1863,5,9
11976,1863,5,10
12816,1863,5,11
11864,1863,5,12
12591,1863,5,13
12408,1863,5,14
12508,1863,5,15
11715,1863,5,16
12403,1863,5,17
12454,1863,5,18
13354,1863,5,19
12442,1863,5,20
11963,1863,5,21
12092,1863,5,22
11614,1863,5,23
12872,1863,5,24
12719,1863,5,25
11980,1863,5,26
12196,1863,5,27
12622,1863,5,28
12587,1863,5,29
11761,1863,5,30
11859,1863,5,31
13029,1863,6,1
12527,1863,6,2
11757,1863,6,3
11791,1863,6,4
12280,1863,6,5
11970,1863,6,6
12108,1863,6,7
12324,1863,6,8
12479,1863,6,9
12273,1863,6,10
11656,1863,6,11
11503,1863,6,12
12057,1863,6,13
11148,1863,6,14
13440,1863,6,15
13045,1863,6,16
12183,1863,6,17
11948,1863,6,18
12512,1863,6,19
11915,1863,6,20
12105,1863,6,21
12329,1863,6,22
12757,1863,6,23
12914,1863,6,24
12990,1863,6,25
11531,1863,6,26
11624,1863,6,27
12101,1863,6,28
12492,1863,6,29
12675,1863,6,30
11776,1863,7,1
12400,1863,7,2
12974,1863,7,3
11780,1863,7,4
12634,1863,7,5
13608,1863,7,6
12929,1863,7,7
12388,1863,7,8
11574,1863,7,9
11866,1863,7,10
11342,1863,7,11
11971,1863,7,12
12025,1863,7,13
12483,1863,7,14
12909,1863,7,15
13534,1863,7,16
10896,1863,7,17
12512,1863,7,18
13025,1863,7,19
12806,1863,7,20
12840,1863,7,21
12427,1863,7,22
12748,1863,7,23
12464,1863,7,24
12457,1863,7,25
12190,1863,7,26
13035,1863,7,27
11539,1863,7,28
12497,1863,7,29
12697,1863,7,30
12573,1863,7,31
12276,1863,8,1
12028,1863,8,2
11139,1863,8,3
12806,1863,8,4
12442,1863,8,5
12254,1863,8,6
11725,1863,8,7
12597,1863,8,8
11325,1863,8,9
12210,1863,8,10
11532,1863,8,11
12532,1863,8,12
10801,1863,8,13
11592,1863,8,14
11516,1863,8,15
12374,1863,8,16
12285,1863,8,17
12010,1863,8,18
12059,1863,8,19
12346,1863,8,20
12512,1863,8,21
11712,1863,8,22
12546,1863,8,23
11726,1863,8,24
12639,1863,8,25
11692,1863,8,26
11372,1863,8,27
11351,1863,8,28
11980,1863,8,29
11399,1863,8,30
12194,1863,8,31
11259,1863,9,1
12022,1863,9,2
12094,1863,9,3
11578,1863,9,4
12804,1863,9,5
11730,1863,9,6
12862,1863,9,7
12235,1863,9,8
12053,1863,9,9
12087,1863,9,10
11661,1863,9,11
11558,1863,9,12
12139,1863,9,13
12467,1863,9,14
12216,1863,9,15
12975,1863,9,16
11962,1863,9,17
11624,1863,9,18
12351,1863,9,19
12285,1863,9,20
13301,1863,9,21
13057,1863,9,22
12418,1863,9,23
12549,1863,9,24
11769,1863,9,25
11665,1863,9,26
12077,1863,9,27
12975,1863,9,28
12366,1863,9,29
12053,1863,9,30
12367,1863,10,1
12005,1863,10,2
12216,1863,10,3
11587,1863,10,4
12855,1863,10,5
12495,1863,10,6
12117,1863,10,7
11277,1863,10,8
11804,1863,10,9
10892,1863,10,10
11592,1863,10,11
12874,1863,10,12
11270,1863,10,13
11024,1863,10,14
12413,1863,10,15
12062,1863,10,16
12103,1863,10,17
12298,1863,10,18
13018,1863,10,19
11550,1863,10,20
11208,1863,10,21
12377,1863,10,22
12121,1863,10,23
11868,1863,10,24
9941,1863,10,25
12853,1863,10,26
10152,1863,10,27
11707,1863,10,28
12950,1863,10,29
12202,1863,10,30
11554,1863,11,1
12775,1863,11,2
12589,1863,11,4
11983,1863,11,6
12048,1863,11,7
12670,1863,11,8
12828,1863,11,9
12348,1863,11,10
11273,1863,11,11
12225,1863,11,12
10790,1863,11,13
9690,1863,11,14
11899,1863,11,15
12458,1863,11,16
10807,1863,11,17
11257,1863,11,18
11193,1863,11,19
11961,1863,11,20
11409,1863,11,21
12145,1863,11,22
12673,1863,11,23
12154,1863,11,24
11406,1863,11,25
11744,1863,11,26
11963,1863,11,27
11334,1863,11,28
12056,1863,11,29
12680,1863,11,30
11469,1863,12,1
11766,1863,12,2
11640,1863,12,3
12001,1863,12,4
11735,1863,12,5
11512,1863,12,6
12558,1863,12,7
11798,1863,12,8
12039,1863,12,9
11964,1863,12,10
11104,1863,12,11
11672,1863,12,12
11897,1863,12,13
12069,1863,12,14
10198,1863,12,15
11702,1863,12,16
11593,1863,12,17
11970,1863,12,18
11958,1863,12,19
11401,1863,12,20
12923,1863,12,21
12132,1863,12,22
12904,1863,12,23
11777,1863,12,24
11887,1863,12,25
13199,1863,12,26
12990,1863,12,27
13245,1863,12,28
12121,1863,12,29
11435,1863,12,30
12104,1863,12,31
6479,1864,1,1
12330,1864,1,2
12035,1864,1,3
13245,1864,1,4
12282,1864,1,5
11189,1864,1,6
11079,1864,1,8
11189,1864,1,9
11732,1864,1,10
12827,1864,1,11
11711,1864,1,12
11377,1864,1,13
10755,1864,1,14
11734,1864,1,15
11595,1864,1,16
11163,1864,1,17
12932,1864,1,18
10275,1864,1,19
11383,1864,1,20
10704,1864,1,21
11106,1864,1,22
10787,1864,1,23
10900,1864,1,24
11960,1864,1,25
11677,1864,1,26
11128,1864,1,27
11686,1864,1,28
9686,1864,1,29
11214,1864,1,30
11714,1864,1,31
12182,1864,2,1
11066,1864,2,2
11579,1864,2,3
11348,1864,2,4
11100,1864,2,5
10099,1864,2,6
10831,1864,2,7
10505,1864,2,8
11686,1864,2,9
11828,1864,2,10
11588,1864,2,11
11692,1864,2,12
6196,1864,2,13
11979,1864,2,14
12765,1864,2,15
11763,1864,2,16
10766,1864,2,17
11902,1864,2,18
11942,1864,2,19
10846,1864,2,20
10974,1864,2,21
10248,1864,2,22
11735,1864,2,23
11587,1864,2,24
11813,1864,2,25
11347,1864,2,26
11313,1864,2,27
12295,1864,2,28
12356,1864,2,29
11391,1864,3,1
11078,1864,3,2
10852,1864,3,3
11651,1864,3,4
9895,1864,3,5
11035,1864,3,6
11224,1864,3,7
11897,1864,3,8
10884,1864,3,9
11041,1864,3,10
11110,1864,3,11
11018,1864,3,12
11660,1864,3,13
12107,1864,3,14
11396,1864,3,15
11193,1864,3,16
13493,1864,3,17
12897,1864,3,18
12889,1864,3,19
12146,1864,3,20
11770,1864,3,21
12334,1864,3,22
12809,1864,3,23
12413,1864,3,24
12301,1864,3,25
13177,1864,3,26
12778,1864,3,27
12416,1864,3,28
11750,1864,3,29
11472,1864,3,30
9980,1864,3,31
11543,1864,4,1
12405,1864,4,2
10653,1864,4,3
12641,1864,4,4
12401,1864,4,5
11651,1864,4,6
12141,1864,4,7
12047,1864,4,8
11920,1864,4,9
11501,1864,4,10
12870,1864,4,11
10710,1864,4,12
10764,1864,4,13
11623,1864,4,14
12027,1864,4,15
11531,1864,4,16
11985,1864,4,17
11782,1864,4,18
11160,1864,4,19
12088,1864,4,20
11356,1864,4,21
11546,1864,4,22
11559,1864,4,23
11992,1864,4,24
12284,1864,4,25
11838,1864,4,26
11975,1864,4,27
12401,1864,4,28
11683,1864,4,29
11577,1864,4,30
12256,1864,5,1
12458,1864,5,2
11470,1864,5,3
10928,1864,5,4
11558,1864,5,5
12196,1864,5,6
11860,1864,5,7
7711,1864,5,8
12859,1864,5,9
