"ark","titre"
"cb32688455n","
Almanach du Courrier du Centre..."
"cb34413715h","
Auvergne littéraire et artistique (L')"
"cb32708658r","
Avenir du Cantal (L') "
"cb32738596n","
Centre (Le)"
"cb327649178","
Écran du Centre (L')"
"cb32795881z","
Jeune Parnasse (Le). Feuilles poétiques"
