n,annee,mois,jour
455247,1789,1,1
25881,1789,5,5
7529,1789,5,6
8236,1789,5,14
8176,1789,5,23
8206,1789,5,30
8170,1789,6,6
7923,1789,6,10
8642,1789,6,15
7944,1789,6,16
7938,1789,6,20
7922,1789,6,24
8042,1789,6,27
7845,1789,7,1
8245,1789,7,4
8421,1789,7,6
8093,1789,7,8
8353,1789,7,10
8111,1789,7,13
8261,1789,7,15
8162,1789,7,17
8153,1789,7,20
8763,1789,7,23
8237,1789,7,24
8543,1789,7,25
8155,1789,7,26
8420,1789,7,27
8507,1789,7,28
8422,1789,7,29
8593,1789,7,30
8773,1789,7,31
8329,1789,8,1
8050,1789,8,2
8013,1789,8,3
8564,1789,8,4
8013,1789,8,5
8725,1789,8,6
9015,1789,8,7
8318,1789,8,8
8378,1789,8,9
7996,1789,8,10
8290,1789,8,14
8425,1789,8,17
8851,1789,8,19
8107,1789,8,20
8248,1789,8,21
7977,1789,8,23
7659,1789,8,26
8085,1789,8,28
8357,1789,8,31
8494,1789,9,2
8792,1789,9,3
8740,1789,9,4
8344,1789,9,5
8186,1789,9,7
7690,1789,9,8
8401,1789,9,12
8100,1789,9,14
8585,1789,9,15
8254,1789,9,16
8276,1789,9,18
7324,1789,9,21
7606,1789,9,23
7936,1789,9,25
8345,1789,9,28
7983,1789,9,29
7640,1789,9,30
8015,1789,10,1
7940,1789,10,5
8279,1789,10,8
8769,1789,10,9
8468,1789,10,10
9118,1789,10,12
8363,1789,10,13
8150,1789,10,14
8173,1789,10,15
8596,1789,10,20
8050,1789,10,22
8072,1789,10,26
8092,1789,10,28
8820,1789,10,29
8359,1789,10,30
8626,1789,11,2
8188,1789,11,3
8384,1789,11,5
8569,1789,11,6
8016,1789,11,7
9167,1789,11,9
8737,1789,11,10
7764,1789,11,11
7777,1789,11,13
7413,1789,11,17
7513,1789,11,18
8470,1789,11,20
7858,1789,11,24
7958,1789,11,25
7835,1789,11,26
7699,1789,11,27
7875,1789,11,28
8297,1789,11,29
7839,1789,11,30
7771,1789,12,1
7338,1789,12,2
7905,1789,12,3
8418,1789,12,4
8219,1789,12,5
8102,1789,12,6
8232,1789,12,7
8274,1789,12,8
7913,1789,12,9
8273,1789,12,10
7991,1789,12,11
8150,1789,12,12
7623,1789,12,13
8132,1789,12,14
8248,1789,12,15
8021,1789,12,16
8682,1789,12,17
7696,1789,12,18
8503,1789,12,19
8183,1789,12,20
8061,1789,12,21
7827,1789,12,22
8566,1789,12,23
8182,1789,12,24
8597,1789,12,25
7475,1789,12,26
8613,1789,12,27
8245,1789,12,28
8120,1789,12,29
8748,1789,12,30
8366,1789,12,31
8893,1790,1,1
13301,1790,1,2
8448,1790,1,3
8140,1790,1,4
8619,1790,1,5
8224,1790,1,6
8190,1790,1,7
8256,1790,1,8
8348,1790,1,9
8816,1790,1,10
8974,1790,1,11
9045,1790,1,12
8377,1790,1,13
8070,1790,1,14
8264,1790,1,15
8352,1790,1,16
7753,1790,1,17
8517,1790,1,18
8424,1790,1,19
8019,1790,1,20
8316,1790,1,21
8371,1790,1,22
8192,1790,1,23
7982,1790,1,24
7986,1790,1,25
7971,1790,1,26
8147,1790,1,27
7730,1790,1,28
8558,1790,1,29
7607,1790,1,30
8366,1790,1,31
7412,1790,2,1
8472,1790,2,2
7762,1790,2,3
8296,1790,2,4
7976,1790,2,5
8315,1790,2,6
7688,1790,2,7
8453,1790,2,8
7914,1790,2,9
8033,1790,2,10
8472,1790,2,11
8503,1790,2,12
8541,1790,2,13
8648,1790,2,14
8168,1790,2,15
8542,1790,2,16
12566,1790,2,17
8691,1790,2,18
9215,1790,2,19
8133,1790,2,20
8228,1790,2,21
8840,1790,2,22
8510,1790,2,23
8477,1790,2,24
8204,1790,2,25
8371,1790,2,26
13013,1790,2,27
7955,1790,2,28
8352,1790,3,1
8391,1790,3,2
8387,1790,3,3
7362,1790,3,4
8089,1790,3,5
8748,1790,3,6
8250,1790,3,7
9155,1790,3,8
18160,1790,3,9
8366,1790,3,10
8722,1790,3,11
7848,1790,3,12
8745,1790,3,13
8477,1790,3,14
9027,1790,3,15
8404,1790,3,16
8544,1790,3,17
8812,1790,3,18
8835,1790,3,19
9148,1790,3,20
9072,1790,3,21
8298,1790,3,22
8182,1790,3,23
8527,1790,3,24
11785,1790,3,25
8235,1790,3,26
8950,1790,3,27
8496,1790,3,28
8845,1790,3,29
8742,1790,3,30
9491,1790,3,31
8701,1790,4,1
8216,1790,4,2
8876,1790,4,3
8394,1790,4,4
8394,1790,4,5
8934,1790,4,6
8769,1790,4,7
8192,1790,4,8
8458,1790,4,9
8905,1790,4,10
8790,1790,4,11
8960,1790,4,12
9188,1790,4,13
7843,1790,4,14
8370,1790,4,15
8544,1790,4,16
7428,1790,4,17
8443,1790,4,18
7908,1790,4,19
8772,1790,4,20
8039,1790,4,21
8534,1790,4,22
7351,1790,4,23
8591,1790,4,24
8487,1790,4,25
10956,1790,4,26
8202,1790,4,27
8840,1790,4,28
8427,1790,4,29
8699,1790,4,30
8567,1790,5,1
8298,1790,5,2
8531,1790,5,3
8721,1790,5,4
8848,1790,5,5
8510,1790,5,6
8979,1790,5,7
13386,1790,5,8
8689,1790,5,9
8579,1790,5,10
8491,1790,5,11
8490,1790,5,12
8986,1790,5,13
8401,1790,5,14
8834,1790,5,15
