"date","base_temp"
"1380",1
"1381",0
"1382",0
"1383",0
"1384",0
"1385",0
"1386",0
"1387",0
"1388",0
"1389",0
"1390",0
"1391",0
"1392",0
"1393",0
"1394",0
"1395",0
"1396",0
"1397",0
"1398",0
"1399",0
"1400",0
"1401",0
"1402",0
"1403",0
"1404",0
"1405",0
"1406",0
"1407",0
"1408",0
"1409",0
"1410",0
"1411",0
"1412",0
"1413",0
"1414",0
"1415",0
"1416",0
"1417",0
"1418",0
"1419",0
"1420",0
"1421",0
"1422",0
"1423",0
"1424",0
"1425",0
"1426",0
"1427",0
"1428",0
"1429",0
"1430",0
"1431",0
"1432",0
"1433",0
"1434",0
"1435",0
"1436",0
"1437",0
"1438",0
"1439",0
"1440",0
"1441",0
"1442",0
"1443",0
"1444",0
"1445",0
"1446",0
"1447",0
"1448",0
"1449",0
"1450",0
"1451",0
"1452",0
"1453",0
"1454",0
"1455",0
"1456",0
"1457",0
"1458",0
"1459",0
"1460",0
"1461",0
"1462",0
"1463",0
"1464",0
"1465",0
"1466",0
"1467",0
"1468",0
"1469",0
"1470",0
"1471",0
"1472",0
"1473",0
"1474",0
"1475",0
"1476",0
"1477",0
"1478",0
"1479",0
"1480",0
"1481",0
"1482",0
"1483",0
"1484",0
"1485",0
"1486",0
"1487",0
"1488",0
"1489",0
"1490",0
"1491",0
"1492",0
"1493",0
"1494",0
"1495",0
"1496",0
"1497",0
"1498",0
"1499",0
"1500",0
"1501",0
"1502",0
"1503",0
"1504",0
"1505",0
"1506",0
"1507",0
"1508",0
"1509",0
"1510",0
"1511",0
"1512",0
"1513",0
"1514",0
"1515",0
"1516",0
"1517",0
"1518",0
"1519",2
"1520",0
"1521",0
"1522",0
"1523",0
"1524",0
"1525",0
"1526",0
"1527",0
"1528",0
"1529",0
"1530",0
"1531",0
"1532",0
"1533",0
"1534",0
"1535",0
"1536",0
"1537",1
"1538",1
"1539",0
"1540",0
"1541",0
"1542",1
"1543",0
"1544",1
"1545",1
"1546",1
"1547",1
"1548",0
"1549",1
"1550",4
"1551",4
"1552",6
"1553",0
"1554",1
"1555",0
"1556",2
"1557",1
"1558",0
"1559",1
"1560",0
"1561",1
"1562",4
"1563",6
"1564",1
"1565",0
"1566",5
"1567",10
"1568",1
"1569",5
"1570",2
"1571",2
"1572",2
"1573",3
"1574",4
"1575",0
"1576",2
"1577",0
"1578",1
"1579",0
"1580",1
"1581",10
"1582",1
"1583",1
"1584",1
"1585",4
"1586",2
"1587",6
"1588",8
"1589",18
"1590",8
"1591",1
"1592",1
"1593",3
"1594",0
"1595",5
"1596",5
"1597",11
"1598",1
"1599",4
"1600",48
"1601",23
"1602",39
"1603",19
"1604",39
"1605",29
"1606",27
"1607",35
"1608",49
"1609",76
"1610",83
"1611",58
"1612",49
"1613",31
"1614",44
"1615",58
"1616",80
"1617",109
"1618",37
"1619",57
"1620",108
"1621",86
"1622",77
"1623",66
"1624",72
"1625",61
"1626",129
"1627",140
"1628",74
"1629",76
"1630",78
"1631",55
"1632",70
"1633",91
"1634",124
"1635",142
"1636",132
"1637",58
"1638",55
"1639",78
"1640",67
"1641",47
"1642",46
"1643",72
"1644",46
"1645",50
"1646",32
"1647",36
"1648",35
"1649",299
"1650",82
"1651",75
"1652",96
"1653",39
"1654",41
"1655",34
"1656",35
"1657",34
"1658",26
"1659",37
"1660",60
"1661",40
"1662",37
"1663",44
"1664",49
"1665",39
"1666",45
"1667",40
"1668",53
"1669",50
"1670",32
"1671",49
"1672",48
"1673",48
"1674",45
"1675",40
"1676",35
"1677",38
"1678",35
"1679",39
"1680",47
"1681",31
"1682",38
"1683",43
"1684",50
"1685",42
"1686",47
"1687",48
"1688",62
"1689",45
"1690",72
"1691",50
"1692",51
"1693",61
"1694",62
"1695",41
"1696",59
"1697",61
"1698",63
"1699",80
"1700",183
"1701",65
"1702",50
"1703",47
"1704",52
"1705",51
"1706",36
"1707",62
"1708",52
"1709",48
"1710",51
"1711",33
"1712",56
"1713",44
"1714",65
"1715",72
"1716",85
"1717",77
"1718",86
"1719",102
"1720",85
